[00:00:20.234 --> 00:00:20.794]  Welcome back.
[01:10:40.549 --> 01:10:41.990]  Well, here's another example.
[01:10:42.050 --> 01:10:45.753]  Take areas of Florida, Louisiana, Mississippi, areas of Texas.
[01:10:46.574 --> 01:10:51.598]  There's a lot of families and individuals that bought over the last hundred years cheap property.
[01:10:52.679 --> 01:10:54.741]  They're building golf courses, hotels on it.
[01:10:55.321 --> 01:10:57.123]  I mean, you name it, but people own it.
[01:10:58.123 --> 01:11:03.348]  And I've seen articles in different newspapers where now FEMA and others are just saying, look,
[01:11:04.212 --> 01:11:05.412]  You can't build here anymore.
[01:11:05.832 --> 01:11:12.154]  And if people choose to build a beach house that's 20 feet off the ground because they want to be on the beach, that's their business.
[01:11:12.474 --> 01:11:16.715]  And if they don't want to have it insured, they shouldn't be forced to get that insurance.
[01:11:16.895 --> 01:11:18.935]  So this is really tyranny.
[01:11:19.256 --> 01:11:22.476]  And we see where this is leading, just where the sky's the limit.
[01:11:23.276 --> 01:11:23.517]  Right.
[01:11:23.677 --> 01:11:29.538]  And what's going to happen is FEMA is requiring these municipalities to accept this ordinance
[01:11:30.319 --> 01:11:47.948]  Or they will withhold funding for any emergency management, any emergency, whether it be a tornado, whether it be an earthquake, whether it be any type of emergency, they are threatening withholding of funding unless these maps are accepted by the local municipality.
[01:11:48.028 --> 01:11:48.949]  And as part of that,
[01:11:49.560 --> 01:11:58.787]  They have got to accept floodplain management, which requires everything to be elevated above that, quote, 100-year flood elevation as determined by FEMA.
[01:11:58.927 --> 01:12:03.170]  So basically, this is worse than federalization in violation of the 9th and 10th Amendment.
[01:12:03.511 --> 01:12:08.955]  This is unelected executive branch, FEMA, basically saying, look,
[01:12:10.114 --> 01:12:13.136]  Forty percent of this country, we're now in control of it.
[01:12:13.216 --> 01:12:13.876]  We're the boss.
[01:12:14.176 --> 01:12:15.037]  We run your county.
[01:12:15.697 --> 01:12:16.437]  We run your city.
[01:12:16.477 --> 01:12:17.258]  We run your state.
[01:12:17.598 --> 01:12:18.418]  That is correct.
[01:12:18.478 --> 01:12:20.019]  That is exactly what they're doing.
[01:12:20.139 --> 01:12:30.184]  And they are holding future federal funding for any type of disaster as they're dangling that carrot in front of them.
[01:12:30.204 --> 01:12:35.667]  And let's be clear, they take our state money and on average send about 33 cents back with strings attached.
[01:12:36.868 --> 01:12:37.408]  That's correct.
[01:12:39.560 --> 01:12:51.009]  I tell you, pretty soon we won't be able to do anything without FEMA's permission, and if they pass this carbon tax law, home inspections, federal zoning laws, it just goes on and on.
[01:12:51.830 --> 01:13:03.099]  I'm getting a lot of feedback on this, and I'm seeing a lot of news articles where local flood managers and people are really upset by this, so it looks like at least some people are becoming aware of what's happened.
[01:13:03.139 --> 01:13:04.100]  Is there any way to stop this?
[01:13:04.600 --> 01:13:05.641]  There is a way to stop it.
[01:13:05.701 --> 01:13:09.224]  Congress can stop this.
[01:13:09.764 --> 01:13:11.205]  It takes quite a few congressmen.
[01:13:11.225 --> 01:13:12.206]  I'll give you an example.
[01:13:12.246 --> 01:13:19.092]  In 2007, there was a bill that passed through the Senate requiring mandatory flood insurance across the board.
[01:13:19.582 --> 01:13:20.082]  I don't
[01:13:38.374 --> 01:13:44.738]  However, we now have 16 Senators that are against this mandatory flood insurance and what FEMA is doing.
[01:13:45.719 --> 01:13:57.166]  And this letter has been sent to FEMA and several meetings have occurred with FEMA to slow this down through the bureaucracy, but it has to be stopped and it'll have to be stopped through the Congress.
[01:13:57.907 --> 01:14:05.352]  Okay, reading this article from KATV Television, this is out of Truman, Arkansas, it says,
[01:14:07.327 --> 01:14:08.588]  An official at the St.
[01:14:08.648 --> 01:14:16.072]  Francis Levee District says recommendations by the Federal Emergency Management Agency for local landowners to purchase flood insurance are nothing more than a scam.
[01:14:16.152 --> 01:14:27.119]  Rob Rasch, CEO and Chief Engineer of the Levee District, made this accusation Saturday during a candidate forum at Truman attended by several people hoping to win the first district congressional seat.
[01:14:27.739 --> 01:14:28.439]  That is correct.
[01:14:28.459 --> 01:14:33.521]  In a meeting at the Mayflower Hotel with the Mississippi Valley Flood Control Association and FEMA.
[01:14:50.120 --> 01:14:59.763]  It's very clear and FEMA officials were very clear that the only way that they have to get money is through their flood insurance premiums.
[01:14:59.883 --> 01:15:02.224]  And that is what they are pushing.
[01:15:02.964 --> 01:15:16.228]  They are taking flood control structures that have federal dollars and local dollars and billions of federal dollars and local dollars to protect citizens and have been designed, constructed, and maintained over the last 150 or 200 years
[01:15:18.183 --> 01:15:28.246]  And they're negating them completely on these flood maps and creating a fictitious fear for people around, certainly around our area, for the Mississippi River.
[01:15:28.286 --> 01:15:35.228]  We're a part of the Mississippi River and Tributaries Project, which provides a level of protection that exceeds what FEMA is wanting.
[01:15:35.248 --> 01:15:38.489]  But that's always, I mean, the feds don't want development in many areas.
[01:15:38.509 --> 01:15:39.609]  They want to be able to control it.
[01:15:39.629 --> 01:15:42.190]  It's part of the rewilding project.
[01:15:45.051 --> 01:15:57.141]  I've seen the numbers, I've had a congressman on to cover it, but most of the money that FEMA gets is used for COG, continuity of government, you know, shadow government type stuff.
[01:15:57.181 --> 01:16:01.044]  So we also, I need to understand that a lot of this flood money is going to other stuff.
[01:16:01.704 --> 01:16:14.615]  Right, and I'm not familiar exactly where FEMA's money goes, but I can tell you that the expansion of these floodplains, and the redefining of these floodplains, and the redefining of the risks that actually exist,
[01:16:15.137 --> 01:16:19.820]  We'll put billions of dollars in FEMA's bank account.
[01:16:20.640 --> 01:16:33.148]  And so this is an expansion of a system that this just clearly is a scam because you have FEMA who is setting the limits, they're setting the standards, and they're the ones requiring it.
[01:16:33.208 --> 01:16:35.849]  So you have all three entities under one roof.
[01:16:36.049 --> 01:16:37.190]  And they're the ones getting the money.
[01:16:37.470 --> 01:16:38.251]  That is correct.
[01:16:39.151 --> 01:16:41.933]  That is correct regardless of where you purchase this flood insurance.
[01:16:42.772 --> 01:16:47.353]  And this will destroy economic development in a number of areas across this country.
[01:16:47.973 --> 01:16:48.873]  And I want to read you something.
[01:16:48.893 --> 01:16:51.894]  Well, that's where everybody wants to live is on a river or a lake.
[01:16:52.474 --> 01:16:53.034]  Absolutely.
[01:16:53.535 --> 01:16:54.095]  Absolutely.
[01:16:54.475 --> 01:16:58.536]  This is all part of floodplain management that was put out.
[01:16:58.576 --> 01:17:04.337]  This is from an excerpt out of the 93 flood report which was written
[01:17:04.950 --> 01:17:05.850]  I don't know.
[01:17:27.471 --> 01:17:28.131]  Let's be clear.
[01:17:28.151 --> 01:17:30.553]  Let's come back and talk more about that in the final segment.
[01:17:30.893 --> 01:17:35.497]  That is so massive, a total takeover, and they're saying, we don't want you living here.
[01:17:36.038 --> 01:17:43.905]  And it's like the Wetlands Act, where a pool, a puddle on your ranch, now you can't run cattle there.
[01:17:44.185 --> 01:17:45.005]  They tried that.
[01:17:45.706 --> 01:17:47.528]  We finally defeated most of that.
[01:17:47.868 --> 01:17:49.970]  It's a giant power grab.
[01:17:50.170 --> 01:17:55.894]  Forty percent of the country, your new landlord, your new boss is FEMA if we don't beat this.
[01:17:55.914 --> 01:17:56.515]  Stay there, sir.
[01:17:59.737 --> 01:18:03.981]  Get incredible grip no matter what the conditions when you wear Maxfit gloves.
[01:18:04.261 --> 01:18:11.107]  Everyone from boaters, fishermen, mechanics, plumbers, farmers, senior citizens and gardeners are all wearing Maxfit gloves for better grip.
[01:18:11.387 --> 01:18:15.170]  Maxfit gloves are made with thin glove technology that is ultra-thin, breathable,
[01:18:15.310 --> 01:18:19.711]  We'll reduce muscle fatigue when planting gardens, pulling weeds, or anywhere you need a more youthful grip.
[01:18:19.911 --> 01:18:24.013]  Watch incredible MaxFitGloves videos online at MaxFitGloves.com.
[01:18:24.213 --> 01:18:32.175]  MaxFitGloves improve dry grip strength by up to 37% and improve your grip up to 400% better than bare hands in wet or oily conditions.
[01:18:32.375 --> 01:18:38.337]  If arthritis has crippled your grip, or if you work with your hands and depend on a good grip, then MaxFitGloves are for you.
[01:18:38.497 --> 01:18:43.759]  Right now, get 2 free pair of MaxFitGloves when you go to MaxFitGloves.com.
[01:18:44.099 --> 01:18:47.700]  MaxFitGloves.com and use promo code RADIO or call 1-877-552-5206.
[01:18:47.720 --> 01:18:48.060]  That's 1-877-552-5206.
[01:18:48.121 --> 01:18:48.561]  MaxFitGloves.
[01:18:48.741 --> 01:18:50.181]  Incredible grip in any conditions.
[01:18:58.889 --> 01:19:01.212]  They helped to create a New World Order.
[01:19:01.272 --> 01:19:03.495]  We are part of a New World Order.
[01:19:03.595 --> 01:19:06.419]  A New World Order based upon collective action.
[01:19:06.819 --> 01:19:11.565]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:19:11.926 --> 01:19:16.111]  The New World Order really is a tool for addressing a new world of possibilities.
[01:19:16.411 --> 01:19:18.773]  It means all the world under their control.
[01:19:18.873 --> 01:19:21.294]  The United Nations would take over America.
[01:19:21.314 --> 01:19:24.216]  The Trilateral Commission would control the world.
[01:19:24.556 --> 01:19:32.161]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:19:32.501 --> 01:19:37.783]  I believe first of all that we now need nothing short of a world constitution for the global financial system.
[01:19:37.903 --> 01:19:40.664]  Global governance with the establishment of the G20.
[01:19:40.744 --> 01:19:44.165]  So it's going to be an inner ruling elite and then everyone else.
[01:19:44.425 --> 01:19:45.365]  And I got news for you.
[01:19:45.505 --> 01:19:46.806]  You're everyone else.
[01:19:46.846 --> 01:19:47.846]  Invisible Empire.
[01:19:48.346 --> 01:19:56.809]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[01:19:59.130 --> 01:20:00.390]  Let's talk tough.
[01:20:00.871 --> 01:20:01.931]  Let's talk conference.
[01:20:02.287 --> 01:20:04.388]  Let's talk about down-home value.
[01:20:04.668 --> 01:20:07.189]  Made in the USA, blue jeans.
[01:20:07.589 --> 01:20:09.270]  Like you wore as a kid.
[01:20:09.610 --> 01:20:10.050]  Remember?
[01:20:10.490 --> 01:20:31.378]  There's a place down in Tennessee Where they make blue diamond gusset jeans They sew pride in every stitch Guarantee you'll love the way they fit They put a diamond gusset in the crotch Where you need it most
[01:20:32.091 --> 01:20:38.174]  We're good old-fashioned comfort.
[01:20:38.314 --> 01:20:39.775]  Get Diamond Gusset Jeans.
[01:20:40.055 --> 01:20:41.335]  Every stitch guaranteed.
[01:20:41.556 --> 01:20:44.577]  In our Defender motorcycle jean comes Kevlar reinforced.
[01:20:44.817 --> 01:20:47.278]  See them at G-U-S-S-E-T dot com.
[01:20:47.358 --> 01:20:48.679]  That's Gusset dot com.
[01:20:48.799 --> 01:20:49.259]  Or call 888-848-7738.
[01:20:49.279 --> 01:20:49.559]  That's 888-848-7738.
[01:20:49.579 --> 01:20:50.760]  Diamond Gusset Jeans got it.
[01:20:50.780 --> 01:20:51.140]  Others don't.
[01:21:02.000 --> 01:21:08.045]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:21:08.646 --> 01:21:11.669]  It's Alex Jones and the GCN Radio Network.
[01:21:12.389 --> 01:21:15.292]  That's right, there's a war on for your mind.
[01:21:15.312 --> 01:21:22.458]  We're talking to Bob Rash, and he is a Chief Engineer of the Levee District in his area of Arkansas.
[01:21:24.690 --> 01:21:40.337]  Now, again, I'm no expert on this, but I've read over it over the years, and correct me if I'm wrong, until a few decades ago, you really couldn't get flood insurance from a private company, private insurance company, if you were in danger of flooding and you just needed to build your house and have it on stilts and know that.
[01:21:40.357 --> 01:21:41.017]  You know, it's freedom.
[01:21:41.057 --> 01:21:41.578]  It's America.
[01:21:42.398 --> 01:21:54.723]  But now, FEMA underwrites it, so basically you just go into an insurance company, they're like a broker, or like a title company when you buy a house, and they get a little piece of it and it goes to FEMA, and then the government's saying, you've got to buy this from us.
[01:21:55.464 --> 01:21:56.344]  This is mafia.
[01:21:57.424 --> 01:22:02.387]  Well, and just so you know, on a $100,000 home, you're going to spend about $1,200 a year.
[01:22:02.407 --> 01:22:05.908]  On a quarter of a million dollar home, you're going to spend about $2,600 a year per person.
[01:22:08.890 --> 01:22:13.191]  And so this is being used as a deterrent.
[01:22:13.251 --> 01:22:14.811]  It's a federal property tax.
[01:22:14.931 --> 01:22:15.611]  That's correct.
[01:22:15.991 --> 01:22:16.912]  A targeted tax.
[01:22:17.792 --> 01:22:18.632]  It's all that it is.
[01:22:18.732 --> 01:22:24.413]  It's a targeted tax and FEMA is utilizing it because they underwrite the flood insurance policies.
[01:22:24.853 --> 01:22:33.475]  They are masking it with a warning people of the risk and they are overstating every risk that they place on these flood maps in an effort to recoup money.
[01:22:35.043 --> 01:22:35.523]  Amazing.
[01:22:35.563 --> 01:22:43.148]  I mean, like I said earlier, I know people who are up on hilltops and they're getting these letters in Travis County saying, look, your insurance is going up.
[01:22:43.468 --> 01:22:43.708]  Right.
[01:22:44.849 --> 01:22:47.350]  And that will happen throughout this country, Alex.
[01:22:47.830 --> 01:22:55.435]  There are a number, as I said, there will be 40% of the population of this country that will be affected by this.
[01:22:55.935 --> 01:22:59.177]  And the federal government, FEMA, is not warning people of
[01:23:00.198 --> 01:23:08.548]  They're not warning people of earthquakes, they're not warning people of wind damage, they're not warning people of tornadoes, because they don't underwrite insurance policies for those items.
[01:23:09.189 --> 01:23:16.057]  They're warning people of a fictitious risk of flooding in areas that don't need to be required to buy flood insurance.
[01:23:18.203 --> 01:23:27.172]  Well, going back to the point in closing that you tried to make as we hit that break, this is all based, you said, on this 93 document, and I've seen that document before.
[01:23:27.232 --> 01:23:33.939]  Go back over that document where they're saying that the real move is to basically force people out of these areas.
[01:23:34.179 --> 01:23:34.940]  That is correct.
[01:23:35.040 --> 01:23:40.306]  The 93 flood report, which is named Sharing the Challenge,
[01:23:41.226 --> 01:23:57.273]  It recommends people move out of designated areas, which FEMA now has begun designating these areas, but they use this as a deterrent for economic development or for any type of development in these, quote, floodplains.
[01:23:58.193 --> 01:24:02.195]  However, the problem is that FEMA is redefining these floodplains.
[01:24:02.945 --> 01:24:09.768]  They're redefining floodplains and ignoring improvements that have been made through the years with both federal money and local money.
[01:24:10.289 --> 01:24:14.531]  And they are not acknowledging these flood control structures.
[01:24:14.991 --> 01:24:21.954]  And they are requiring areas, they are renaming areas a floodplain and requiring flood insurance because of it.
[01:24:22.374 --> 01:24:27.917]  And it is written into this, into the 21st century and sharing the challenge.
[01:24:30.339 --> 01:24:39.860]  Uh, in the 93 flood report, and it states very clearly to use strict use regulations by communities to stop unwise development.
[01:24:40.421 --> 01:24:45.505]  The problem is, is that FEMA is defining these unwise developmental areas.
[01:24:45.625 --> 01:24:47.606]  No, this isn't even federal tyranny.
[01:24:47.626 --> 01:24:51.569]  This is just an agency out of control, and they're taking over everything.
[01:24:51.589 --> 01:24:52.590]  They're training the police.
[01:24:53.310 --> 01:24:55.131]  This is a criminal operation.
[01:24:55.352 --> 01:24:57.913]  We appreciate your courage and what you've been doing, sir.
[01:24:58.314 --> 01:24:58.894]  God bless you.
[01:24:59.134 --> 01:25:01.636]  Thank you very much, Alex, and I appreciate you.
[01:25:01.856 --> 01:25:02.637]  We appreciate you.
[01:25:03.177 --> 01:25:04.578]  Well, there he goes, ladies and gentlemen.
[01:25:06.019 --> 01:25:07.961]  And he was at a candidate forum for Congress, people.
[01:25:08.001 --> 01:25:08.962]  He's not running for Congress.
[01:25:09.342 --> 01:25:12.945]  We need people like Mr. Rash to run for Congress.
[01:25:13.585 --> 01:25:14.866]  We've got to get control of FEMA.
[01:25:14.967 --> 01:25:15.747]  I mean, come on.
[01:25:16.007 --> 01:25:18.389]  That's why I made the film, Police State 4, The Rise of FEMA.
[01:25:19.110 --> 01:25:20.171]  We cover it all in here.
[01:25:20.211 --> 01:25:22.353]  I mean, this is the shadow government.
[01:25:23.479 --> 01:25:26.701]  Coming out of the shadows and just taking over everything.
[01:25:27.001 --> 01:25:31.544]  This is the group merging the military and police and training the military for gun confiscation.
[01:25:31.984 --> 01:25:33.565]  This is the group building the FEMA camps.
[01:25:34.106 --> 01:25:36.687]  This is the group saying they're going to force you out of your houses.
[01:25:37.288 --> 01:25:37.988]  We'll be right back.
[01:25:41.630 --> 01:25:43.692]  Thank you for listening to GCN.
[01:25:44.252 --> 01:25:47.414]  Be sure to visit GCNlive.com today.
[01:25:49.212 --> 01:25:53.054]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:25:53.294 --> 01:25:59.017]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:25:59.297 --> 01:26:03.079]  Go to HomeGain.com and see what I'm talking about.
[01:26:03.480 --> 01:26:09.803]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:26:10.203 --> 01:26:13.085]  This is a great way to be able to monitor the value of your home.
[01:26:13.525 --> 01:26:15.026]  And again, it's absolutely free.
[01:26:15.606 --> 01:26:17.247]  There are tons of tools to help you.
[01:26:17.648 --> 01:26:21.130]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:26:21.430 --> 01:26:27.995]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:26:28.235 --> 01:26:31.338]  For 10 years, these folks have been helping home sellers and buyers.
[01:26:31.798 --> 01:26:33.719]  Visit their link at InfoWars.com.
[01:26:34.139 --> 01:26:39.222]  Look for Max, the Orange Home Gang Gorilla, to help you with any real estate needs you might have.
[01:26:39.542 --> 01:26:40.563]  You'll love this site.
[01:26:40.783 --> 01:26:42.204]  It's HomeGang.com.
[01:26:42.624 --> 01:26:45.205]  H-O-M-E-G-A-I-N.com.
[01:26:45.525 --> 01:26:46.346]  Check them out today.
[01:26:52.249 --> 01:26:54.170]  Waging war on corruption.
[01:26:54.630 --> 01:26:57.432]  Alex Jones on the GCM Radio Network.
[01:27:05.399 --> 01:27:11.163]  All right, I'm going to attempt and probably succeed in this hour to at least take the full board of calls we've got.
[01:27:11.544 --> 01:27:15.226]  But I do want to get into the myth of overpopulation, explain what's happening.
[01:27:15.807 --> 01:27:20.470]  I then want to get into how race-based politics is being used to divide and conquer this society.
[01:27:20.510 --> 01:27:22.272]  I meant to cover this yesterday, didn't get to it.
[01:27:22.552 --> 01:27:26.375]  We will cover it in this hour of the broadcast today.
[01:27:27.708 --> 01:27:28.809]  Some of the other news coming up.
[01:27:28.929 --> 01:27:32.490]  Senator Lieberman says deny citizenship to suspected terrorists.
[01:27:32.750 --> 01:27:38.773]  It's a Kurt Nemo story that links in to the New York Times at GCNlive.com.
[01:27:39.113 --> 01:27:40.774]  That's GCNlive.com if you want to read this.
[01:27:41.074 --> 01:27:44.876]  Senator Lieberman denies citizenship to suspected terrorists.
[01:27:46.057 --> 01:27:47.317]  Well, that means the American people.
[01:27:47.658 --> 01:27:56.702]  That's like... Well, I'll cover it after I take some calls, but that's like Rahm Emanuel saying, if we think maybe you could possibly be a terrorist, that's a quote,
[01:27:57.654 --> 01:28:02.657]  If we think possibly, maybe you could be possibly a terrorist, then you'll be denied the right to own guns.
[01:28:02.837 --> 01:28:03.678]  No judge, no jury.
[01:28:04.078 --> 01:28:05.059]  No fly, no buy.
[01:28:05.119 --> 01:28:06.419]  You're on a no-fly list, no buy.
[01:28:06.860 --> 01:28:12.183]  I mean, they're really getting rid of our system of law and checks and balances in this country, and it's just incredible.
[01:28:12.903 --> 01:28:14.585]  Let's go to Matt in Maryland.
[01:28:14.625 --> 01:28:15.365]  Matt, you're on the air.
[01:28:15.405 --> 01:28:15.745]  Go ahead.
[01:28:15.765 --> 01:28:17.126]  How you doing, Alex?
[01:28:17.446 --> 01:28:18.287]  I'm all right, my friend.
[01:28:18.307 --> 01:28:19.968]  It's good talking to you.
[01:28:20.008 --> 01:28:23.250]  Hey, I just want to let you know your work is just astounding.
[01:28:24.560 --> 01:28:28.423]  And everything you're doing seems to be working as far as my office is concerned.
[01:28:28.463 --> 01:28:35.229]  We've woken three people up, well, awakened, I should say, three people up at work just this week alone.
[01:28:35.389 --> 01:28:36.010]  Great job.
[01:28:36.950 --> 01:28:39.072]  And it's working, it's paying off, you know.
[01:28:39.793 --> 01:28:46.018]  I've actually got one of them convinced, you know, that, hey, this is the truth, this is the way it's working, and it's unfortunate.
[01:28:46.058 --> 01:28:47.419]  But I mean, listen, listen.
[01:28:47.639 --> 01:28:51.923]  Fifteen years ago when I got on air and others were talking, it wasn't all out in the open.
[01:28:52.043 --> 01:28:53.164]  It's out in the open now.
[01:28:54.807 --> 01:28:55.207]  Certainly.
[01:28:56.107 --> 01:29:04.630]  And with Barry Satoro, our wonderful friend, our leader, that's a name that a lot of people at the office just had no clue about.
[01:29:05.450 --> 01:29:08.951]  No perception that, hey, this is a giant lie.
[01:29:09.851 --> 01:29:14.472]  A giant lie that the name Barack Obama, do you even know what it means in Aramaic?
[01:29:15.833 --> 01:29:16.953]  Have you heard that, Alex?
[01:29:17.593 --> 01:29:18.453]  I've read it before.
[01:29:18.473 --> 01:29:19.414]  I'll refresh my memory.
[01:29:20.614 --> 01:29:24.535]  In Aramaic, Barak means from the height.
[01:29:25.874 --> 01:29:26.935]  Or lightning, I should say.
[01:29:26.975 --> 01:29:27.536]  I apologize.
[01:29:27.596 --> 01:29:28.176]  It's lightning.
[01:29:28.416 --> 01:29:28.797]  Zeus!
[01:29:30.038 --> 01:29:30.438]  Yes.
[01:29:30.778 --> 01:29:35.463]  Where Obama, in Aramaic, means from the heights.
[01:29:35.683 --> 01:29:44.751]  Now, if you read Isaiah, the direct reference to Satan is lightning from the heights.
[01:29:46.212 --> 01:29:55.944]  That's right, and that's why the runic in Germanic tribes, you know, lightning falling from the sky, you know, the twin lightning bolts.
[01:29:56.424 --> 01:29:57.445]  I'll have to look that up.
[01:29:57.465 --> 01:30:04.854]  I had remembered seeing that before, but that's just incredible that he would choose the fake name, lightning from the heights.
[01:30:06.055 --> 01:30:08.376]  But regardless, we know his real name is Barry Sotaro.
[01:30:08.676 --> 01:30:10.236]  I mean, that was being talked about two years ago.
[01:30:10.296 --> 01:30:11.037]  It's now admitted.
[01:30:11.357 --> 01:30:12.757]  And he was an Indonesian citizen.
[01:30:13.137 --> 01:30:13.657]  Game over.
[01:30:13.697 --> 01:30:17.758]  But now, his wife, in clip after clip, says we went back to his home country.
[01:30:18.058 --> 01:30:18.799]  He's Kenyan.
[01:30:19.099 --> 01:30:19.739]  We went back.
[01:30:19.779 --> 01:30:21.079]  And then he makes jokes about it.
[01:30:21.639 --> 01:30:25.040]  And says, yeah, my approval rating's low here, but not in the country of my birth.
[01:30:26.121 --> 01:30:27.021]  And everybody laughs.
[01:30:27.061 --> 01:30:29.322]  I mean, this is flaunting this.
[01:30:29.762 --> 01:30:31.222]  And again, it sets a precedent.
[01:30:31.602 --> 01:30:33.803]  First president to be UN Secretary.
[01:30:34.878 --> 01:30:41.779]  uh... of the security council first uh... yeah i mean it's just amazing what do we know about this guy
[01:30:43.188 --> 01:30:46.409]  But notice how the bigger the lie, as Hitler said, the more they'll buy it.
[01:30:46.749 --> 01:30:56.331]  Who would imagine that they would take somebody who was a foreigner, and somebody who was clearly with a fake name, and make him the president?
[01:30:56.411 --> 01:30:57.912]  It's just so big.
[01:30:58.432 --> 01:31:05.854]  And it may have something to do with it coming out later, and then they'll have to change the 22nd Amendment so Schwarzenegger can be president.
[01:31:05.874 --> 01:31:07.214]  There you go.
[01:31:07.434 --> 01:31:10.875]  And that's what I was thinking about earlier when you were discussing just that.
[01:31:11.604 --> 01:31:14.086]  Well, I was watching before you came on today.
[01:31:14.866 --> 01:31:17.288]  And then one more thing, and I don't mean to take up all your time.
[01:31:17.588 --> 01:31:19.430]  This terrorist attempt in New York.
[01:31:20.390 --> 01:31:21.611]  Yes.
[01:31:22.332 --> 01:31:26.335]  It's a little odd now that, you know, at first we couldn't find out who was responsible for this.
[01:31:26.775 --> 01:31:28.356]  That way they could just blame everybody.
[01:31:28.436 --> 01:31:29.637]  All the tea parties, yeah.
[01:31:30.197 --> 01:31:34.521]  And now, I guess, well, we've noticed that the truth movement seems to be gaining power.
[01:31:34.581 --> 01:31:39.104]  They seem to be doing a great job at opening people up, waking them up.
[01:31:40.044 --> 01:31:45.872]  Why don't we just blame it back on Al-Qaeda to validate the fact that it was all Al-Qaeda to begin with?
[01:31:46.912 --> 01:31:49.333]  Well, we know that they were clearly running a drill.
[01:31:49.493 --> 01:31:52.253]  Eyewitnesses and others, not just the cop, are saying this.
[01:31:52.653 --> 01:31:57.815]  We need to investigate this further, because they run drills to cover up the staged terror attack every time.
[01:31:57.875 --> 01:31:58.615]  We'll be right back.
[01:31:59.095 --> 01:32:01.375]  They helped to create a New World Order.
[01:32:01.395 --> 01:32:03.696]  We are part of a New World Order.
[01:32:03.796 --> 01:32:06.577]  A New World Order based upon collective action.
[01:32:06.997 --> 01:32:11.758]  Invisible Empire is a damning indictment of the globalists through their own words and documents.
[01:32:12.098 --> 01:32:16.299]  The New World Order really is a tool for addressing a new world of possibilities.
[01:32:16.619 --> 01:32:18.942]  It means all the world under their control.
[01:32:18.962 --> 01:32:21.485]  The United Nations would take over America.
[01:32:21.505 --> 01:32:24.408]  The Trilateral Commission would control the world.
[01:32:24.768 --> 01:32:32.357]  Invisible Empire chronicles how men of power and influence have worked in stealth for centuries to establish an oppressive world government.
[01:32:32.699 --> 01:32:37.944]  I believe, first of all, that we now need nothing short of a world constitution for the global financial system.
[01:32:38.084 --> 01:32:40.366]  Global governance with the establishment of the G20.
[01:32:40.406 --> 01:32:44.369]  So it's going to be an inner ruling elite and then everyone else.
[01:32:44.630 --> 01:32:45.550]  And I got news for you.
[01:32:45.691 --> 01:32:47.012]  You're everyone else.
[01:32:47.032 --> 01:32:48.053]  Invisible Empire.
[01:32:48.533 --> 01:32:56.320]  Secure your copy today at InfoWars.com or PrisonPlanet.com or watch it online in the highest quality at PrisonPlanet.tv.
[01:32:59.022 --> 01:33:00.283]  Hi, this is Alex Jones.
[01:33:00.323 --> 01:33:05.685]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:33:05.926 --> 01:33:10.548]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:33:10.928 --> 01:33:11.328]  It's true.
[01:33:11.408 --> 01:33:15.971]  Seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:33:16.511 --> 01:33:21.214]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:33:21.735 --> 01:33:23.656]  They call it a Survival Seed Bank.
[01:33:24.036 --> 01:33:28.659]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:33:28.839 --> 01:33:29.740]  And here's the best part.
[01:33:29.960 --> 01:33:32.742]  These seeds have not been genetically modified in any way.
[01:33:33.022 --> 01:33:36.344]  And you actually get enough seeds to plant a full acre crisis garden.
[01:33:36.665 --> 01:33:39.506]  So visit them today at SurvivalSeedBank.com.
[01:33:39.847 --> 01:33:41.728]  That's SurvivalSeedBank.com.
[01:33:42.068 --> 01:33:42.989]  Or give them a call at 877-327-0365.
[01:33:46.631 --> 01:33:48.392]  That's 877-327-0365.
[01:33:49.593 --> 01:33:55.376]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:33:55.696 --> 01:33:58.137]  This is Alex Jones for SurvivalSeedBank.com.
[01:33:59.458 --> 01:34:01.659]  Max, what did you do with the remote?
[01:34:02.360 --> 01:34:03.380]  Now what am I going to do?
[01:34:03.780 --> 01:34:05.541]  I guess I can go online to find a new one.
[01:34:05.942 --> 01:34:06.302]  Okay.
[01:34:06.822 --> 01:34:09.523]  Here's a site, ReplacementRemotes.com.
[01:34:09.624 --> 01:34:11.825]  Let us repair or replace any remote control.
