[00:00:00.069 --> 00:00:00.990]  Political talk.
[01:28:24.596 --> 01:28:29.937]  He's clearly a terrorist bomb in this country as we speak right now.
[01:28:29.977 --> 01:28:30.457]  Mr. Berg?
[01:28:31.812 --> 01:28:33.713]  Well, I can't disagree with you.
[01:28:33.753 --> 01:28:37.015]  I mean, listen, if he's not a phony, then what's he doing here?
[01:28:37.335 --> 01:28:38.356]  He's definitely a Muslim.
[01:28:38.716 --> 01:28:40.297]  He's apologized to the United States.
[01:28:40.337 --> 01:28:44.219]  He's out there bowing to the Saudi king, bowing to the Japanese emperor.
[01:28:44.539 --> 01:28:50.342]  You know, this is sending our country in the wrong direction at a time we've cleaned it up by a peaceful revolution.
[01:28:50.903 --> 01:28:51.883]  And you know what, Alex?
[01:28:52.264 --> 01:28:58.267]  You've helped me, with your passion for this, and you're a very intelligent man, you've helped me to connect the dots on this.
[01:28:58.683 --> 01:29:01.365]  So without taking any more time, I want to hear the other listeners.
[01:29:01.625 --> 01:29:02.806]  Thank you both so much.
[01:29:03.046 --> 01:29:03.386]  You bet.
[01:29:03.426 --> 01:29:03.766]  Thank you.
[01:29:03.806 --> 01:29:09.010]  I've got to let Phil Berg go because we have our other guest, Lindsey Williams, with breaking news coming up.
[01:29:09.070 --> 01:29:10.671]  In fact, I need to have his bio.
[01:29:10.691 --> 01:29:11.131]  Here it is.
[01:29:12.212 --> 01:29:16.034]  And I'm going to go ahead and play a clip from Fall of the Republic here about what we know.
[01:29:16.054 --> 01:29:16.835]  100% bona fide confirmed.
[01:29:19.176 --> 01:29:20.997]  President of the world, Barack Obama.
[01:29:21.277 --> 01:29:22.317]  You talk about treason.
[01:29:22.657 --> 01:29:23.378]  Here it is.
[01:29:24.018 --> 01:29:26.199]  And we know his real name is Barry Sotero.
[01:29:26.299 --> 01:29:29.700]  Obamacrimes.com is Phil Berg's excellent website.
[01:29:29.720 --> 01:29:31.301]  We appreciate his courage.
[01:29:31.721 --> 01:29:33.382]  And Phil, thank you for joining us today.
[01:29:33.742 --> 01:29:34.342]  My pleasure.
[01:29:34.402 --> 01:29:35.983]  I'll be glad to be back anytime you want me.
[01:29:36.465 --> 01:29:38.046]  God bless you.
[01:29:38.266 --> 01:29:38.667]  Thank you.
[01:29:39.147 --> 01:29:49.134]  I've just got to say, the one guy that disagreed with him, I put him to the head of the line when his call came in, and it wasn't about the birth certificate, or Indonesia, or Barry Sitaro, or any of it.
[01:29:49.834 --> 01:29:51.475]  It was about Israelis.
[01:29:51.615 --> 01:29:55.358]  Okay, Obama is full of Israelis in his cabinet.
[01:29:55.398 --> 01:29:56.098]  I mean, it's just craziness.
[01:30:01.124 --> 01:30:03.466]  There's so many issues we cover here on this show.
[01:30:04.147 --> 01:30:08.531]  Now, here is a clip from the two-hour, 25-minute film, Fall of the Republic.
[01:30:08.571 --> 01:30:11.053]  Get it on DVD at Infowars.com.
[01:30:11.073 --> 01:30:12.374]  The people are ready to be woken up.
[01:30:12.695 --> 01:30:14.857]  Order the DVD, make copies, get it out to people.
[01:30:15.077 --> 01:30:15.497]  Here it is.
[01:30:16.678 --> 01:30:23.204]  The finance heads of the 20 industrialized nations met again in late September of 2009 at the G20 Summit in Pittsburgh, Pennsylvania.
[01:30:28.050 --> 01:30:33.898]  At that meeting, ministers called for an end to the dollar as the world reserve currency.
[01:30:36.040 --> 01:30:41.648]  They also called for a strengthening of global governance and called for a new world order
[01:30:43.584 --> 01:30:58.803]  While the bankers were busy carving up the world at the G20 Summit, Barack Obama was in New York City at the United Nations because he's got a new job to chair the United Nations Security Council, the most powerful position in the world government body.
[01:30:59.363 --> 01:31:01.286]  President Obama does what no other U.S.
[01:31:01.346 --> 01:31:02.747]  president ever has.
[01:31:04.261 --> 01:31:06.363]  President Obama presided over the U.N.'
[01:31:06.343 --> 01:31:07.764]  's most powerful body.
[01:31:08.104 --> 01:31:11.187]  That would be the Security Council.
[01:31:12.008 --> 01:31:13.509]  6,191st meeting of the Security Council.
[01:31:13.569 --> 01:31:17.753]  For a couple of hours, you could say Mr. Obama was president of the world.
[01:31:18.033 --> 01:31:22.497]  It is the story of a world that understands that no difference or division is worth destroying.
[01:31:22.678 --> 01:31:28.062]  All that we have built in my own country, it has brought Democrats and Republican leaders together.
[01:31:28.883 --> 01:31:35.067]  Leaders like George Shultz, Bill Perry, Henry Kissinger, and Sam Nunn, who are with us here today.
[01:31:35.488 --> 01:31:40.151]  Barack Obama is the first president to hold two posts simultaneously.
[01:31:40.651 --> 01:31:41.792]  And there's a good reason for that.
[01:31:42.312 --> 01:31:42.932]  It's illegal.
[01:31:43.333 --> 01:31:46.455]  Article 1, Section 9 of the Constitution forbids
[01:31:46.855 --> 01:31:47.376]  Any U.S.
[01:31:47.416 --> 01:31:51.081]  President from serving any foreign government or institution.
[01:31:51.381 --> 01:31:55.707]  He swears an oath to protect and defend the Constitution of the United States.
[01:31:56.127 --> 01:32:02.075]  But now Barack Obama has sworn allegiance to the global government and the United Nations that he heads up.
[01:32:03.132 --> 01:32:04.913]  Let that sink in real good.
[01:32:05.594 --> 01:32:10.017]  Barack Obama now heads the United Nations Security Council.
[01:32:10.658 --> 01:32:13.440]  You cannot serve two masters, and Obama isn't.
[01:32:13.860 --> 01:32:18.283]  He's selling out the last vestiges of sovereignty that this country had.
[01:32:18.984 --> 01:32:23.127]  This, ladies and gentlemen, is the destruction of our nation, and it's also high treason.
[01:32:27.597 --> 01:32:30.258]  Obama's lies are obvious and out in the open.
[01:32:30.738 --> 01:32:32.138]  He hides in plain sight.
[01:32:32.518 --> 01:32:36.219]  And from the moment he took office, his lies have only increased.
[01:32:36.619 --> 01:32:46.321]  Despite the fact that his ratings have dramatically dropped since election day, from the mid-80s to the low 40s, a large portion of Americans still gullibly hang on his every word.
[01:32:47.662 --> 01:32:50.842]  It is bringing entertainment to thousands of people.
[01:32:51.083 --> 01:32:56.924]  Through its magic, we are able to enjoy a combination of the radio, motion pictures, and the stage,
[01:32:57.936 --> 01:32:59.659]  Right in the comfort of our own homes.
[01:33:00.822 --> 01:33:02.344]  Simply by pushing a button.
[01:33:03.920 --> 01:33:12.843]  All right, we are live, ladies and gentlemen, and for the balance of the radio broadcast, the next hour and 19 minutes, we are joined by Lindsey Williams.
[01:33:12.983 --> 01:33:15.123]  Now, Lindsey Williams was a pastor.
[01:33:15.804 --> 01:33:20.845]  He got to be part of the board meetings of three big oil companies.
[01:33:20.865 --> 01:33:26.427]  He wrote a book 20-plus years ago about how there was enough oil to run the whole country for hundreds of years in Alaska.
[01:33:26.787 --> 01:33:28.087]  That's now come out in Congress.
[01:33:28.127 --> 01:33:29.568]  Everything he said has been proven accurate.
[01:33:31.161 --> 01:33:35.083]  Bilderberg Group 2008 in Chantilly, Obama and Hillary were there.
[01:33:35.103 --> 01:33:38.105]  Had Secret Service drive by and aim machine guns at me.
[01:33:38.305 --> 01:33:39.065]  We have video of that.
[01:33:40.166 --> 01:33:42.027]  And later it was confirmed that they were at that meeting.
[01:33:43.307 --> 01:33:45.529]  They said there they were going to jack up oil prices.
[01:33:46.609 --> 01:33:47.990]  We just kind of moved on from there.
[01:33:49.170 --> 01:33:51.492]  From Jim Tucker and Daniel Esselin's sources inside.
[01:33:52.692 --> 01:33:57.535]  Separately, a former CEO of a top five oil company that Lindsey's been friends with,
[01:33:58.820 --> 01:34:13.610]  When Lindsey's video presentation on Google and YouTube was the number one video off and on for a year, tens of millions of views, they called him up and said, you're basically going to get killed if you don't shut up about how we've got plenty of oil.
[01:34:14.230 --> 01:34:15.911]  But he said, you can't tell people this.
[01:34:16.652 --> 01:34:18.873]  Oil's going to go up to $150 a barrel.
[01:34:18.913 --> 01:34:19.573]  And then it was about $65.
[01:34:19.694 --> 01:34:24.477]  It did in that next year, and then went down as the fellow said it would, now going back up.
[01:34:25.521 --> 01:34:26.402]  And so much more.
[01:34:26.442 --> 01:34:34.072]  And I, from years ago interviewing Lindsey and reading this book, I actually know who this executive is, but sources in the media, we don't talk about it.
[01:34:34.713 --> 01:34:39.519]  The point is, he's talked to the fella again, and we're gonna go over
[01:34:40.703 --> 01:34:44.385]  Thank you Alex for allowing me the privilege of being on your show today because yesterday, Wednesday, the 24th,
[01:35:05.459 --> 01:35:21.646]  Of this month of February, I was on the phone with the elitist, who over the years has given me so much information, and in the course of our conversation, I was so startled by what he told me that the elitist have in store for every American this year, 2010.
[01:35:23.006 --> 01:35:29.149]  I immediately called up Jerry, your producer, and I said, please, Alex's audience needs to know this.
[01:35:29.589 --> 01:35:30.449]  It's so important.
[01:35:30.830 --> 01:35:34.211]  So this is the first time... The very next day, you'd let me be on your show.
[01:35:34.511 --> 01:35:36.713]  So this is the first time this info is being revealed?
[01:35:37.574 --> 01:35:44.362]  Yes, this is the first show that I have given his conversation on yesterday, just yesterday with.
[01:35:44.422 --> 01:35:51.669]  I've been on nobody else's show since then, and this gentleman is making things so startling, I said I've got to tell people as fast as I can.
[01:35:52.030 --> 01:35:54.953]  Okay, let's break it down and then we'll go back through each point in detail.
[01:35:55.908 --> 01:36:00.970]  Okay, first of all, let me tell you, I'll give them to you, as you said, and break them down.
[01:36:01.050 --> 01:36:07.552]  First of all, he said, how much the dollar is going to change in value in the next 12 months, 2010?
[01:36:08.052 --> 01:36:12.653]  He said that 30 to 50 percent, and he elaborated it, went on.
[01:36:12.773 --> 01:36:17.235]  Second thing he talked about is Dubai City compared to Dubai World.
[01:36:17.695 --> 01:36:21.176]  Oh, he said, Chaplin, make a distinction between the two, because he said,
[01:36:21.636 --> 01:36:24.799]  Dubai World's default on $80 billion.
[01:36:25.199 --> 01:36:36.348]  He said it has literally, because they are the number one promoter of derivatives in the world today, it has caused the entire world banking system to be on the verge of collapse.
[01:36:36.388 --> 01:36:39.170]  Then, he went on to talk about gasoline prices.
[01:36:39.551 --> 01:36:43.974]  Crude oil, compared to where prices are going to go in relation to the dollar.
[01:36:44.334 --> 01:36:45.155]  I was amazed.
[01:36:45.355 --> 01:36:48.718]  He almost laughed at me on the phone when I asked one particular question.
[01:36:49.018 --> 01:36:50.960]  He talked about the elections in November.
[01:36:51.640 --> 01:36:52.380]  Oh my goodness.
[01:36:53.141 --> 01:36:54.581]  He was very emphatic about it.
[01:36:54.801 --> 01:37:04.985]  And Alex, I'm still standing here dumbfounded over what he said about Israel invading Hamas, and he knew it before it ever happened.
[01:37:05.005 --> 01:37:08.347]  I mean, these elitists plan everything.
[01:37:08.567 --> 01:37:14.169]  Then he went into Afghanistan, Pakistan, and Yemen, and had some very definite words about this.
[01:37:14.509 --> 01:37:19.271]  And Alex, before we take these one by one, please, let me say to your audience, folks,
[01:37:19.831 --> 01:37:22.553]  I lived with the elite of the world for three years time.
[01:37:22.994 --> 01:37:25.816]  I have kept in touch with them over the past 35 years.
[01:37:26.376 --> 01:37:30.360]  Every time they have told me something, it has happened exactly as they say it.
[01:37:30.760 --> 01:37:35.764]  Folks, I want you to believe everything that Alex Jones says on his programs.
[01:37:36.184 --> 01:37:36.984]  He is right.
[01:37:37.325 --> 01:37:41.346]  He's trying his best to tell you things that are difficult to believe sometimes.
[01:37:41.787 --> 01:37:42.447]  Believe it.
[01:37:42.867 --> 01:37:44.088]  He's telling you the truth.
[01:37:44.528 --> 01:37:49.870]  I know it from first-hand experience by living with these people and talking with them over these years.
[01:37:50.230 --> 01:37:59.494]  And folks, I just wish to goodness I could come in your home right now and sit down and tell you, believe every single word you're hearing on the Alex Jones Show every day.
[01:38:00.095 --> 01:38:01.035]  And listen.
[01:38:01.335 --> 01:38:02.115]  Listen every day.
[01:38:02.356 --> 01:38:03.196]  Don't miss a day.
[01:38:03.416 --> 01:38:05.397]  Because if you do, you're going to miss something important.
[01:38:05.797 --> 01:38:07.239]  Well, Lindsey, let's break this down.
[01:38:07.639 --> 01:38:08.480]  Let's break this down.
[01:38:08.520 --> 01:38:11.463]  We have Citibank and other banks saying they'll hold your money for seven days.
[01:38:11.743 --> 01:38:13.905]  They're openly talking about devaluing the currency.
[01:38:14.246 --> 01:38:17.869]  Fox News even has the report from the government saying they may have a run.
[01:38:18.350 --> 01:38:21.693]  That's up on PrisonPlanet.com today on the article Paul Watson wrote.
[01:38:22.474 --> 01:38:27.299]  We have the Feds announcing that they won't insure money markets, which is most people's savings.
[01:38:28.940 --> 01:38:34.543]  We see Greece falling, Spain on the verge of falling, Iceland being robbed by these people.
[01:38:35.063 --> 01:38:36.123]  We see them moving.
[01:38:36.844 --> 01:38:40.205]  We're starting to see commodities go up.
[01:38:40.345 --> 01:38:46.608]  And two weeks ago, the News of Australia reported a secret banker meeting with the 24 central bank heads.
[01:38:47.108 --> 01:38:51.712]  Discussing unified, concerted global currency devaluation.
[01:38:52.113 --> 01:39:01.862]  Is that, when you talk about banking and the dollar going down, specifically what did he say on point number one about a 30 to 50 percent devaluation in the next 12 months?
[01:39:02.501 --> 01:39:06.705]  Alex, what you have just said to your audience, every single bit of it is the truth.
[01:39:07.125 --> 01:39:09.767]  It all fits in with what this gentleman had to say to me.
[01:39:10.348 --> 01:39:28.323]  Keep in mind that these people think in a completely different world and realm than what the average American thinks, and we're going to have to think in the mentality of the elite, the thought patterns of the elite, and that's the reason I've written two books to try to explain their thought patterns now.
[01:39:28.723 --> 01:39:31.664]  Let me begin in a way that the average person can understand.
[01:39:31.885 --> 01:39:33.085]  Everybody wants to know the future.
[01:39:33.105 --> 01:39:33.885]  I don't care who they are.
[01:39:33.966 --> 01:39:35.966]  Even you and I, Alex, would like to know the future.
[01:39:36.327 --> 01:39:39.208]  And this is probably the only reason I keep in touch with these people.
[01:39:39.648 --> 01:39:40.749]  I don't like talking with them.
[01:39:41.189 --> 01:39:43.630]  Believe me, it's not pleasant.
[01:39:43.770 --> 01:39:45.691]  Did you call him or did he call you?
[01:39:46.652 --> 01:39:49.453]  I called him because I wanted to know what's going on in 2010.
[01:39:49.513 --> 01:39:51.614]  Now he's got to know you're talking to the public.
[01:39:52.668 --> 01:39:54.529]  Oh, he knows exactly why I was calling.
[01:39:54.609 --> 01:39:58.072]  First of all, I called to find out how he went through his operation.
[01:39:58.452 --> 01:40:00.934]  Keep in mind, this gentleman is 87 years of age.
[01:40:01.394 --> 01:40:02.295]  He is very feeble.
[01:40:02.315 --> 01:40:05.937]  Yeah, when he called you a year and a half ago, or two years ago, he almost died.
[01:40:07.168 --> 01:40:11.049]  Yes, and as a result, he said to me the other day, Alex, this is amazing.
[01:40:11.369 --> 01:40:14.530]  He said to me on the phone, he said, Chaplain Williams, I'm too old to care.
[01:40:14.870 --> 01:40:15.931]  Please tell them everything.
[01:40:15.951 --> 01:40:26.374]  I mean, Alex, can you imagine having the privilege of telling everything that the insiders of the elite have to... Okay, let me begin so that the average person can understand it.
[01:40:26.654 --> 01:40:27.814]  Let's go to the future.
[01:40:28.994 --> 01:40:39.437]  What you are hearing on Alex Jones Show, what you're hearing me say today, it didn't come from a fortune teller, a palm reader, it didn't come from the Zodiac, or the horoscope, or tea leaves.
[01:40:39.837 --> 01:40:48.579]  This came directly from an elitist himself, whom I talked with on the phone on yesterday, and these are the people who control the world.
[01:40:48.859 --> 01:40:51.580]  I'm going to begin with the necessities of life.
[01:40:53.280 --> 01:41:01.422]  I know we just left a plow into what's happening in the G7 and all that sort of thing, but let me go down to the simple part so that the average person can understand it.
[01:41:01.782 --> 01:41:02.402]  And here it is.
[01:41:02.462 --> 01:41:08.744]  Now, I know this sounds quite different because you've got to understand that the elite don't think like we think.
[01:41:10.124 --> 01:41:13.145]  There will be no shortage of food and water.
[01:41:13.505 --> 01:41:14.725]  Now, I've got to clarify this.
[01:41:15.325 --> 01:41:15.725]  Please.
[01:41:16.285 --> 01:41:18.566]  You will not be able to buy it.
[01:41:19.216 --> 01:41:24.724]  I mean, the methodology of the elite are so astounding.
[01:41:25.004 --> 01:41:29.310]  The grocery store shelves will be full in 2010, in 2011, 2012, but you're going to go hungry!
[01:41:34.156 --> 01:41:34.296]  Yeah.
[01:41:55.425 --> 01:41:56.605]  We're good to go.
[01:42:18.473 --> 01:42:24.799]  You see, there are some encouraging notes in this whole thing in talking with these people, even though there are many negative notes.
[01:42:25.059 --> 01:42:34.207]  He went on to say the reason that you'll go hungry is because you're going to lose 30 to 50 percent of the value of your currency in the next 12 months' time.
[01:42:34.527 --> 01:42:35.628]  It's already planned.
[01:42:35.648 --> 01:42:38.691]  They're going to do it by a number of methods, which he mentioned.
[01:42:38.951 --> 01:42:39.391]  Stay there.
[01:42:39.451 --> 01:42:40.312]  We've got to go to break.
[01:42:40.392 --> 01:42:42.694]  We're going to come back and go through point one.
[01:42:43.134 --> 01:42:46.617]  And there's five or six big key points that he brought up to you.
[01:42:46.957 --> 01:42:51.221]  People laughed at Lindsey when we had $60, $40 a barrel oil and went up to $150.
[01:42:51.261 --> 01:42:56.044]  Exactly as he said, this is directly from a former oil company CEO.
[01:42:57.105 --> 01:42:57.585]  We'll be right back.
[01:42:57.625 --> 01:42:59.206]  Great news for pure water lovers.
[01:42:59.347 --> 01:43:01.908]  The Big Berkey Water Filter is available once again.
[01:43:02.188 --> 01:43:05.510]  And stay tuned to hear about a valuable offer from Berkey Water Filters.
[01:43:05.751 --> 01:43:08.993]  Choosing the right water purification system can be a daunting task.
[01:43:09.173 --> 01:43:13.556]  That's why BigBerkeyWaterFilters.com shows you a cost and benefit comparison.
[01:43:13.656 --> 01:43:18.499]  The Berkey Water Filter is economical with a single set of filters that can last for 5 to 10 years.
[01:43:18.679 --> 01:43:22.682]  Berkey Water Filters are healthy and far superior to other filtration systems.
[01:43:22.882 --> 01:43:26.484]  They remove harmful pathogenic bacteria, cysts, parasites, and unhealthy
[01:43:26.544 --> 01:43:26.924]  I think so.
[01:43:44.464 --> 01:43:47.686]  And GCN listeners get 5% off all ceramic filter systems.
[01:43:47.746 --> 01:43:50.207]  Details at BigBerkeyWaterFilters.com or call 1-877-99-BERKEY.
[01:43:50.247 --> 01:43:50.867]  That's 1-877-99-BER-KEY.
[01:43:57.842 --> 01:43:59.083]  Hi, this is Alex Jones.
[01:43:59.143 --> 01:44:04.487]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:44:04.727 --> 01:44:09.350]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[01:44:09.730 --> 01:44:10.131]  It's true.
[01:44:10.211 --> 01:44:14.774]  Seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[01:44:15.314 --> 01:44:19.997]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:44:20.538 --> 01:44:22.459]  They call it a Survival Seed Bank.
[01:44:22.839 --> 01:44:27.462]  And it can produce an endless supply of nutrient-dense food for you and your family.
[01:44:27.642 --> 01:44:28.543]  And here's the best part.
[01:44:28.763 --> 01:44:31.545]  These seeds have not been genetically modified in any way.
[01:44:31.825 --> 01:44:35.147]  And you actually get enough seeds to plant a full acre crisis garden.
[01:44:35.468 --> 01:44:38.310]  So visit them today at survivalseedbank.com.
[01:44:38.650 --> 01:44:40.531]  That's survivalseedbank.com.
[01:44:40.871 --> 01:44:41.792]  Or give them a call at 877-327-0365.
[01:44:45.414 --> 01:44:49.137]  That's 877-327-0365.
[01:44:49.658 --> 01:44:54.181]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[01:44:54.481 --> 01:44:56.943]  This is Alex Jones for survivalseedbank.com.
[01:44:58.905 --> 01:45:02.067]  Hi, I'm Mark Craighead, founder of Crossbreed Holsters.
[01:45:02.267 --> 01:45:10.313]  I designed our top-selling holster, the SuperTuck Deluxe, to solve the problems of being poked, pinched, and gouged while carrying concealed.
[01:45:10.473 --> 01:45:13.916]  The SuperTuck Deluxe is the most comfortable, most concealable
[01:45:14.036 --> 01:45:28.344]  Hi, this is Ted Anderson.
[01:45:28.484 --> 01:45:32.887]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[01:45:33.067 --> 01:45:38.790]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[01:45:38.870 --> 01:45:42.192]  Gold has outperformed paper investments, yet no word about IRAs.
[01:45:42.512 --> 01:45:45.117]  If you would like to have gold for your retirement, call 800-686-2237.
[01:45:45.217 --> 01:45:50.145]  Don't get left behind by rising inflation and low returns.
[01:45:50.285 --> 01:45:50.585]  Call 800-686-2237.
[01:45:50.605 --> 01:45:51.928]  Secure your future and call 1-800-686-2237.
[01:46:05.163 --> 01:46:12.450]  Alright, going back to Pastor Lindsey Williams.
[01:46:13.530 --> 01:46:29.785]  He worked in the oil fields and was invited in to the board meetings with these top oil executives, and who wrote several best-selling books on the subject, is in contact with one key individual who's very close to death's doorstep, whistling past the cemetery.
[01:46:30.205 --> 01:46:37.933]  So he's just bragging about all the things they're doing, and it meshes very accurately with our sources inside Bilderberg Group.
[01:46:38.573 --> 01:46:41.617]  And what Lindsey's talked about has come true over and over again.
[01:46:41.677 --> 01:46:44.441]  Unfortunately, we wish this information was not accurate.
[01:46:44.701 --> 01:46:48.366]  Okay, you were going into the dollar losing 30 to 50 percent in the next 12 months.
[01:46:48.406 --> 01:46:48.767]  Continue.
[01:46:49.662 --> 01:47:06.513]  Alex, I must give God all the glory at this point and state that by the providence of God is the only reason I'm on your show today, and by the providence of God is the only reason that I, a little insignificant unknown missionary out in the bush of Alaska, was allowed to sit on the board meetings of the elite of the world for a three-year period.
[01:47:07.033 --> 01:47:09.975]  Therefore, what you hear today, it will happen.
[01:47:10.095 --> 01:47:13.297]  Folks out there in the listening audience, please believe me.
[01:47:13.637 --> 01:47:15.459]  At least as far as this elitist believes.
[01:47:15.539 --> 01:47:17.360]  I mean, I mean, things might, but go ahead.
[01:47:18.220 --> 01:47:18.981]  Start breaking it down.
[01:47:19.790 --> 01:47:21.911]  Yeah, let's break it down 30 to 50%.
[01:47:21.971 --> 01:47:26.013]  He said you're going to lose in the value of your currency in the next 12 months.
[01:47:26.033 --> 01:47:30.395]  That means that they literally are going to go into your bank account and withdraw.
[01:47:30.835 --> 01:47:36.778]  He said it'll be the bottom, the very least, that you're going to lose in 30% of the purchasing power of your currency.
[01:47:37.138 --> 01:47:43.501]  The Federal Reserve note, he said you probably will lose 50% and this is within 12 months.
[01:47:45.302 --> 01:47:46.223]  Ten people.
[01:47:46.483 --> 01:47:49.004]  I'm giving you what's going to happen this year.
[01:47:49.324 --> 01:47:54.267]  Back, as you remember, about four or five months ago, we talked about a two-year timeline that they have.
[01:47:54.567 --> 01:47:58.649]  I'm talking about today, 12-month period, you will lose probably 50%.
[01:47:59.450 --> 01:48:07.774]  That means they're going into your bank account, your savings account, your IRA, and by the methods that they have planned, they will literally withdraw 50%
[01:48:09.514 --> 01:48:11.496]  Of the purchasing power of your currency.
[01:48:11.856 --> 01:48:19.461]  Therefore, as I said a moment ago, there will be plenty of food and water on the grocery store shelves, but you will not be able to buy it.
[01:48:19.481 --> 01:48:20.842]  Okay, let's go to the next item.
[01:48:21.163 --> 01:48:21.723]  Crude oil.
[01:48:22.103 --> 01:48:29.109]  I know all of you want to know where the price of gasoline is going, but I've got to explain it the way he put it.
[01:48:29.969 --> 01:48:33.412]  And he talked about this in depth on yesterday on the phone, by the way.
[01:48:33.472 --> 01:48:34.973]  Please, listen, audience.
[01:48:35.613 --> 01:48:39.615]  On Wednesday, yesterday, the 24th, I was on the phone with this gentleman.
[01:48:40.016 --> 01:48:43.998]  He said, crude oil prices, as you remember, they went down from $147 to $50.
[01:48:44.338 --> 01:48:45.899]  They've come back up now.
[01:48:46.279 --> 01:48:54.684]  And I said to him on the phone, I almost called his name, I said to him on the phone, it's back up to about between $70 and $80 a barrel.
[01:48:55.644 --> 01:48:56.805]  I said, where is it going?
[01:48:57.492 --> 01:48:58.212]  These people have
[01:49:13.795 --> 01:49:14.456]  Let me stop you.
[01:49:14.476 --> 01:49:21.324]  It was in yesterday's news that crude oil is actually lower but we're paying $3 a gallon on average so that they're scamming us.
[01:49:21.364 --> 01:49:21.584]  Go ahead.
[01:49:32.659 --> 01:49:39.907]  Yeah, and the way he explained it is, he said, Chaplain, crude oil prices are still exactly where I told you they were going to go.
[01:49:39.927 --> 01:49:43.171]  He said, I told you they were going to $50 a barrel.
[01:49:43.651 --> 01:49:48.477]  He said, that's in relation to, folks, please try to think in terms of the elite here.
[01:49:48.897 --> 01:49:53.281]  He said that is in terms of the purchasing power of the dollar.
[01:49:53.541 --> 01:50:01.007]  At the time that I told you it was going to happen, he said six months ago the purchasing power of the dollar was $50 a barrel.
[01:50:01.067 --> 01:50:02.108]  That's what they were getting.
[01:50:02.468 --> 01:50:07.712]  But he said yet it takes Saudi Arabia $80 a barrel to maintain their infrastructure.
[01:50:08.033 --> 01:50:10.114]  He said they're losing money every day.
[01:50:10.134 --> 01:50:11.776]  And it's all, here's a prediction.
[01:50:12.276 --> 01:50:13.157]  Folks, watch it.
[01:50:13.497 --> 01:50:14.858]  You saw Dubai go down.
[01:50:14.998 --> 01:50:16.700]  It was over the Thanksgiving holidays.
[01:50:17.060 --> 01:50:22.664]  They said 80, let's see, $80 billion worth of securities.
[01:50:22.704 --> 01:50:23.925]  They said we can't pay on them.
[01:50:24.226 --> 01:50:25.086]  Here's the prediction.
[01:50:25.386 --> 01:50:33.993]  You are going to see one OPEC oil-producing country after the other default on their obligations to the World Bank.
[01:50:34.013 --> 01:50:34.273]  Stay there.
[01:50:34.293 --> 01:50:34.714]  Gotta break.
[01:50:34.814 --> 01:50:36.055]  Fourth hour coming up.
[01:50:36.075 --> 01:50:37.416]  70 seconds away.
[01:50:39.738 --> 01:50:40.859]  Thank you for listening to GCN.
[01:50:42.210 --> 01:50:46.094]  Be sure to visit GCNlive.com today.
[01:50:47.396 --> 01:50:48.397]  What's your home worth?
[01:50:48.557 --> 01:50:50.499]  How can you compare local real estate agents?
[01:50:50.679 --> 01:50:53.422]  And how do you get MLS listings for the entire country?
[01:50:53.722 --> 01:51:01.250]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[01:51:01.450 --> 01:51:04.874]  HomeGain.com will help you find a realtor to buy or sell a home.
[01:51:05.094 --> 01:51:07.215]  It's so easy and best of all, it's free.
[01:51:07.535 --> 01:51:15.578]  At HomeGain.com, you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[01:51:15.798 --> 01:51:21.380]  Go to HomeGain.com and get an instant home value estimate, view comparable homes, and check out street views.
[01:51:21.660 --> 01:51:31.304]  HomeGain.com has an A-plus rating with the Better Business Bureau and contains a wealth of information, like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[01:51:31.584 --> 01:51:34.647]  See the top 12 home improvements right now at HomeGain.com.
[01:51:34.727 --> 01:51:37.569]  That's H-O-M-E-G-A-I-N dot com.
[01:51:37.709 --> 01:51:45.856]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[01:51:50.220 --> 01:51:52.142]  Waging war on corruption.
[01:51:52.602 --> 01:51:55.345]  Alex Jones on the GCN Radio Network.
[01:52:02.384 --> 01:52:09.076]  All right, Lindsey Williams talking to this former top five oil company CEO executive.
[01:52:10.178 --> 01:52:12.923]  Given a staggeringly accurate information in the past.
[01:52:13.959 --> 01:52:14.980]  He is our guest.
[01:52:15.000 --> 01:52:20.024]  Your calls are coming up at the 20 after.
[01:52:20.044 --> 01:52:20.284]  1-800-259-9231.
[01:52:20.665 --> 01:52:21.966]  Specifically for Lindsey Williams.
[01:52:22.306 --> 01:52:27.550]  I've got some other news I'm going to be smattering into this hour on other subjects as well.
[01:52:28.051 --> 01:52:29.632]  French husbands may be tagged.
[01:52:29.692 --> 01:52:30.413]  BBC.
