[00:00:00.109 --> 00:00:01.090]  News is taking place.
[01:24:18.499 --> 01:24:22.540]  You can get more information at www.mysolarbackup.com.
[01:24:22.680 --> 01:24:24.260]  That's mysolarbackup.com.
[01:24:24.460 --> 01:24:26.561]  Remember, the government doesn't own the sun.
[01:24:26.721 --> 01:24:29.061]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:24:47.651 --> 01:24:49.872]  We need to raise taxes to pay the bankers.
[01:24:49.932 --> 01:24:52.634]  We need to get the 9-11 truthers.
[01:24:52.694 --> 01:24:53.935]  They may kill Obama.
[01:24:53.955 --> 01:24:55.937]  9-11 Truth is non-violent.
[01:24:55.957 --> 01:25:03.102]  9-11 Truth is the main group out there everywhere confronting Al Gore for lying about carbon dioxide.
[01:25:03.902 --> 01:25:06.825]  Every week I see a new confrontation of We Are Change or others.
[01:25:06.845 --> 01:25:09.446]  9-11 Truth started the tea parties.
[01:25:10.492 --> 01:25:11.292]  That's on record.
[01:25:11.512 --> 01:25:20.114]  They energized Ron Paul's campaign, they had the first Tea Parties, and Beck just came in and took it over and said it's now called the 9-12 movement, not the 9-11 truth movement.
[01:25:20.354 --> 01:25:21.554]  Do you see how sick that is?
[01:25:21.834 --> 01:25:24.355]  Remember that day after 9-11, how you felt.
[01:25:24.415 --> 01:25:29.916]  Yeah, you were ready to nuke countries, give up all your rights and freedoms, and blow out the budget for Empire.
[01:25:30.336 --> 01:25:36.597]  I mean, it's all completely transparent what Glenn Beck is doing.
[01:25:40.840 --> 01:25:45.163]  And he is even more slimy than Bill O'Reilly, and I've just had it with him.
[01:25:46.064 --> 01:26:00.554]  And so I woke up at 3.30 in the morning last night, really thinking about how I want to try to be more focused myself and realize the responsibility I have.
[01:26:01.154 --> 01:26:09.200]  I mean, if they've created Glenn Beck, who has literally tried to take on, he's like a wolf in Alex clothing,
[01:26:11.218 --> 01:26:14.780]  And he's distorting everything I'm doing and they're monitoring everything we're doing.
[01:26:16.402 --> 01:26:21.165]  And we've reached hundreds of millions of people with my films, hundreds of millions, free online.
[01:26:21.985 --> 01:26:29.690]  We are shaking these people up and of all the groups out there fighting the New World Order, we are the main global focal point worldwide and we're small.
[01:26:30.551 --> 01:26:31.752]  And believe me folks,
[01:26:32.731 --> 01:26:34.872]  A lot of you, I guess, will never be in this position.
[01:26:34.992 --> 01:26:38.915]  I mean, who else could be now to experience this?
[01:26:38.955 --> 01:26:42.037]  This is not, for me, I'm not a very worldly person.
[01:26:42.317 --> 01:26:45.899]  I mean, other than liking food and fast cars and, you know, women.
[01:26:46.959 --> 01:26:49.701]  My wife, I mean, I'm not a very fleshly person.
[01:26:50.542 --> 01:26:53.363]  I mean, I really am somebody who's always reflecting and thinking.
[01:26:53.403 --> 01:26:57.326]  And I get on air and I just get mad and frustrated because I don't want to be covering all this.
[01:26:58.206 --> 01:26:59.267]  And I know I'm right.
[01:26:59.487 --> 01:27:00.447]  I know my gut.
[01:27:00.807 --> 01:27:01.728]  But not just my gut.
[01:27:01.828 --> 01:27:03.408]  I know he's a dirty traitor.
[01:27:04.089 --> 01:27:05.049]  He makes me sick!
[01:27:06.310 --> 01:27:08.310]  We've got this operative leading our movement.
[01:27:11.472 --> 01:27:14.373]  He says 9-11 truth are going to kill the president.
[01:27:15.033 --> 01:27:15.694]  That's what he said.
[01:27:15.714 --> 01:27:18.735]  I think that's, again, that's like saying
[01:27:20.140 --> 01:27:26.543]  Marvin the Martians are going to land from Pluto and take can openers to all your kids' heads and eat their brains.
[01:27:26.663 --> 01:27:27.583]  It isn't true, folks.
[01:27:27.903 --> 01:27:31.365]  Marvin the Martian isn't going to land and eat children's brains.
[01:27:35.626 --> 01:27:38.307]  And 9-11 truth isn't in the White House.
[01:27:38.327 --> 01:27:39.548]  It isn't going to kill Obama.
[01:27:39.668 --> 01:27:47.431]  I mean, that's like saying a sea monster is going to come up from under the Golden Gate Bridge today and start eating people at the Presidio base.
[01:27:50.666 --> 01:27:52.206]  It's just not real.
[01:27:53.387 --> 01:27:55.167]  It has no basis in reality.
[01:27:55.628 --> 01:27:59.229]  And every time I tune in, folks, and I don't listen more than five minutes a day.
[01:27:59.789 --> 01:28:00.689]  It's a test I do.
[01:28:00.769 --> 01:28:01.909]  I just tune in to hear it.
[01:28:02.170 --> 01:28:03.330]  It's always pure evil.
[01:28:04.310 --> 01:28:06.791]  Wrapped up in the Patriot and Save the Republic.
[01:28:07.011 --> 01:28:08.211]  The Republic is falling.
[01:28:08.632 --> 01:28:09.932]  Left-right paradigm.
[01:28:10.292 --> 01:28:11.592]  Just everything I say.
[01:28:11.612 --> 01:28:18.855]  Wrapped up in a we-need-to-be-mindless like we were on 9-12.
[01:28:23.712 --> 01:28:26.435]  In fact, Jaren, I'm going to calls, but I'm just going to do this Beck thing now.
[01:28:27.116 --> 01:28:35.745]  Let's play that clip of Beck one more time, because again, I woke up at, I went to bed around midnight.
[01:28:35.765 --> 01:28:37.126]  I woke up three and a half hours later.
[01:28:38.106 --> 01:28:42.130]  And I couldn't go back to sleep, and I was just thinking, man, this is so serious.
[01:28:42.150 --> 01:28:43.171]  This is so real.
[01:28:43.651 --> 01:28:49.277]  The Austin police just covertly shut down a gun show illegally, and they're bragging about it on the news.
[01:28:49.317 --> 01:28:50.137]  They're proud of it.
[01:28:51.298 --> 01:28:55.222]  And I was thinking, my God, I need to spend more time with my kids, but I want to fight this.
[01:28:55.322 --> 01:28:58.085]  And I was like, why am I so uncomfortable?
[01:28:58.105 --> 01:28:59.106]  Why am I so uncomfortable?
[01:28:59.146 --> 01:29:01.908]  And I realized, well, that Republican won in Massachusetts.
[01:29:04.051 --> 01:29:12.417]  He authored, you know, one of the socialist bills that's the national model and promoted it in that state.
[01:29:13.898 --> 01:29:17.501]  And I thought Glenn Beck is calling for taxes to pay the banks.
[01:29:18.682 --> 01:29:22.565]  And I just knew that Barack Obama was going to stage a terror attack.
[01:29:24.546 --> 01:29:31.271]  And I decided to come on air today because I'm going back to the stillness of the night for hours until my kids got up at like 630.
[01:29:32.836 --> 01:29:35.698]  And ran out there and I was in the living room on the couch sitting there.
[01:29:39.781 --> 01:29:43.204]  And I was just really thinking deeply about why am I so upset?
[01:29:43.304 --> 01:29:44.565]  Why am I so concerned?
[01:29:45.325 --> 01:29:48.588]  And it was like, well, look at the cards the enemy's got.
[01:29:48.608 --> 01:29:49.869]  They're going to launch wars.
[01:29:50.329 --> 01:29:54.832]  They're going to stage terror attacks, probably even bigger than 9-11.
[01:30:00.046 --> 01:30:13.349]  They've got Northcom in place, and the big think tank experts that run the New World Order have got their battle plan figured out, and I thought, I've got to really figure out their battle plan, not just their general operations, where I know what direction they're going.
[01:30:13.469 --> 01:30:22.071]  I've got to specifically rack my brain and really get into the mind of the enemy, which I'm able to do.
[01:30:22.091 --> 01:30:25.852]  That's how I was able to tell you they're going to blow up the World Trade Center, blaming it on their asset, Bin Laden.
[01:30:27.096 --> 01:30:29.938]  That's how I was able to tell you they're going to launch a flu operation.
[01:30:29.978 --> 01:30:34.261]  I told you that in January, folks, last year, three months before it started in the news.
[01:30:36.522 --> 01:30:40.965]  And again, people think I'm a decent radio host or I'm a good speaker.
[01:30:43.151 --> 01:30:44.472]  Or they think I'm a good filmmaker.
[01:30:45.392 --> 01:30:53.897]  Those are all limited skills compared to what I'm able to cognitively, intellectually understand.
[01:30:54.417 --> 01:30:59.640]  And then it's so complex and big, I can't fully even articulate it.
[01:31:00.200 --> 01:31:04.522]  But you understand, it's just, it's so horrible.
[01:31:04.922 --> 01:31:09.885]  I mean, we've got a complete operative running the movement
[01:31:11.226 --> 01:31:12.367]  And that's what Obama was.
[01:31:12.387 --> 01:31:13.808]  You've got this movement against Bush.
[01:31:13.828 --> 01:31:15.289]  The country's on the edge of revolution.
[01:31:15.810 --> 01:31:19.213]  And so they put a black man in, like KRS-One says, and everybody's sitting back.
[01:31:20.514 --> 01:31:22.055]  And now they're waking up that he's a scam.
[01:31:22.756 --> 01:31:24.157]  Shall they bring in the Republicans?
[01:31:28.761 --> 01:31:31.503]  But the Republicans are also giving Obama left cover.
[01:31:33.444 --> 01:31:37.849]  So that he can expand wars and expand the Patriot Act and expand the signing statements.
[01:31:38.410 --> 01:31:51.246]  You notice the Republicans never criticize... I saw Krauthammer, the big neocon on C-SPAN last night, saying how great Obama was for expanding wars.
[01:31:51.286 --> 01:31:53.088]  That's what he had to do as Commander-in-Chief.
[01:32:00.483 --> 01:32:01.163]  I mean, look at it.
[01:32:01.283 --> 01:32:05.805]  Obama is continuing the secret arrest, the torture, the police state, all of it.
[01:32:08.227 --> 01:32:20.973]  I was watching a documentary on North Korea showing people who had escaped, showing where huge hooks were put to their bodies, showing where their fingers were cut off, watching their parents be executed, being worked to death.
[01:32:21.314 --> 01:32:27.357]  I'm going to play some of this and tell you we can go to YouTube and watch the whole thing coming up in the next hour.
[01:32:35.100 --> 01:32:41.907]  And I watched it, and I just thought about what big government does, and how they always do the same thing.
[01:32:41.947 --> 01:32:43.308]  This is a system of control.
[01:32:43.368 --> 01:32:46.992]  This is a system run by psychopaths, and they want to do that here.
[01:32:52.777 --> 01:32:56.461]  They give you false choices, so they're giving you Glenn Beck or Barack Obama.
[01:32:58.593 --> 01:33:07.061]  And both of them are so bad, the left's going to support Obama because Beck's so bad, and the right's going to support Beck because Obama's so bad.
[01:33:07.862 --> 01:33:08.943]  And it's elementary!
[01:33:09.123 --> 01:33:14.508]  I mean, it's elementary that he was for the banker bailout, Glenn Beck.
[01:33:15.068 --> 01:33:19.472]  He said, we need the Army to go against domestic enemies, Ron Paul supporters.
[01:33:19.512 --> 01:33:20.033]  Remember that?
[01:33:20.573 --> 01:33:23.897]  He said this last year, Ron Paul's a kook on his radio show.
[01:33:24.930 --> 01:33:26.811]  And most of us aren't even monitoring this.
[01:33:26.851 --> 01:33:28.712]  It must be hundreds of times worse.
[01:33:28.752 --> 01:33:47.561]  I mean, if I listen five minutes a day, just as a spot check, and it's always just petrifyingly evil, mixed in with all this good stuff... Again, I'm not here talking about another radio host or TV host.
[01:33:48.142 --> 01:33:49.582]  Because that's what I... I don't do that.
[01:33:50.203 --> 01:33:52.644]  I'm here because this guy's a political leader now.
[01:33:54.264 --> 01:33:57.467]  I mean, this guy is saying he is George Washington, baby.
[01:33:57.767 --> 01:33:58.868]  He's got his boots on.
[01:33:59.328 --> 01:34:01.731]  And he is as phony as a $3 bill.
[01:34:02.371 --> 01:34:03.152]  That's a problem.
[01:34:04.033 --> 01:34:07.756]  Now, a lot of people knew Benedict Arnold was a traitor and given the British plans.
[01:34:08.156 --> 01:34:10.158]  And that's why George Washington kept losing battles.
[01:34:10.178 --> 01:34:15.743]  But thank God that these are the times that try men's souls.
[01:34:15.843 --> 01:34:16.984]  Beck was reading that today.
[01:34:20.314 --> 01:34:22.295]  And George Washington read that to his troops.
[01:34:22.375 --> 01:34:25.636]  The whole time, Benedict Arnold was selling him out, selling him out, selling him out.
[01:34:26.036 --> 01:34:30.838]  The British, so that people wouldn't suspect Arnold, would let him win little battles with him.
[01:34:31.499 --> 01:34:33.660]  And then it came out he was a British agent the entire time.
[01:34:34.260 --> 01:34:36.161]  And I mean, I know this is Benedict Arnold.
[01:34:36.421 --> 01:34:37.141]  I'm in the camp.
[01:34:38.622 --> 01:34:40.742]  And I'm not stepping up saying, I'm George Washington.
[01:34:40.762 --> 01:34:46.725]  And I'm here trying to support people that are real, like Ron Paul or Napolitano, and, you know, the few that are actually good.
[01:34:48.105 --> 01:34:48.806]  And, you know,
[01:34:49.884 --> 01:34:52.185]  In ways, Napolitano's even stronger than Paul.
[01:34:53.845 --> 01:34:57.186]  So I'm not here being the grand inquisitor, you know, the patriot cop.
[01:34:57.966 --> 01:35:00.987]  I mean, I'm here in the camp and I'm going, that guy is an operative.
[01:35:01.007 --> 01:35:03.668]  Look, he just said, he's the army against the American people.
[01:35:03.928 --> 01:35:06.468]  He says 9-11 Truth is going to kill the president.
[01:35:07.769 --> 01:35:12.310]  When actually, he's the only czar they kicked out because he wasn't with 9-11 Truth.
[01:35:13.350 --> 01:35:16.651]  And Cass Sunstein says, arrest people.
[01:35:17.512 --> 01:35:18.153]  If they believe that.
[01:35:18.193 --> 01:35:21.315]  That's the real White House head of regulation.
[01:35:21.976 --> 01:35:23.417]  One of the most powerful czars there.
[01:35:24.571 --> 01:35:25.791]  I mean, it's a lie, folks.
[01:35:25.831 --> 01:35:28.832]  They're coming after 9-11 Truth because they're mad.
[01:35:29.193 --> 01:35:34.214]  They're mad that we exposed their favorite toy of blowing stuff up to scare you into submitting to them.
[01:35:34.534 --> 01:35:36.595]  And he wants to re-invoke 9-12.
[01:35:38.396 --> 01:35:39.196]  The day after.
[01:35:39.256 --> 01:35:39.816]  Your anger.
[01:35:40.116 --> 01:35:41.757]  He wants to re-invoke that lie.
[01:35:42.077 --> 01:35:43.137]  It is demonic!
[01:35:43.217 --> 01:35:44.418]  He is conjuring this!
[01:35:44.518 --> 01:35:46.779]  It is... He is a little devil, man.
[01:35:46.799 --> 01:35:50.920]  That guy is absolute Benedict Arnold and I am forced to declare war on Glenn Beck.
[01:35:52.327 --> 01:35:55.890]  I have tried to, you know, get messages to him, videos I've done.
[01:35:55.930 --> 01:35:57.312]  I've said, stop it, Beck.
[01:35:57.432 --> 01:35:58.793]  I want to believe you're a good guy.
[01:35:59.414 --> 01:36:00.535]  Please don't be a traitor.
[01:36:00.655 --> 01:36:01.956]  Please don't betray humanity.
[01:36:02.616 --> 01:36:04.458]  And that's when I'm not watching him.
[01:36:04.838 --> 01:36:06.180]  See, I don't watch him.
[01:36:06.740 --> 01:36:11.805]  Maybe once a week somebody would, you know, on Infowars or Prison Planet, God, look at this new Glenn Beck thing.
[01:36:13.035 --> 01:36:19.400]  And then I'd watch Good Things Beck's Done, and I'd be watching an episode going, oh, maybe he's all right.
[01:36:20.441 --> 01:36:25.245]  Gosh, my gut tells me he's really bad and he's screwed us all these times, but I want to believe he's all right.
[01:36:25.265 --> 01:36:28.127]  And then he'll say, we've got to hit the Arabs with weapons.
[01:36:28.147 --> 01:36:28.968]  They're going to attack us.
[01:36:28.988 --> 01:36:30.269]  Another 9-11 is about to happen.
[01:36:31.450 --> 01:36:34.933]  Again, always selling these illegal wars.
[01:36:38.459 --> 01:36:44.541]  Folks, if you want things to change, you've got to realize that Fox News... I mean, who gave money to Hillary Clinton?
[01:36:45.002 --> 01:36:45.682]  Rupert Murdoch.
[01:36:45.762 --> 01:36:49.704]  Who admits he funds the environmental movement and the Copenhagen tax?
[01:36:49.724 --> 01:36:50.904]  Rupert Murdoch funds that.
[01:36:51.384 --> 01:36:56.706]  Rupert Murdoch, all these guys are about managing conservatives, managing red-blooded Americans.
[01:36:57.066 --> 01:36:58.687]  How do you think we got into this position?
[01:36:58.707 --> 01:37:00.968]  Because they've got their operatives over the NRA.
[01:37:01.308 --> 01:37:02.089]  That's on record.
[01:37:02.369 --> 01:37:05.110]  They've got their operatives with Beck and others.
[01:37:05.830 --> 01:37:07.871]  But again, there is no doubt.
[01:37:08.905 --> 01:37:17.634]  That Beck is either going to self-destruct in front of everybody by design, he is going to continue to demonize and call for the arrest of 9-11 truthers.
[01:37:18.475 --> 01:37:19.997]  I mean, listen to this clip one more time.
[01:37:20.057 --> 01:37:22.720]  Again, folks, this is five minutes.
[01:37:22.840 --> 01:37:24.242]  I don't know what else was done on there.
[01:37:25.509 --> 01:37:27.931]  I mean, can you imagine what else?
[01:37:27.951 --> 01:37:31.793]  I mean, I'm doing spot checks every day and it's pure evil.
[01:37:32.154 --> 01:37:32.554]  Here it is.
[01:37:32.914 --> 01:37:40.079]  The most dangerous time in any regime, especially a radicalized regime, is when it is in collapse.
[01:37:43.182 --> 01:37:44.663]  Watch the Uber Left.
[01:37:45.463 --> 01:37:50.587]  Pray that Obama moves to the center.
[01:37:52.418 --> 01:37:58.541]  If he does, pray that the Secret Service care for that man.
[01:37:58.561 --> 01:38:02.302]  That that man is never left alone.
[01:38:02.843 --> 01:38:10.066]  He has invited 9-11 truthers into the White House and into his administration.
[01:38:11.166 --> 01:38:17.109]  If they believe that he's just another one of these guys, he is in danger.
[01:38:20.391 --> 01:38:21.131]  The Republic
[01:38:22.697 --> 01:38:23.117]  That's enough.
[01:38:23.137 --> 01:38:32.803]  That's good news to... Yeah, a guy that voted for the most socialist healthcare bill in the country is now the member of the Senate for Massachusetts.
[01:38:35.273 --> 01:38:37.274]  Yeah, we have a lot to celebrate about today.
[01:38:37.694 --> 01:38:38.715]  Yeah, we do, actually.
[01:38:38.775 --> 01:38:51.141]  The people are hitting the panic button, you know, the most liberal state in the union saying, we don't want this, we don't want this, we don't want this, but it was rigged because the guy they had was one of them.
[01:38:51.841 --> 01:38:53.682]  Oh, he gives the big Patriot speeches now.
[01:38:53.702 --> 01:38:55.463]  I think they've got articles here with his platform.
[01:38:55.763 --> 01:38:56.644]  Sounds like Glenn Beck.
[01:38:58.125 --> 01:38:58.965]  Sounds like Ron Paul.
[01:39:04.622 --> 01:39:05.522]  The voting record's there!
[01:39:08.764 --> 01:39:14.126]  So yes, it's a good sign the public's waking up, but it's not a good sign that, look, it's like shark teeth.
[01:39:14.146 --> 01:39:16.707]  You get rid of one group and another one rolls forward.
[01:39:17.948 --> 01:39:23.570]  So I'm going to tell Glenn Beck, right now, face-to-face, and I know his people are probably listening live right now, they'll certainly watch this.
[01:39:24.271 --> 01:39:25.751]  Glenn Beck, come on, man.
[01:39:26.592 --> 01:39:29.453]  I've already put it down in the historical record that you're a traitor.
[01:39:32.066 --> 01:39:34.267]  And a lot of people will listen today.
[01:39:34.287 --> 01:39:35.247]  A lot won't.
[01:39:35.787 --> 01:39:38.548]  But down the road, just like every other issue, I'm right.
[01:39:39.068 --> 01:39:40.749]  I don't have to look in a crystal ball.
[01:39:41.129 --> 01:39:42.089]  I know who you are.
[01:39:42.509 --> 01:39:51.612]  From a distance, I've been monitoring and watching and trying to figure out what you're doing since I first heard you on the radio ten years ago in Austin.
[01:39:51.812 --> 01:39:52.472]  Nine years ago.
[01:39:53.733 --> 01:39:54.853]  I've been watching you.
[01:39:56.195 --> 01:39:59.077]  And I heard what you were nine years ago.
[01:39:59.157 --> 01:40:00.198]  It was all entertainment.
[01:40:00.418 --> 01:40:02.099]  And I thought, well, this guy's a great radio host.
[01:40:02.119 --> 01:40:04.241]  This guy does a great War of the Worlds reenactment.
[01:40:05.281 --> 01:40:06.402]  This guy's a little hokey.
[01:40:07.403 --> 01:40:10.365]  You know, a little tinkerbellish.
[01:40:11.906 --> 01:40:12.646]  A little prissy.
[01:40:12.866 --> 01:40:14.427]  But I guess that's the crowd you run with.
[01:40:14.487 --> 01:40:17.730]  I mean, that's what runs America is a bunch of little prissy chicken necks.
[01:40:18.621 --> 01:40:20.802]  But, I mean, I didn't like you as a man.
[01:40:20.842 --> 01:40:22.584]  I don't think you're a man's man or anything.
[01:40:22.604 --> 01:40:30.348]  And I kind of got an icky feeling, but I admire your skill as the little thespian you are, prancing around on the stage like you like to do.
[01:40:30.368 --> 01:40:32.630]  He doesn't even want to do radio and TV.
[01:40:32.650 --> 01:40:35.852]  He loves to go into the theater and, you know, do all of this.
[01:40:36.712 --> 01:40:38.013]  And that's fine.
[01:40:38.173 --> 01:40:39.534]  I mean, who you are is who you are.
[01:40:39.594 --> 01:40:42.216]  But listen, we're not going to let you destroy the Republic.
[01:40:42.236 --> 01:40:45.018]  We're not going to let you, like Benedict Arnold, lead us down a rattle.
[01:40:46.072 --> 01:40:50.355]  And you better hope, like Benedict Arnold, you get to run to Europe or England, buddy.
[01:40:51.775 --> 01:40:57.879]  Because I may die tomorrow, or get set up tomorrow, or get sent to prison tomorrow by one of your goons.
[01:40:58.940 --> 01:41:01.281]  You know, as you put out the word that we want to kill the President.
[01:41:01.821 --> 01:41:03.823]  Just out of the blue, totally made up.
[01:41:04.659 --> 01:41:06.301]  But in the end, you're going to fall.
[01:41:07.002 --> 01:41:18.334]  And when you're old and you're dying of cancer or whatever it is, I want you to remember that I told you that in the public court of opinion, that we exposed you and I put a buoy on your butt.
[01:41:18.354 --> 01:41:19.776]  You know what a buoy is?
[01:41:20.156 --> 01:41:21.277]  They mark rocks.
[01:41:21.317 --> 01:41:22.218]  They mark danger.
[01:41:22.258 --> 01:41:24.040]  They mark treachery with a buoy.
[01:41:24.801 --> 01:41:27.984]  And I, henceforth, put a buoy on you, a marker.
[01:41:28.684 --> 01:41:31.867]  I mark you as a traitor, as Cain.
[01:41:32.367 --> 01:41:35.830]  I mark you as a slimeball who I look in his eyes.
[01:41:36.251 --> 01:41:38.973]  The sick thing is, you're enjoying lying to people.
[01:41:39.253 --> 01:41:43.617]  You enjoy, like a snake all day, talking about how you have trust with your audience.
[01:41:45.038 --> 01:41:52.845]  You're like Grimer Wormwood from Lord of the Rings or something, behind the king's throne, whispering death into our bones.
[01:41:54.025 --> 01:42:07.431]  And, again, you are not a general, you are not a patriot, you are somebody who's there to get our confidence, to sell us out, but you can't let your contempt and your hatred for patriots stay under bridal.
[01:42:08.391 --> 01:42:09.211]  You reveal yourself.
[01:42:09.231 --> 01:42:14.774]  It's like Sean Hannity saying, arrest all members of the militia.
[01:42:14.814 --> 01:42:16.314]  He just said, arrest anyone in the militia.
[01:42:16.394 --> 01:42:17.575]  Arrest them.
[01:42:17.595 --> 01:42:19.035]  Put microchips in all children.
[01:42:19.055 --> 01:42:20.036]  Those are actual video clips.
[01:42:22.117 --> 01:42:28.021]  I mean, you guys are a bunch of government operatives that hate conservatives and libertarians, and you just want to slit our throats.
[01:42:28.041 --> 01:42:29.722]  You want to get our confidence and slit our throats.
[01:42:30.103 --> 01:42:31.103]  I see you, boy!
[01:42:31.423 --> 01:42:31.924]  I see ya!
[01:42:38.191 --> 01:42:42.152]  Healthy Hearts Club presents Heart and Body Extract.
[01:42:42.732 --> 01:42:44.733]  Supports clean, clear arteries.
[01:42:45.153 --> 01:42:46.594]  Healthy blood pressure levels.
[01:42:47.054 --> 01:42:48.854]  Healthy circulation and blood flow.
[01:42:49.215 --> 01:42:50.795]  Regular heart rate and beat.
[01:42:51.395 --> 01:42:53.596]  What if you could avoid heart attacks?
[01:42:53.976 --> 01:42:56.777]  What if you could avoid emergency room visits?
[01:42:57.337 --> 01:42:59.338]  What if you could avoid surgery?
[01:42:59.858 --> 01:43:00.138]  How?
[01:43:00.458 --> 01:43:01.018]  With this.
[01:43:01.458 --> 01:43:03.959]  Heart and Body Extract.
[01:43:03.979 --> 01:43:04.479]  100% organic.
[01:43:04.780 --> 01:43:06.080]  No negative side effects.
[01:43:06.420 --> 01:43:08.442]  Guaranteed to work or your money back.
[01:43:08.823 --> 01:43:15.929]  Call now 866-295-5305 866-295-5305 or order online at heartandbody.com Take the high road to a long and healthy life 866-295-5305 or heartandbody.com
[01:43:36.463 --> 01:43:40.111]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:43:40.491 --> 01:43:43.497]  This is our last chance to not relive history.
[01:43:43.738 --> 01:43:45.161]  As we're finishing off this agenda...
[01:43:45.859 --> 01:43:48.520]  They'll be pulling the rug from underneath Americans at home.
[01:43:48.540 --> 01:43:54.782]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[01:43:54.922 --> 01:43:59.964]  I think it's incumbent upon all of us as American citizens to pay attention.
[01:43:59.984 --> 01:44:10.088]  For the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[01:44:10.208 --> 01:44:12.330]  Tim Geithner, Bernanke, they're arsonists!
[01:44:12.570 --> 01:44:13.892]  They're asking for more matches!
[01:44:14.152 --> 01:44:16.434]  And the Congress is saying, who do we make the check out to?
[01:44:16.614 --> 01:44:18.456]  Today, it seems like nobody does care.
[01:44:18.737 --> 01:44:23.501]  And right now in Washington, D.C., we have seen a fall of the Republic.
[01:44:23.882 --> 01:44:33.011]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[01:44:35.277 --> 01:44:39.442]  Americans have heard much about change in recent times and are now waking up to the truth.
[01:44:39.682 --> 01:44:42.665]  Well, here's a few facts about your food you may want to change.
[01:44:42.825 --> 01:44:51.935]  Did you know that nearly 100% of the food on store shelves comes from a few corporations and that most is genetically engineered, chemically sprayed, and transported great distances?
[01:44:52.355 --> 01:44:53.016]  We're good to go.
[01:45:07.329 --> 01:45:07.989]  We're good to go.
[01:45:37.563 --> 01:45:42.006]  Back live worldwide, ladies and gentlemen, the people are waking up across the planet.
[01:45:42.466 --> 01:45:44.427]  They will wake up to the fraud that is Glenn Beck.
[01:45:45.748 --> 01:45:51.591]  Remember a few years ago, Michael Reagan, the adopted son of Ronald Reagan, said, I will give you the bullets, I will give you the hand grenades.
[01:45:52.051 --> 01:45:52.372]  Murder.
[01:45:53.604 --> 01:45:55.966]  Mark Dice, murder 9-11 truthers.
[01:45:55.986 --> 01:45:57.187]  He said, I'm serious.
[01:45:57.767 --> 01:45:58.327]  Call me.
[01:45:58.468 --> 01:45:59.428]  I want them murdered.
[01:46:00.049 --> 01:46:01.630]  He said that on 300 radio stations.
[01:46:02.050 --> 01:46:02.731]  That's OK.
[01:46:02.911 --> 01:46:10.876]  See, they can call for killing us, but then we say, we question 9-11, and Glenn Beck says we want to kill Obama.
[01:46:10.977 --> 01:46:12.398]  I mean, just totally insane.
[01:46:13.410 --> 01:46:14.150]  But it's not insane.
[01:46:14.170 --> 01:46:18.972]  That's been a talking point for three years that we're violent and that we work for Al-Qaeda.
[01:46:19.132 --> 01:46:19.852]  Al-C-I-A-D-A.
[01:46:20.512 --> 01:46:22.033]  And so I think they're going to stage something.
[01:46:22.053 --> 01:46:35.258]  They've already tried with that case the New York Post ran where the woman comes out of the dark alleyway with a girl in a wheelchair and the man runs it in to Jeremy Talus and they charged him and he brought in the Secret Service and they said no, he didn't.
[01:46:35.698 --> 01:46:36.358]  They attacked him.
[01:46:37.901 --> 01:46:39.644]  And the New York Post had to print a retraction.
[01:46:39.664 --> 01:46:47.275]  I mean, folks, we walk down the street and people come out of dark alleyways with girls in wheelchairs ramming them into us, going, he attacked me, he attacked me.
[01:46:47.295 --> 01:46:49.018]  I mean, they're trying to set us up.
[01:46:49.078 --> 01:46:49.859]  We're in danger.
[01:46:49.899 --> 01:46:50.760]  We need your prayers.
[01:46:52.139 --> 01:46:55.440]  And, you know, Michael Savage says that Obama will stage terror attacks.
[01:46:56.000 --> 01:47:01.321]  I mean, does he deserve to go to prison, according to Cass Sunstein, at the White House?
[01:47:01.381 --> 01:47:03.021]  I mean, come on, folks, common sense!
[01:47:03.361 --> 01:47:05.881]  They've declassified, they stage a lot of these terror attacks.
[01:47:06.602 --> 01:47:17.083]  If they admit they've done it before, and they stand to get power out of it, and they're using the entire 9-11 attack for Homeland Security to set up against gun owners, conservatives, libertarians, and veterans.
[01:47:17.323 --> 01:47:20.384]  Remember Glenn Beck when he did a show on MIAC and the Homeland Security Report?
[01:47:21.044 --> 01:47:22.484]  He said, let me read these out to you.
[01:47:22.525 --> 01:47:23.785]  And he said, oh, that sounds reasonable.
[01:47:23.825 --> 01:47:24.525]  That sounds reasonable.
[01:47:24.745 --> 01:47:26.266]  Well, I can see what the government's saying.
[01:47:26.626 --> 01:47:28.186]  I mean, I sat there and saw that.
[01:47:28.546 --> 01:47:31.707]  I mean, it's just, he is, he is outrageous.
[01:47:32.828 --> 01:47:35.069]  Limbaugh and Savage came out and said it was horrible.
[01:47:35.789 --> 01:47:36.749]  Sounded like my show.
[01:47:36.869 --> 01:47:37.589]  I tuned into it.
[01:47:38.650 --> 01:47:39.190]  Not Beck.
[01:47:39.270 --> 01:47:43.891]  Man, I'm telling you, that guy is the real deal of tyranny.
