[00:00:00.349 --> 00:00:02.610]  ...media, government cover-ups.
[01:18:18.733 --> 01:18:20.474]  In fact, I've even done that myself on air.
[01:18:20.874 --> 01:18:29.778]  I mean, I love breath, I love life, my heart's beating good, and I drive safe, and I wear my seatbelt, and I don't use drugs.
[01:18:34.381 --> 01:18:36.322]  Yeah, our government is off the chain, man.
[01:18:36.882 --> 01:18:39.003]  We, the people, we've got to stand up to the attitude.
[01:18:39.063 --> 01:18:44.486]  It's time we come out of this robotic state, man, and start doing, you know, they've been
[01:18:45.583 --> 01:18:47.624]  Well take Rush Limbaugh.
[01:18:47.944 --> 01:18:51.807]  He was eating a hundred Oxycontins a day until it made him go deaf.
[01:18:51.867 --> 01:18:55.989]  That would, they did a calculation, would kill seven average-sized horses.
[01:18:56.009 --> 01:18:58.650]  He was that addicted, probably has a liver the size of a
[01:19:12.683 --> 01:19:13.823]  You know, of a couch.
[01:19:14.543 --> 01:19:20.284]  And he says if somebody gets caught with cocaine, they need 25 years in prison, first offense.
[01:19:20.525 --> 01:19:23.165]  But if he's taking synthetic heroin, that's okay.
[01:19:23.805 --> 01:19:24.365]  Exactly.
[01:19:24.465 --> 01:19:25.365]  It's a double standard.
[01:19:27.086 --> 01:19:32.127]  If you're not in, you know, one of the good old boys, you know, you go to prison.
[01:19:32.427 --> 01:19:37.008]  If you're a good old boy, you know, you get a TV show, a radio show like Oliver North.
[01:19:37.088 --> 01:19:38.588]  I mean, I didn't say that, did I?
[01:19:41.041 --> 01:19:42.163]  Ricky Ross, stay there.
[01:19:42.183 --> 01:19:44.687]  We're going to come back and continue with the government drug dealing.
[01:19:44.727 --> 01:19:49.454]  What you're doing currently, your website and a lot more, freewayenterprises.com.
[01:19:49.774 --> 01:19:50.515]  I'm Alex Jones.
[01:19:54.153 --> 01:19:55.734]  You may be new to freeze-dry foods.
[01:19:55.954 --> 01:19:57.535]  You may have storable food questions.
[01:19:57.775 --> 01:20:02.338]  You may want to buy your freeze-dried foods from a very reputable company and not go broke in the process.
[01:20:02.618 --> 01:20:04.219]  Welcome to the freeze-dry guy.
[01:20:04.399 --> 01:20:06.721]  Okay, actually we're more than just one guy.
[01:20:06.841 --> 01:20:09.643]  We're a California-based company that's been serving our U.S.
[01:20:09.683 --> 01:20:15.406]  military and other government agencies with the finest in freeze-dried storable foods and emergency rations since 1970.
[01:20:16.667 --> 01:20:19.028]  See all about us at freezedryguy.com.
[01:20:19.188 --> 01:20:25.230]  With Freeze Dry Guy freeze dried foods, you can and will be ready for just about any unexpected crisis.
[01:20:25.471 --> 01:20:32.413]  Freeze Dry Guy foods are delicious, require little preparation, and will taste just as fresh decades from now as they do today.
[01:20:32.553 --> 01:20:33.974]  Just add hot water and serve.
[01:20:34.174 --> 01:20:39.036]  Backpackers consistently rate us number one year after year as the best tasting and ease of preparation.
[01:20:39.096 --> 01:20:42.398]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:20:42.438 --> 01:20:44.499]  This is our last chance to not relive history.
[01:20:44.559 --> 01:20:45.860]  As we're finishing off this agenda,
[01:21:04.412 --> 01:21:07.075]  They'll be pulling the rug from underneath Americans at home.
[01:21:07.095 --> 01:21:13.321]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[01:21:13.481 --> 01:21:18.505]  I think it's incumbent upon all of us as American citizens to pay attention.
[01:21:18.525 --> 01:21:28.655]  Fall of the Republic identifies the enemies of our nation, the criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[01:21:28.775 --> 01:21:30.877]  Tim Geithner, Bernanke, they're arsonists!
[01:21:31.117 --> 01:21:32.438]  They're asking for more matches!
[01:21:32.698 --> 01:21:34.980]  And the Congress is saying, who do we make the check out to?
[01:21:35.160 --> 01:21:37.002]  Today, it seems like nobody does care.
[01:21:37.282 --> 01:21:42.106]  And right now in Washington, D.C., we have seen a fall of the Republic.
[01:21:42.446 --> 01:21:51.534]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[01:21:53.476 --> 01:22:03.219]  Originally, we the people have entrusted government to be the guardians of currency, to ensure purity, content, weights and measures of gold and silver coins citizens would use for commerce.
[01:22:03.500 --> 01:22:09.542]  This reinstalled confidence after the demise of the fiat continental system, wisdom being lost with time.
[01:22:09.942 --> 01:22:18.785]  The government we once entrusted to protect from counterfeit has colluded with private business, creating the largest fiat counterfeiting scheme our country ever experienced.
[01:22:19.165 --> 01:22:28.075]  This is not only a transfer of power to an institution that is not accountable to our elected government, but has also caused the dollar to lose more than 90 cents of its original value.
[01:22:28.356 --> 01:22:32.941]  Now foreign governments are trying to divest themselves from this once world reserve currency.
[01:22:33.381 --> 01:22:34.523]  Hi, this is Ted Anderson.
[01:22:34.763 --> 01:22:37.266]  I'm offering a book that explains how the system works.
[01:22:37.546 --> 01:22:39.028]  Call me today at 800-686-2237.
[01:22:39.229 --> 01:22:44.697]  I will give you a silver dollar free just for purchasing the book.
[01:22:45.038 --> 01:22:45.919]  Call today at 800-686-2237.
[01:22:45.939 --> 01:22:46.300]  Again, that's 800-686-2237.
[01:22:53.297 --> 01:22:53.637]  Hello.
[01:22:53.957 --> 01:22:58.359]  At OfTheField.com, we strive to empower you with wild food preparedness.
[01:22:58.720 --> 01:23:03.202]  We get lots of amazing positive feedback, most of which we feature on OfTheField.com.
[01:23:03.522 --> 01:23:08.304]  Here's a small sample of all that people like you have to say about the wild food experience.
[01:23:08.564 --> 01:23:13.228]  As a homesteader attempting to live sustainably, I was floored by the amount of information in this book.
[01:23:13.268 --> 01:23:17.392]  Dear Linda, I would be hard-pressed to express how much you have impacted my life.
[01:23:17.512 --> 01:23:21.635]  I'm amazed by the wealth of the author's knowledge and the depth of the coverage in this book.
[01:23:21.835 --> 01:23:26.279]  As we see more and more GMO foods on the shelves, this information is good to know.
[01:23:26.399 --> 01:23:28.261]  I am thankful to God for you, Linda.
[01:23:28.541 --> 01:23:30.522]  I can't say enough about this book.
[01:23:30.622 --> 01:23:32.442]  Blessings to you and your family.
[01:23:32.542 --> 01:23:38.024]  The greatest effect this book has had on me and my family is that we truly see Earth's bounty everywhere.
[01:23:38.244 --> 01:23:41.265]  Folks, thanks for letting us help you get back to basics.
[01:23:41.665 --> 01:23:45.066]  Read all of the testimonials at ofthefield.com.
[01:23:45.246 --> 01:23:49.267]  You can order online for you and your loved ones or call 1-888-51-EAT-FREE to share in the secret.
[01:23:56.673 --> 01:23:58.393]  Monday through Friday from 11 a.m.
[01:23:58.413 --> 01:23:59.054]  to 3 p.m.
[01:23:59.094 --> 01:23:59.494]  Central.
[01:23:59.554 --> 01:24:01.894]  We're here live back Sundays, 4 to 6 p.m.
[01:24:02.294 --> 01:24:05.055]  The websites are InfoWars.com and PrisonPlanet.com.
[01:24:05.095 --> 01:24:08.736]  Ricky Ross' website is FreewayEnterprise.com.
[01:24:09.196 --> 01:24:12.556]  We'll put that up on screen for PrisonPlanet.tv viewers and radio listeners.
[01:24:12.937 --> 01:24:15.337]  We have a link up on our website, PrisonPlanet.com.
[01:24:16.117 --> 01:24:19.098]  Ricky, going back though to Dark Alliance,
[01:24:19.998 --> 01:24:26.664]  The articles, the book, uh, Gary Webb, uh, I mean, all documented.
[01:24:27.265 --> 01:24:29.827]  And do you have any doubt that they murdered him?
[01:24:30.508 --> 01:24:31.849]  Man, not in my mind.
[01:24:31.869 --> 01:24:35.212]  I'm almost positive that they murdered Gary Webb.
[01:24:35.252 --> 01:24:37.414]  I mean, you know, he cut too much stuff out.
[01:24:37.434 --> 01:24:38.936]  He made them tell on themselves.
[01:24:39.476 --> 01:24:44.521]  You know, the evidence was so clear that, you know, even the CIA admitted that they knew
[01:24:45.089 --> 01:24:47.510]  That their operatives were selling drugs in this country, you know.
[01:24:47.810 --> 01:24:54.333]  Came in my situation and said, yeah, we knew that these guys were selling drugs, but we didn't sanction it.
[01:24:55.934 --> 01:25:07.559]  And that's when, you know, Congresswoman Waters came back and say, well, you know that it's your job to stop drug dealers from selling drugs in the country, and you turned the blind eye.
[01:25:09.210 --> 01:25:09.970]  I have no doubt.
[01:25:10.430 --> 01:25:16.412]  Let's get a little bit more into what happened in your trial, the type of stuff that you, your lawyer, and Gary Webb got to come out.
[01:25:17.673 --> 01:25:20.313]  Well, we found out this kind of information.
[01:25:20.353 --> 01:25:23.274]  We thought that that was enough to free me from prison.
[01:25:23.594 --> 01:25:38.779]  You know, that the CIA knew that they're operatives, because what we tried to do is we tried to use the government theory about entrapment against them, that if you're an operative, somebody that you're paying is selling drugs,
[01:25:39.477 --> 01:25:41.380]  Then, that's just like you selling drugs.
[01:25:42.061 --> 01:25:47.348]  You know, you're connected to this person from the page, so whatever he does, you're responsible for.
[01:25:47.949 --> 01:25:51.154]  And we tried to get him, from that angle, on my appeal.
[01:25:54.154 --> 01:25:55.014]  Oh, absolutely.
[01:25:55.074 --> 01:26:00.536]  I mean, clearly, and this wasn't even a sting or entrapment, they were using you to make the money.
[01:26:00.596 --> 01:26:01.596]  They were using you.
[01:26:01.917 --> 01:26:09.879]  That'd be like if a Mafia Don gives an order to a soldier to go do something, the Mafia Don's more guilty than the soldier.
[01:26:10.179 --> 01:26:12.780]  How do you send a soldier to prison and not the Don?
[01:26:13.320 --> 01:26:13.920]  Absolutely.
[01:26:13.960 --> 01:26:21.625]  And that's the scenario that we tried to use in our case and trial that, you know, me and Alan tried to put together.
[01:26:22.665 --> 01:26:26.047]  And we got all that information via Gary's investigation.
[01:26:26.067 --> 01:26:32.951]  You know, when Gary put together and turned in, we turned around and used those same documents in court, in the federal government.
[01:26:34.071 --> 01:26:36.753]  The Ninth Circuit Court of Appeals said, yeah, okay.
[01:26:36.933 --> 01:26:37.893]  They were selling drugs.
[01:26:37.933 --> 01:26:39.314]  The CIA was involved.
[01:26:40.000 --> 01:26:43.362]  But we're not going to excuse Ricky Ross from selling drugs, too.
[01:26:44.703 --> 01:26:57.050]  Now, a lot of evidence shows, a lot of evidence shows you've gone completely clean and that they set you up because they didn't want you running around out there because they knew Gary Webb had already been talking to you.
[01:26:57.770 --> 01:26:59.091]  Well, you know what I figured?
[01:26:59.211 --> 01:27:06.235]  And like you're saying, they felt that it would be better for me to be in prison talking about what had happened.
[01:27:06.395 --> 01:27:07.696]  It would lead to my credibility.
[01:27:08.089 --> 01:27:16.111]  You know, if you got a guy, he's from prison, and he's saying that the CIA is selling drugs, you know, or some wacko from prison, you know, saying all this stuff.
[01:27:16.851 --> 01:27:20.812]  But if a guy is on the streets saying it, you know, it gives him more credibility.
[01:27:20.852 --> 01:27:26.853]  So they felt that it would be much better to have me in prison than to have me out on the streets saying the same thing.
[01:27:28.153 --> 01:27:32.934]  Is the government putting pressure on you, or have you had any veiled or open threats to keep your mouth shut?
[01:27:33.809 --> 01:27:35.430]  No, not at this time I haven't.
[01:27:35.570 --> 01:27:39.091]  Nobody has contacted me at all about anything.
[01:27:39.331 --> 01:27:43.693]  But you know Alex, I really don't talk about it much anymore.
[01:27:44.634 --> 01:27:51.657]  I've just been trying to go on with my life and hopefully I don't wind up in the ocean or nothing like that there.
[01:27:52.421 --> 01:27:53.902]  Well, plus it's an open secret.
[01:27:53.922 --> 01:28:00.426]  They've had congressional hearings, documentaries, the cover of Esquire, CIA aircraft are always crashing full of drugs.
[01:28:00.706 --> 01:28:02.627]  I mean, I guess they just don't even care anymore.
[01:28:02.707 --> 01:28:05.949]  Okay, we bring the drugs in, your kids use it, and we put them in prison.
[01:28:06.370 --> 01:28:08.391]  Right, you're not going to, the people are not going to do anything.
[01:28:08.411 --> 01:28:11.933]  You know, they're under the feeling that, I mean, we do what we want to do.
[01:28:12.994 --> 01:28:18.057]  We lie about whatever we want to lie about, and the people keep on letting us stay in power, and people are collecting all the money.
[01:28:18.417 --> 01:28:18.877]  You know, and
[01:28:20.633 --> 01:28:38.860]  Uh, you know, I take my hat off to Gary, you know, for what he did, but I don't know many people that would put their life on the line like Gary did and knowing that nothing is going to change and our people are going to continuously allow our elected officials to continue to run a mockery of our country.
[01:28:39.360 --> 01:28:46.503]  And he had a new book coming out with even more damning evidence and now that book didn't get published because they shot him twice in the head with a shotgun.
[01:28:47.466 --> 01:28:48.867]  Well, you know, they took the other book.
[01:28:48.887 --> 01:28:50.728]  They didn't want to put the other book out.
[01:28:50.768 --> 01:28:52.489]  They wouldn't put any promotion behind it.
[01:28:53.269 --> 01:28:56.351]  You know, they fired him from the newspaper.
[01:28:56.371 --> 01:28:56.651]  Yes.
[01:28:57.111 --> 01:28:58.072]  I mean, from the newspaper.
[01:28:58.492 --> 01:29:01.134]  I mean, Gary was catching pretty hell from everywhere.
[01:29:01.174 --> 01:29:14.041]  You know, one of my friends, Jesse Cash from the LA Times, he come down and, you know, try to secretly do an interview with me that I felt was totally improper.
[01:29:14.641 --> 01:29:16.202]  You know, I didn't know what was going on.
[01:29:17.757 --> 01:29:20.778]  So, you know, all of them ganged up on him.
[01:29:20.898 --> 01:29:22.819]  And I thought that it was really unfair.
[01:29:23.259 --> 01:29:27.701]  I thought that they should go and do an investigation and try to prove that he was right.
[01:29:28.081 --> 01:29:29.842]  But that's the way he's been proven right.
[01:29:30.182 --> 01:29:31.803]  But that's why they killed him.
[01:29:31.823 --> 01:29:33.643]  He had another book coming out to prove all that.
[01:29:34.044 --> 01:29:36.445]  Good guys get torn down by COINTELPRO.
[01:29:36.785 --> 01:29:38.005]  And that's what they did to Gary Webb.
[01:29:38.045 --> 01:29:39.446]  And he wouldn't shut up, so they killed him.
[01:29:39.646 --> 01:29:41.427]  We'll be right back with Freeway Ricky Ross.
[01:29:41.447 --> 01:29:41.967]  Stay with us.
[01:29:44.228 --> 01:29:45.128]  We're on the march.
[01:29:45.628 --> 01:29:47.129]  The Empire's on the run.
[01:29:48.144 --> 01:29:50.926]  Alex Jones and the GCN Radio Network.
[01:29:54.788 --> 01:29:58.470]  Hundreds of nations have fallen to tyranny in the last century alone.
[01:29:58.810 --> 01:30:01.811]  This is our last chance to not relive history.
[01:30:02.052 --> 01:30:06.854]  As they're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[01:30:07.194 --> 01:30:13.118]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[01:30:13.138 --> 01:30:15.479]  I think it's incumbent upon all of us
[01:30:15.999 --> 01:30:16.299]  Tim Geithner?
[01:30:16.319 --> 01:30:16.740]  Bernanke?
[01:30:16.840 --> 01:30:17.460]  They're arsonists!
[01:30:17.500 --> 01:30:18.761]  They're asking for more matches!
[01:30:18.781 --> 01:30:21.023]  And the Congress is saying, who do we make the check out to?
[01:30:34.912 --> 01:30:38.857]  Today seems like nobody does care and right now in Washington D.C.
[01:30:39.298 --> 01:30:41.881]  we have seen a fall of the republic.
[01:30:42.202 --> 01:30:51.314]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[01:30:53.482 --> 01:30:58.686]  One major world crisis away from having a totalitarian type of system.
[01:30:58.806 --> 01:31:01.528]  The main event is the wholesale destruction of the world economy.
[01:31:01.569 --> 01:31:05.992]  The push for every nation on the globe to identify and number all of its citizens.
[01:31:06.893 --> 01:31:11.356]  Friends, I hope that you will order Shadow Government from ImpaulWars.com.
[01:31:11.376 --> 01:31:12.457]  We also have some specials.
[01:31:12.477 --> 01:31:17.041]  You can get some of our other films half price when you order Shadow Government, a new level
[01:31:17.381 --> 01:31:17.741]  I think so.
[01:31:37.105 --> 01:31:38.666]  Shadow Government, ladies and gentlemen.
[01:31:38.706 --> 01:31:40.827]  Get your copy at InfoWars.com today.
[01:31:41.327 --> 01:31:42.047]  Shadow Government.
[01:31:42.727 --> 01:31:44.128]  It gives Big Brother a black eye.
[01:31:44.948 --> 01:31:48.229]  Available at InfoWars.com or by calling toll-free 888-253-3139.
[01:31:53.956 --> 01:31:56.557]  Hello, this is Alex Jones with some important questions.
[01:31:56.977 --> 01:32:01.920]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[01:32:02.300 --> 01:32:04.041]  My answer would be all I can get.
[01:32:04.341 --> 01:32:09.163]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[01:32:09.343 --> 01:32:10.304]  How much do you want?
[01:32:10.524 --> 01:32:11.284]  When do you want it?
[01:32:11.644 --> 01:32:13.245]  Now or after the battle starts?
[01:32:13.545 --> 01:32:14.366]  When will you need it?
[01:32:14.606 --> 01:32:16.667]  Can you buy it without proper identification?
[01:32:16.807 --> 01:32:17.927]  Will there be any food?
[01:32:18.147 --> 01:32:19.468]  Will it make your children sick?
[01:32:19.668 --> 01:32:24.752]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[01:32:24.932 --> 01:32:28.134]  You wipe out all these problems if you have a good food supply.
[01:32:28.515 --> 01:32:32.017]  Food is your ammunition to fight for your freedom and your life.
[01:32:32.337 --> 01:32:33.338]  How much will you need?
[01:32:33.578 --> 01:32:34.179]  We don't know.
[01:32:34.479 --> 01:32:35.400]  How much do you want?
[01:32:35.580 --> 01:32:36.300]  All you can get.
[01:32:36.320 --> 01:32:37.201]  I'm Alex Jones.
[01:32:37.681 --> 01:32:38.322]  We're good to go.
[01:32:58.223 --> 01:33:05.270]  By the way, ladies and gentlemen, Kevin Booth's film that I'm in and consulted on, American Drug War, details the fraud of the drug war.
[01:33:05.330 --> 01:33:15.660]  He's got part two of it out that's a lot more hardcore, getting into government drug dealing, how the fake drug war works, how they want to ban and restrict vitamins like they're drugs now, even vitamin C and fish oil.
[01:33:16.701 --> 01:33:18.263]  It's all covered in How Weed Won the West.
[01:33:18.303 --> 01:33:20.086]  It starts shipping the 15th of this month.
[01:33:20.166 --> 01:33:21.107]  Pre-order it today.
[01:33:21.127 --> 01:33:25.352]  You can get American Drug War half price at InfoWars.com.
[01:33:25.472 --> 01:33:32.942]  FreewayEnterprise.com is the website of Freeway Ricky Ross, probably the biggest drug dealer in West Coast history.
[01:33:33.743 --> 01:33:38.126]  Who discovered that the CIA was why he was getting cocaine cheaper than anybody else.
[01:33:38.166 --> 01:33:47.914]  And they've got similar people all over today, just like Tony Montana says in Scarface, which is based on a composite of true stories, Oliver Stone wrote that, with real drug dealers.
[01:33:47.954 --> 01:33:51.296]  He's sitting there in his hot tub and he's going, they're the banks, they've got it all figured out.
[01:33:51.577 --> 01:33:54.379]  They've been here a thousand years, they'll be here in a thousand years.
[01:33:54.699 --> 01:33:55.680]  Fly Pelican!
[01:33:56.460 --> 01:34:10.548]  And, I mean, basically, basically that's what's going on, ladies and gentlemen, and they use people like Ricky Ross, a real-life Tony Montana, except he's not out murdering people, and set him up to get him out of the way.
[01:34:10.669 --> 01:34:24.677]  Now, Ricky, you know, I've thrown out a lot of questions, I have a lot of questions here from Twitter, but anything else you want to impart to this audience of a couple million people, what you think is important, what you're currently doing, before we get into some of the listener questions?
[01:34:25.626 --> 01:34:28.410]  I think that an ounce of prevention is better than a pound of cure.
[01:34:28.470 --> 01:34:34.679]  I think that we've got to get out here to our kids, we've got to start talking to them, and we've got to start listening to what they're saying.
[01:34:34.759 --> 01:34:37.483]  I've been visiting a lot of these kids, these schools in the ghettos.
[01:34:38.863 --> 01:34:42.824]  Man, it's amazing that these kids come up to me after I finish talking to them and say, you know what?
[01:34:42.864 --> 01:34:44.865]  Nobody never told me to think like this kid.
[01:34:45.265 --> 01:34:49.927]  You know, basically what I'm teaching them, Alex, is that you have to take something and put it in your hand and weigh it.
[01:34:50.287 --> 01:34:56.509]  You know, you just don't take everything at face value for what the TV says, what rappers say, or what your
[01:34:57.359 --> 01:34:57.619]  I'm good.
[01:35:12.603 --> 01:35:28.252]  On the drug war, all the statistics, all the studies, European countries that have done it, if we decriminalize drugs, on average, within a decade, drug use drops by more than half, crime implodes, look what happened with alcohol prohibition, alcohol kills 300,000 people a year.
[01:35:29.032 --> 01:35:31.934]  What is your stance on drug decriminalization?
[01:35:32.694 --> 01:35:35.736]  I totally agree with you that if you take the value out of drugs,
[01:35:36.391 --> 01:35:39.935]  Then it will no longer have the attraction that it has right now.
[01:35:39.995 --> 01:35:41.737]  Right now, drug dealing has an appeal.
[01:35:42.177 --> 01:35:45.040]  You know, Alex, right now they treat me like a rock star out here on the street.
[01:35:45.140 --> 01:35:49.405]  You know, when I go places, people will come up to me and hug me.
[01:35:49.425 --> 01:35:50.506]  They want to take pictures with me.
[01:35:50.526 --> 01:35:53.590]  I've probably taken 20, 30,000 pictures since I've been home.
[01:35:53.670 --> 01:35:56.653]  I go to USC football games, they want to take pictures.
[01:35:56.693 --> 01:35:58.575]  I go to the Lakers games, they want to take pictures.
[01:35:59.438 --> 01:36:00.720]  Uh, when I go to the schools.
[01:36:01.020 --> 01:36:03.844]  So, you know, it's something wrong with that way of thinking.
[01:36:03.864 --> 01:36:09.791]  You know, when you figure that I was the drug dealer, then why would anybody want to take pictures with a guy like this here?
[01:36:09.851 --> 01:36:12.975]  It's because of the decriminalization.
[01:36:13.315 --> 01:36:14.957]  It's the glamour that goes with it.
[01:36:14.977 --> 01:36:17.140]  You know, you beat the system, you're different.
[01:36:18.337 --> 01:36:20.038]  We have to take that kind of stuff out of it.
[01:36:20.358 --> 01:36:20.898]  Exactly.
[01:36:20.978 --> 01:36:24.079]  You take the $500 billion a year in the U.S.
[01:36:24.439 --> 01:36:33.541]  connected to illegal drugs out of it, and it will disappear overnight, and we can have real communities and not have these cancers in the community, and the system knows that.
[01:36:33.941 --> 01:36:39.103]  That's why they chose the black community to put the cocaine out in it, just like they say in The Godfather.
[01:36:39.463 --> 01:36:41.043]  You know, keep it in the colored area.
[01:36:41.303 --> 01:36:41.924]  They're animals.
[01:36:42.024 --> 01:36:43.204]  Let them lose their souls.
[01:36:44.125 --> 01:36:46.888]  And on top of that, Alex, look at the prison industry.
[01:36:47.268 --> 01:36:51.172]  They have these guys, they put these guys in at 19 years old and give them 20 years.
[01:36:51.593 --> 01:36:59.521]  Then these guys work 20 years, but then on top of that, they pay them 25 cents an hour, but then they charge the taxpayer $40,000 a year per guy.
[01:36:59.982 --> 01:37:01.103]  You know, take a guy like me.
[01:37:01.123 --> 01:37:04.066]  They gave me a life sentence for selling drugs.
[01:37:04.953 --> 01:37:06.814]  I was going to live another 50 years.
[01:37:06.854 --> 01:37:17.660]  So America, taxpayers, you Alex, we've been paying $40,000 a year to keep me in prison, plus my medical bills, and then you only feed me beans and rice.
[01:37:18.040 --> 01:37:19.260]  Where's all this money going?
[01:37:19.701 --> 01:37:22.562]  You know, you got me in a room the size of a closet.
[01:37:22.702 --> 01:37:24.383]  The sheets probably only cost a dollar.
[01:37:25.684 --> 01:37:27.004]  Where's all the money going, Alex?
[01:37:27.125 --> 01:37:29.786]  Who's getting grieved from this prison industry?
[01:37:30.285 --> 01:37:36.171]  Well, that's what's sick, Ricky, is I know you've studied this being in there for more than 20 years, but I've looked at it in depth.
[01:37:36.932 --> 01:37:45.261]  The major global private prison industries are all owned and run by the biggest money laundering, drug dealing banks.
[01:37:46.262 --> 01:37:47.303]  Huh.
[01:37:47.403 --> 01:37:48.104]  Ain't that crazy?
[01:37:48.124 --> 01:37:49.245]  Don't they all come together?
[01:37:49.285 --> 01:37:50.687]  And then the only people that can invest
[01:37:51.437 --> 01:37:53.978]  In that company, you have to be a part of the government.
[01:37:54.158 --> 01:37:56.239]  Judge, prosecutor, police officer.
[01:37:56.619 --> 01:37:58.160]  I mean, it's like one big family.
[01:37:58.400 --> 01:37:59.480]  Everybody's benefiting.
[01:37:59.520 --> 01:38:00.441]  Everybody's profiting.
[01:38:01.121 --> 01:38:03.162]  Well, that's how they legalize slavery again.
[01:38:03.582 --> 01:38:08.164]  They put addictive substances out that they know people are going to get addicted to.
[01:38:08.404 --> 01:38:11.826]  They promote it in the movies like it's cool and fun and glamorous.
[01:38:12.066 --> 01:38:17.268]  And when you use it, they lock you up in their private prison owned by the kingpin drug dealers.
[01:38:20.443 --> 01:38:22.303]  You know it better than I do, and I live there.
[01:38:23.684 --> 01:38:25.685]  That's exactly the way it works, Alex.
[01:38:26.025 --> 01:38:27.526]  I don't know how you did it from out here.
[01:38:27.546 --> 01:38:29.106]  You were one of the conscious ones.
[01:38:29.467 --> 01:38:37.310]  But that's what we need the rest of our country to wake up to and know, that, you know, we can take that money that we're pumping into their pockets and start using it to educate our kids.
[01:38:37.790 --> 01:38:44.473]  Alex, you know I go to those schools, and these schools don't have the basic books that our kids need to learn.
[01:38:47.779 --> 01:38:48.439]  That's incredible.
[01:38:48.519 --> 01:39:00.566]  Ricky, I want to bring Kevin Booth up, who has interviewed you and posted it on his Sacred Cow site, who's been working with you for the last five, six, seven years in prison, was also working with Gary Webb until he got murdered.
[01:39:00.586 --> 01:39:10.391]  I want to bring Kevin up with some of his questions or stories about working with you and how great it is to now have you as a force of truth out on the street.
[01:39:11.169 --> 01:39:13.671]  Kevin is another trailblazer like Gary, man.
[01:39:13.751 --> 01:39:14.572]  Kevin gets it in.
[01:39:14.592 --> 01:39:18.095]  Kevin comes out here and believe me, Alex, I worry about him sometimes.
[01:39:18.496 --> 01:39:20.417]  He's in South Central Los Angeles.
[01:39:21.038 --> 01:39:22.920]  Game Fest in South Central Los Angeles.
[01:39:22.960 --> 01:39:25.402]  Little Kevin, white boy, with a camera.
[01:39:26.743 --> 01:39:27.584]  Can you believe that?
[01:39:27.964 --> 01:39:30.166]  When I saw that, I was like, Kevin, are you out of your mind?
[01:39:32.789 --> 01:39:34.070]  I can hear Kevin right now.
[01:39:35.412 --> 01:39:37.013]  Kevin, you're on with Freeway Ricky Ross.
[01:39:37.033 --> 01:39:37.874]  Good to have you here with us.
[01:39:38.054 --> 01:39:38.715]  Hey, man.
[01:39:38.955 --> 01:39:44.900]  It practically brings a tear to my eye to hear Ricky free and talking to you and everything like that, so it's a really great day.
[01:39:45.401 --> 01:39:46.502]  Kevin, tell the story.
[01:39:47.743 --> 01:39:52.708]  You rode back with Freeway Ricky Ross on the Greyhound bus for, what, 20 hours?
[01:39:52.748 --> 01:39:53.588]  What was that like?
[01:39:53.609 --> 01:39:53.909]  20 hours?
[01:39:54.409 --> 01:39:55.750]  Try practically 48 hours.
[01:39:55.791 --> 01:39:56.892]  It was about 38 hours.
[01:39:59.370 --> 01:40:13.536]  Um, I think Ricky chose the bus ride because however long if he flew, he would have only gotten out for eight hours to go to the halfway house, so he chose the bus trip so he could at least have 36 hours of freedom to go to the halfway house.
[01:40:13.996 --> 01:40:23.440]  But I think the last time I came on your show, we were all talking about how Ricky had a release date and they weren't going to adhere by it in all the games that they played.
[01:40:23.780 --> 01:40:27.021]  And I heard Ricky mention Congresswoman Waters.
[01:40:27.081 --> 01:40:28.022]  I'd like to just say,
[01:40:28.607 --> 01:40:30.048]  What a great help she was.
[01:40:30.748 --> 01:40:32.749]  She really came to bat for Ricky there at the end.
[01:40:33.269 --> 01:40:33.949]  That's right, Ricky.
[01:40:33.969 --> 01:40:35.290]  They were going to keep you in the slammer.
[01:40:35.930 --> 01:40:41.952]  Yeah, they wasn't planning on letting me out, but you know, you guys stood up, and now I'm here, and you know what I'm saying?
[01:40:42.092 --> 01:40:43.853]  I hope you guys keep me up under your wing now.
[01:40:46.294 --> 01:40:51.076]  You know, this country, they hold grudges.
[01:40:53.077 --> 01:40:53.557]  Absolutely.
[01:40:53.577 --> 01:40:55.698]  You were trying to say something when we cut you off, Ricky.
[01:40:57.637 --> 01:41:00.621]  But before Kevin started talking, you were trying to say something to Kevin.
[01:41:00.641 --> 01:41:02.082]  Do you remember what that was?
[01:41:09.102 --> 01:41:10.783]  Oh, uh, what was I saying?
[01:41:11.124 --> 01:41:12.845]  Oh, good to start the show, Kev.
[01:41:12.945 --> 01:41:17.168]  I can't remember exactly what it was, but, you know, Kevin is a trailblazer, man.
