[00:00:00.089 --> 00:00:01.330]  GCN Radio Network.
[01:24:57.356 --> 01:24:59.957]  Well, they admit that Corexit is eating the boats.
[01:25:00.777 --> 01:25:01.478]  Exactly!
[01:25:02.698 --> 01:25:05.959]  Especially the ones that are made out of fiberglass.
[01:25:06.019 --> 01:25:07.080]  It's eating right through them.
[01:25:08.020 --> 01:25:09.100]  It's eating right through them.
[01:25:09.140 --> 01:25:16.143]  But the thing is, you know, nobody, none of the main media is even covering this, but the whole idea of Corexit 9500
[01:25:17.782 --> 01:25:19.423]  It's to hide the oil.
[01:25:19.503 --> 01:25:24.846]  It's to push it down into the ocean so that nobody can see it.
[01:25:25.786 --> 01:25:27.908]  And so it can't be cleaned up.
[01:25:27.948 --> 01:25:29.428]  No, they should, exactly.
[01:25:29.969 --> 01:25:37.253]  It's diabolical what they're doing and they're using their own money to buy the Corexit from one of their own subsidiaries.
[01:25:37.633 --> 01:25:39.574]  So they're basically making money on the cleanup.
[01:25:40.715 --> 01:25:41.415]  Exactly.
[01:25:41.535 --> 01:25:43.116]  Nelco, which by the way,
[01:25:43.661 --> 01:25:45.263]  I can't remember this guy's name.
[01:25:45.323 --> 01:25:47.906]  I think it's Finkstein or something like that.
[01:25:48.387 --> 01:25:53.813]  But he is also big buddies with Geithner and Summers.
[01:25:54.853 --> 01:25:57.194]  You know, I mean, this is all a scam.
[01:25:57.234 --> 01:26:06.036]  We're being poisoned and people are... I don't know... Well, somebody ought to tell those workers there's no amount of money worth dying.
[01:26:06.716 --> 01:26:12.618]  And to be down there cleaning up the oil that's coming in mixed with this Corexit is insane.
[01:26:13.378 --> 01:26:16.559]  And they should stop using it and they should give them respirators.
[01:26:16.899 --> 01:26:18.320]  But what's been happening for two months?
[01:26:18.340 --> 01:26:22.481]  They won't let them wear respirators because then they'd have to admit that it's toxic fumes.
[01:26:23.081 --> 01:26:27.625]  So just like on 9-11, they told the firefighters and people, don't wear masks, you don't need it.
[01:26:28.346 --> 01:26:40.876]  So out of sight, out of mind, they just wave a magic wand and say, asbestos is good for you, pulverized glass and concrete and mercury is good, and these deadly dispersants, it's not the only one being used, it's good for you.
[01:26:41.356 --> 01:26:46.321]  And there's no problem, and Obama has said repeatedly, there's no health problems, and everything's good.
[01:26:46.341 --> 01:26:47.762]  I appreciate your call, Walt.
[01:26:48.022 --> 01:26:49.924]  On the other end of that, I've seen maps.
[01:26:51.007 --> 01:27:03.511]  The people have been sending me in the last month that show the United States with a black line drawn from northern Mexico all the way up to Maine, and it's saying, you better evacuate.
[01:27:05.312 --> 01:27:10.914]  And when the hurricanes come, the oil probably will get blown into shore, and there may need to be some evacuations a few miles in.
[01:27:10.974 --> 01:27:12.554]  I can't see the oil going further than that.
[01:27:12.854 --> 01:27:13.995]  There will be some fumes.
[01:27:15.151 --> 01:27:22.717]  Just to draw an arbitrary line when weather systems are going to take that stuff all over the place, and it's going to disperse it, and Lord knows it's not going to be good for anybody.
[01:27:23.518 --> 01:27:26.320]  But there's already so much poison in the food and water and everything else.
[01:27:26.661 --> 01:27:28.562]  They already, you know, test all these nuclear weapons.
[01:27:28.602 --> 01:27:32.125]  They already use DU that circles the globe in the jet stream.
[01:27:32.145 --> 01:27:35.148]  I mean, that's why all these fake environmentalists, they say,
[01:27:36.889 --> 01:27:43.635]  Cut all of our carbon output, but move it to China with no controls, then that increases the carbon, if carbon dioxide is so deadly.
[01:27:43.655 --> 01:27:44.455]  But they know it's not.
[01:27:44.776 --> 01:27:48.038]  They use that as a red herring to not worry about real environmental issues.
[01:27:48.078 --> 01:27:49.219]  That's coming up in the next segment.
[01:27:49.760 --> 01:27:51.001]  But let's jam in another call here.
[01:27:51.061 --> 01:27:52.022]  Robert in Montana.
[01:27:52.042 --> 01:27:52.802]  You got about two minutes.
[01:27:52.842 --> 01:27:53.323]  Go ahead, sir.
[01:27:54.904 --> 01:27:56.325]  Hey Alex, thanks for having me on.
[01:27:56.645 --> 01:27:57.186]  Thanks for calling.
[01:27:58.618 --> 01:28:09.568]  Hey, uh, first of all, I just, I know you don't like to be thanked that much, but I just have to say thanks to, for you to help shave my sheep's wool with your clippers of truth, I call it.
[01:28:09.868 --> 01:28:10.729]  Well, I appreciate that.
[01:28:10.749 --> 01:28:14.312]  It's not that I don't like being thanked, it's just everybody does it and then the whole show turns into that.
[01:28:15.353 --> 01:28:21.178]  Yeah, well, okay, but quickly, I have a, a militia demonization alert for you.
[01:28:21.819 --> 01:28:24.762]  Um, uh, you know, I don't watch TV a whole lot anymore, but I, I,
[01:28:26.045 --> 01:28:28.908]  I do watch the show Leverage on TNT.
[01:28:28.948 --> 01:28:29.569]  I've been watching.
[01:28:30.390 --> 01:28:35.935]  I noticed the commercial for next Sunday's episode is all about militias.
[01:28:36.776 --> 01:28:42.021]  I haven't seen the episode yet, but the commercial really makes it look like the militias are some hillbillies.
[01:28:44.167 --> 01:28:47.308]  And they're really violent people and stuff like that.
[01:28:47.348 --> 01:28:53.810]  They had a militia movie where it was basically a talk show host who acted just like me, who was the bad guy and who was a terrorist.
[01:28:54.210 --> 01:28:55.791]  And that's just all over the culture.
[01:28:55.811 --> 01:29:02.213]  Yes, they're telling you homeschooling bad, owning guns bad, being a patriot bad, being in a militia bad.
[01:29:02.233 --> 01:29:04.554]  I mean, it's admittedly paid for by the government.
[01:29:05.855 --> 01:29:06.075]  Yeah.
[01:29:06.755 --> 01:29:09.216]  And one other quick thing, Alex.
[01:29:09.356 --> 01:29:12.897]  I just want to let people know that free screening
[01:29:14.150 --> 01:29:15.531]  I haven't decided which movie yet.
[01:29:15.611 --> 01:29:24.256]  I bought one of those inflatable theater screens and I have about 10 acres of land at a tap and I'm gonna do a free drive-in movie night.
[01:29:24.696 --> 01:29:25.536]  Awesome!
[01:29:26.097 --> 01:29:33.681]  And I just wanted to know which movie would you recommend to maybe show first to really get people's attention to come back and watch some of the other ones?
[01:29:34.938 --> 01:29:37.920]  Eh, follow the Republic, Obama deception, Endgame.
[01:29:38.941 --> 01:29:43.224]  Those are probably the films I would show for a first-time person.
[01:29:43.924 --> 01:29:45.385]  And put a website up.
[01:29:45.465 --> 01:29:46.486]  Do it over and over again.
[01:29:46.506 --> 01:29:47.747]  You'll get bigger and bigger crowds.
[01:29:48.107 --> 01:29:50.689]  That's another great idea you just came up with here on air.
[01:29:50.729 --> 01:29:51.309]  God bless you.
[01:29:53.771 --> 01:29:54.672]  We're on the march.
[01:29:55.172 --> 01:29:56.753]  The Empire's on the run.
[01:29:57.694 --> 01:30:00.396]  Alex Jones and the GCN Radio Network.
[01:30:03.587 --> 01:30:06.108]  Thousands of Americans are facing evacuation.
[01:30:06.408 --> 01:30:11.390]  If you or any of your loved ones might need to evacuate, you must do it yourselves.
[01:30:11.710 --> 01:30:14.271]  Please don't procrastinate until they do it for you.
[01:30:14.511 --> 01:30:17.993]  Remember the terrible conditions of those that didn't get out for Katrina.
[01:30:18.173 --> 01:30:24.195]  Go right now to efoodsdirect.com slash Alex or call 800-409-5633 for information on the new evacuation pack.
[01:30:28.377 --> 01:30:33.482]  It contains two weeks of delicious easy-to-fix food along with the equipment to prepare it.
[01:30:33.803 --> 01:30:36.666]  It's packed in a rugged heavy-duty tote for transport.
[01:30:36.886 --> 01:30:41.130]  Evacuations are looming with the storms and the Gulf oil catastrophe.
[01:30:41.290 --> 01:30:46.315]  No matter where you live, wildfires, earthquakes, floods, and storms must be escaped.
[01:30:46.635 --> 01:30:50.159]  Don't be like a deer frozen in the headlights of oncoming disaster.
[01:30:50.460 --> 01:30:55.328]  At least prepare yourself with this two-week evacuation pack from efoodsdirect.com.
[01:30:55.529 --> 01:30:55.829]  Call 800-409-5633.
[01:30:55.889 --> 01:30:57.773]  On the web, efoodsdirect.com slash alex.
[01:31:07.098 --> 01:31:07.999]  Tyranny is here.
[01:31:08.360 --> 01:31:12.104]  The grim future foretold in 1984 has become reality.
[01:31:12.304 --> 01:31:14.507]  It really says that the state is God.
[01:31:14.527 --> 01:31:19.953]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[01:31:20.373 --> 01:31:26.656]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[01:31:27.036 --> 01:31:32.618]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[01:31:32.998 --> 01:31:36.680]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[01:31:37.200 --> 01:31:41.161]  Prepare to enter the secretive world of emergency dictatorship.
[01:31:41.501 --> 01:31:46.823]  Body scanners, sound cannons, citizen spies, stage terror and cameras on every street corner.
[01:31:47.443 --> 01:31:50.344]  It's only the beginning of the New World Order's hellish plan.
[01:31:50.985 --> 01:31:52.345]  The police state isn't coming.
[01:31:52.965 --> 01:31:53.405]  It's here.
[01:31:54.086 --> 01:32:00.888]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[01:32:04.656 --> 01:32:08.277]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:32:08.617 --> 01:32:16.739]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:32:17.479 --> 01:32:21.500]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:32:22.100 --> 01:32:32.922]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:32:33.542 --> 01:32:42.545]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:32:43.065 --> 01:32:48.127]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:32:48.487 --> 01:32:55.670]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:32:55.970 --> 01:32:58.731]  That's www.SilverLungs.com.
[01:33:09.747 --> 01:33:13.890]  Waging war on corruption.
[01:33:14.131 --> 01:33:19.515]  It's Alex Jones coming to you live from the front lines of the Infowar.
[01:33:22.398 --> 01:33:22.879]  Yeah.
[01:33:39.605 --> 01:33:43.347]  Okay, I'm going to go over a bunch of important news.
[01:33:43.447 --> 01:33:44.808]  First, I want to get into eugenics.
[01:33:45.449 --> 01:33:49.832]  Before I do that, I want to tell you about a great made-in-American clothing company.
[01:33:50.552 --> 01:33:52.153]  All made right here in the U.S.
[01:33:52.653 --> 01:33:56.356]  of A. The raw fabric, the manufacturing, everything.
[01:33:56.456 --> 01:33:58.938]  It's gussetclothing.com.
[01:33:59.398 --> 01:34:02.060]  G-U-S-S-E-T clothing dot com.
[01:34:02.660 --> 01:34:04.881]  Shorts, motorcycle jeans, regular jeans.
[01:34:05.822 --> 01:34:10.325]  They basically fit and look like Levi's, but last a lot longer and a lot better made right here in America.
[01:34:10.365 --> 01:34:11.726]  Levi's are now made in Mexico.
[01:34:12.967 --> 01:34:14.668]  GussetClothing.com.
[01:34:14.728 --> 01:34:15.608]  Extremely comfortable.
[01:34:16.009 --> 01:34:16.669]  Made in America.
[01:34:16.729 --> 01:34:19.011]  These jeans are designed to last.
[01:34:19.031 --> 01:34:19.971]  They're just awesome.
[01:34:21.012 --> 01:34:22.553]  And put your money where your mouth is.
[01:34:22.573 --> 01:34:23.734]  Support Made in America.
[01:34:23.794 --> 01:34:25.455]  They're made in Georgia and Tennessee.
[01:34:26.015 --> 01:34:28.317]  GussetClothing.com or 888-8GUSSET.
[01:34:28.337 --> 01:34:28.597]  888-8GUSSET.
[01:34:28.617 --> 01:34:29.237]  Check them out today.
[01:34:34.765 --> 01:34:40.726]  And expanding on that, we all need to be self-sufficient and not dependent on the system.
[01:34:41.987 --> 01:34:44.947]  And you need insurance you can eat, store safely for 10 plus years.
[01:34:45.488 --> 01:34:46.588]  Only the best ingredients.
[01:34:46.688 --> 01:34:47.628]  This is the real deal.
[01:34:48.528 --> 01:34:49.949]  30 years plus in business.
[01:34:49.989 --> 01:34:52.129]  They're patriots and have supported this movement for years.
[01:34:52.949 --> 01:34:54.390]  It's efoodsdirect.com.
[01:34:54.410 --> 01:34:56.110]  The letter efoodsdirect.com.
[01:34:56.170 --> 01:34:59.511]  Banners up on infowars.com and prisonplanet.com.
[01:34:59.971 --> 01:35:03.832]  And with all the craziness going on, ladies and gentlemen, you need to have firearms
[01:35:04.392 --> 01:35:07.835]  And it's horrible food, and you need to filter your water and stop eating GMO.
[01:35:08.415 --> 01:35:11.718]  eFoodsDirect.com or give them a call and get a free brochure or ask questions.
[01:35:11.738 --> 01:35:12.779]  800-409-5633 800-409-5633 eFoodsDirect.com
[01:35:19.184 --> 01:35:22.525]  And lastly, I want to tell you about Front Sight Firearms Training.
[01:35:22.545 --> 01:35:25.206]  The website is very simple and very easy to remember.
[01:35:25.226 --> 01:35:26.726]  It's like the front of your rifle.
[01:35:27.506 --> 01:35:28.767]  Frontsight.com.
[01:35:28.847 --> 01:35:29.227]  One word.
[01:35:29.307 --> 01:35:30.227]  Frontsight.com.
[01:35:30.767 --> 01:35:38.509]  You can attend five days of world-class gun training at the Front Sight Firearms Training Institute, secure a 30-state concealed weapons permit, all for pennies on the dollar.
[01:35:38.809 --> 01:35:40.570]  Plus, if you act fast, the Millionaire Patriot
[01:35:41.090 --> 01:35:44.653]  We'll offer you a free Springfield Armory XD pistol in the caliber of your choice.
[01:35:45.073 --> 01:35:46.674]  That's FrontSight.com.
[01:35:46.734 --> 01:35:48.776]  No drill instructor or tough guy attitude.
[01:35:48.816 --> 01:35:49.977]  It's outside Pahrump, Nevada.
[01:35:50.697 --> 01:35:52.118]  Got great places to stay there as well.
[01:35:52.199 --> 01:35:53.239]  FrontSight.com.
[01:35:53.259 --> 01:35:54.280]  It's one thing to own guns.
[01:35:54.300 --> 01:35:55.761]  It's another thing to know how to use them.
[01:35:55.821 --> 01:35:56.382]  FrontSight.com.
[01:35:58.905 --> 01:36:04.208]  And lastly, and very briefly, you know the system doesn't want you to see the Obama deception fall the Republic.
[01:36:04.468 --> 01:36:08.511]  That's why we've got them as low as $4 apiece right now at Infowars.com.
[01:36:09.111 --> 01:36:19.057]  You can get 10 copies for $4 apiece for $3.98 is what it comes to, or 4 copies for $19.95 and the small profit, which we put Citizen Rule books in with it, so there's not very much profit.
[01:36:19.377 --> 01:36:20.398]  Funds this whole operation.
[01:36:20.418 --> 01:36:21.698]  I want to thank all of you for your support.
[01:36:22.019 --> 01:36:23.960]  But get the film, make copies, get it out to everyone.
[01:36:24.420 --> 01:36:28.582]  I want to get into eugenics briefly here because in the last year I've been told by so many people to read the book The Road.
[01:36:28.722 --> 01:36:30.664]  I didn't know it was a Pulitzer Prize winning book.
[01:36:48.655 --> 01:36:58.143]  I didn't know that he'd written No Country for Old Men and All the Beautiful Horses and so many other powerful novels that I've seen turned into films.
[01:37:00.124 --> 01:37:03.988]  But No Country for Old Men is nothing compared to The Road.
[01:37:04.568 --> 01:37:05.649]  I've really thought about it.
[01:37:05.669 --> 01:37:11.594]  It's probably the most powerful film I've ever seen because it only tells us things we already know.
[01:37:13.356 --> 01:37:16.677]  But it does it in just a stunning way, and I bought the novel.
[01:37:16.697 --> 01:37:19.317]  I'm going to read it if I have time coming up this weekend.
[01:37:19.997 --> 01:37:21.338]  And no, they're not advertising here.
[01:37:21.378 --> 01:37:31.180]  I'm just saying the road with Viggo Mortensen, Robert Duvall, and others is, well, not even fear of the new world order really gives me nightmares.
[01:37:31.880 --> 01:37:35.260]  I have disquieting dreams, but this is giving me good nightmares, nightmares I need to have.
[01:37:36.141 --> 01:37:37.041]  Very disquieting.
[01:37:39.508 --> 01:37:43.349]  I've shot a special video yesterday that's going to go up at about 3 p.m.
[01:37:43.789 --> 01:37:47.850]  Central today at InfoWars.com and PrisonPlanet.com.
[01:37:48.450 --> 01:37:50.111]  It will have the road in the title.
[01:37:50.151 --> 01:37:51.931]  I haven't figured out the title yet.
[01:37:51.951 --> 01:37:55.272]  They're completing editing it and adding video clips and documents to it.
[01:37:56.512 --> 01:37:59.693]  But I think it'll explain why I've been talking about the road.
[01:38:01.153 --> 01:38:05.394]  But this morning I thought to myself, I better do some research on the road.
[01:38:09.008 --> 01:38:11.432]  Because it does have one thing in it that's a problem.
[01:38:12.193 --> 01:38:13.635]  But still, this is powerful art.
[01:38:14.817 --> 01:38:16.639]  And so I'm talking about it.
[01:38:17.921 --> 01:38:19.984]  There's been a sudden disastrous event.
[01:38:20.705 --> 01:38:25.212]  And in the trailer for the film, much of what's in the trailer is not even in the film.
[01:38:26.966 --> 01:38:33.916]  It shows, you know, newscasting, the end of civilization, everything's collapsing, sudden temperature increase, collapse of the atmosphere.
[01:38:33.936 --> 01:38:42.428]  In fact, will you guys search that term that we, I mentioned it last week, but it was a NASA report about
[01:38:43.649 --> 01:39:03.736]  massive collapse of the atmosphere and then when the sun cooled off in the last decade and stopped having sunspots which are just visual evidence of Coriolis sun flares, solar flares, that the atmosphere, the upper atmosphere collapsed to the greatest extent it's ever collapsed in the hundred years they've been studying it.
[01:39:04.476 --> 01:39:08.918]  And so basically this film deals with a partial collapse of the atmosphere
[01:39:11.437 --> 01:39:17.843]  And in the video I shot yesterday, I hadn't read the novel yet, I talked about roasting children on spits.
[01:39:18.004 --> 01:39:20.986]  That is not in the film, but it turns out that's in the novel.
[01:39:21.607 --> 01:39:30.015]  I was reading reviews of it online, but it does deal with cannibalism and the worst and best in humanity, love versus hate.
[01:39:31.196 --> 01:39:35.420]  But I learned that globalist George Mambayat
[01:39:36.630 --> 01:39:43.975]  has been promoting the film as a way to scare people into giving into global carbon taxes and regulations.
[01:39:47.837 --> 01:39:57.644]  He actually promoted the novel when it won the Pulitzer Prize in 2007 and then was made into a film in the two years after that and was released last October.
[01:39:58.404 --> 01:40:00.225]  And the film is very multifaceted.
[01:40:01.326 --> 01:40:02.447]  It turns out the writer
[01:40:05.353 --> 01:40:12.876]  Cormac McCarthy and of course something as powerful would have a connection to that.
[01:40:14.837 --> 01:40:16.397]  And I learned this after shooting the video.
[01:40:16.757 --> 01:40:29.282]  Turns out this guy has had Annenberg funding, Rockefeller Foundation funding, but they fund thousands of novelists and that's how they control culture.
[01:40:34.755 --> 01:40:36.777]  Because they understand that's a way to steer society.
[01:40:36.817 --> 01:40:42.423]  He doesn't do a lot of interviews, and so before I judge the author, I'm going to try to get in contact with him.
[01:40:43.063 --> 01:40:49.670]  And it turns out he's involved with this science fusion center in New Mexico.
[01:40:49.690 --> 01:40:55.796]  And when I talked about the film having so many archetypal, multi-layered messages,
[01:40:56.840 --> 01:41:01.844]  Then I, doing research for several hours this morning, I discovered that's exactly what this guy's into.
[01:41:01.964 --> 01:41:14.793]  So, that's why the film freaked me out so badly, is because it's everything I've already foreseen, and the system is implanting... In fact, my instincts were right last week when I'd first seen it.
[01:41:14.813 --> 01:41:18.216]  I was on Man Cow, and he asked me if I'd seen the road.
[01:41:18.256 --> 01:41:19.597]  He said that it had disturbed him.
[01:41:20.137 --> 01:41:22.379]  And I said, yes, I believe they're planting these messages.
[01:41:23.689 --> 01:41:27.532]  in the population preparing us for mass die off and mass death.
[01:41:29.033 --> 01:41:38.459]  And so this is really a addendum I'm doing live right now to the 10 minute video that we're going to be posting about the road today.
[01:41:38.659 --> 01:41:39.680]  And I admire the art.
[01:41:40.180 --> 01:41:41.501]  I admire the understanding.
[01:41:41.581 --> 01:41:42.982]  I admire the beauty.
[01:41:45.325 --> 01:41:48.287]  That is magnified by all of the ugliness.
[01:41:48.827 --> 01:41:49.968]  The ugliness is not beautiful.
[01:41:49.988 --> 01:41:56.573]  The beauty of the love, the family, the pro-Second Amendment message in it is very, very strong.
[01:41:58.154 --> 01:42:01.656]  The self-sufficiency message is very, very strong.
[01:42:03.177 --> 01:42:05.679]  And I associate these two quotes with the film.
[01:42:06.239 --> 01:42:10.101]  Adversity makes men and prosperity makes monsters, Victor Hugo.
[01:42:11.383 --> 01:42:17.484]  Courage and perseverance have a magical talisman before which difficulties disappear and obstacles vanish into air.
[01:42:17.684 --> 01:42:18.625]  John Quincy Adams.
[01:42:21.725 --> 01:42:27.486]  And we have these ancestral, instinctive memories of asteroids hitting the Earth and supervolcanoes going off.
[01:42:28.087 --> 01:42:30.507]  And now NASA admits that they were wrong previously.
[01:42:30.887 --> 01:42:39.669]  Shoemaker-Levy, the comet decades ago that broke into many pieces and hit Saturn, blowing holes in the planet and the gas giant bigger than the Earth.
[01:42:41.292 --> 01:43:06.283]  studying uh... with uh... radioactive dating the different isotopes they know that many of the giant crater sites that are pot marking the surface of the planet uh... and the ocean floor happen more often than ten twenty thirty million years like scientists had previously thought uh... let me look at the surface of the moon
[01:43:07.216 --> 01:43:11.999]  The face of the man on the moon is giant mega, you know, meteor craters.
[01:43:13.440 --> 01:43:21.404]  So we know that mass catastrophe and collapse is happening every few hundred thousand years, and that's conservative.
[01:43:21.784 --> 01:43:24.726]  The science points towards every 50,000 years, maybe every 10,000.
[01:43:25.246 --> 01:43:34.732]  And so as a species, we instinctively know that disaster is always right around the corner, and that
[01:43:36.721 --> 01:43:40.184]  And that life is transient, that this Earth is always changing.
[01:43:40.204 --> 01:43:41.705]  The only constant is change.
[01:43:42.186 --> 01:43:53.976]  That the Earth is being struck by giant meteorites, there are supervolcanoes, huge fault lines being changed, tectonic forces.
[01:43:55.157 --> 01:43:59.421]  We know that war comes and kills millions of people, sometimes hundreds of millions.
[01:43:59.781 --> 01:44:04.225]  We know that famine and starvation and disease and that
[01:44:07.079 --> 01:44:12.103]  Peaceful times, times of milk and honey are very, very rare in the human experience.
[01:44:12.143 --> 01:44:14.125]  And so that's why this film resonates.
[01:44:14.165 --> 01:44:15.066]  And I wrote some notes.
[01:44:19.470 --> 01:44:21.492]  You know, speak to deep human truths here.
[01:44:22.032 --> 01:44:24.114]  There are other forms of social death.
[01:44:25.175 --> 01:44:33.923]  If you see an 18-wheeler carrying a bunch of cannibals in a collapsed society like Rwanda, coming over the hill to hack you up with machetes and eat you,
[01:44:35.222 --> 01:44:36.203]  You know that threat.
[01:44:36.323 --> 01:44:37.223]  That's a hundred percent.
[01:44:37.263 --> 01:44:38.324]  That's not creeping death.
[01:44:38.584 --> 01:44:39.905]  That's a full frontal assault.
[01:44:40.625 --> 01:44:45.889]  When you see a dam break and a hundred feet of fast-moving water coming towards you, you know that's a threat.
[01:44:46.589 --> 01:45:00.498]  But the globalists are scientific in their system of control, and they admit that they're bringing in a form of creeping soft kill, slow death, where they genetically modify the food to sterilize you and add chemicals to the cleaning products and to the foods.
[01:45:01.158 --> 01:45:05.640]  And silicone to many of the fast foods and prepared foods and processed foods.
[01:45:06.520 --> 01:45:08.321]  And that the sperm counts dropped by over 80%.
[01:45:08.641 --> 01:45:10.402]  And that infertility is exploding.
[01:45:10.422 --> 01:45:14.484]  And cancers are up several thousand percentiles on every major front.
[01:45:15.104 --> 01:45:16.425]  And that this is designed.
[01:45:16.445 --> 01:45:21.707]  I mean, I have the globalist textbooks.
[01:45:21.727 --> 01:45:25.409]  We've shown you many of them here, like Ecoscience, written by the White House Science Czar.
[01:45:26.189 --> 01:45:28.130]  So I wanted to speak directly
[01:45:30.083 --> 01:45:38.925]  To the people that are bathing our culture in films like Eli, and The Road, and others.
[01:45:39.525 --> 01:45:56.529]  All these constant 2012 movies, meteor movies, viral release movies like I Am Legend, which is a remake of The Omega Man, and The Last Man on Earth, and others, with Vincent Price.
[01:45:58.001 --> 01:46:03.230]  This is being done to introduce this idea so that we will accept it when it happens.
[01:46:03.691 --> 01:46:10.262]  And we've had our federal government, since the 40s, building the biggest underground complexes in the world.
[01:46:10.282 --> 01:46:11.725]  They admit they're the biggest, but they're secret.
[01:46:12.813 --> 01:46:25.356]  With decades of food supplies and nuclear power plants underground and Adam and Eve repopulation centers and huge seed banks all over the world funded by the Rockefellers and the UN and Rothschilds on record.
[01:46:25.496 --> 01:46:26.716]  I mean, this is mainstream news.
[01:46:27.136 --> 01:46:29.216]  And they say, oh, in case there's a total collapse.
[01:46:29.756 --> 01:46:32.757]  Well, I mean, I want to give you the big secret here, the biggest secret.
[01:46:33.997 --> 01:46:36.818]  They are planning a moonraker scenario.
[01:46:37.728 --> 01:46:41.529]  The man that wrote Moonraker was, of course, a member of OSS and then MI6.
[01:46:41.829 --> 01:46:43.529]  He was a spy chief, Mr. Fleming.
[01:46:45.930 --> 01:47:06.995]  And in Moonraker, you have a globalist, who is the richest man in the world, a robber baron, and he releases a biological weapon, or attempts to, to kill everyone on Earth, and he and his elite, the eugenics elite, the genetic elite, are going to stay off-world for two years, because the bioweapon is meant to run its course, and then
[01:47:08.843 --> 01:47:13.527]  Retrograde and break down into something harmless and they're going to come back and re-people the earth.
[01:47:13.807 --> 01:47:26.096]  This goes back to Plato and his Republic saying we need to round up all the poor, kill them and then only breathe with the elite because we're smarter and better and we're going to control the future and humanity's crushing the breast of Mother Earth.
[01:47:27.157 --> 01:47:32.501]  This is the ultimate jealousy, the ultimate form of cannibalism.
[01:47:32.541 --> 01:47:35.243]  This is the ultimate form of controlling technology.
[01:47:36.573 --> 01:47:39.598]  And hoarding information, the ultimate form of selfishness.
[01:47:39.658 --> 01:47:44.645]  And I want to say to the Rockefeller Foundation and to others,
[01:47:46.581 --> 01:48:13.754]  that you are psychopaths and you are control freaks and all of your history shows that and you funded all the major wars the last ninety plus years since world war one and you've done all of this on record to bring in your world government and you hand out nuclear weapons to north korea and to pakistan our own government's done that and you know that you're releasing salmon that have just been approved that in major university studies cause a total extinction within forty generations of the natural salmon
[01:48:14.514 --> 01:48:17.075]  And these salmon themselves are a chimera-cross species.
[01:48:17.555 --> 01:48:19.156]  You're on a power trip.
[01:48:19.536 --> 01:48:21.057]  You believe you control reality.
[01:48:21.117 --> 01:48:25.339]  You believe that you're going to destroy the Earth so that we are all forced to die.
[01:48:25.759 --> 01:48:27.260]  You are committing us to this.
[01:48:28.020 --> 01:48:34.463]  You're going to go into your underground bunkers and then re-emerge, you believe, and then eradicate all the GMO and replant.
[01:48:34.563 --> 01:48:35.724]  I mean, they actually state this.
[01:48:36.124 --> 01:48:41.746]  They have all these shows on Discovery Channel, you know, the world after man, romanticizing how great it's going to be.
[01:48:41.806 --> 01:48:42.487]  I mean, you see it.
[01:48:43.227 --> 01:48:49.229]  And how we shouldn't have even one child now, and how there should be taxes on having children, and how humans are evil.
[01:48:51.070 --> 01:48:52.151]  We see this everywhere.
[01:48:53.651 --> 01:49:08.457]  And so, if you're really concerned about the environment, if you're really concerned about what's happening in our world, many of you mainline, lower-level environmentalists are good people.
[01:49:11.295 --> 01:49:17.042]  And I noticed a lot of the old environmentalists that helped grab land from people here in Austin with the SOS, they're now not part of it.
[01:49:17.483 --> 01:49:20.947]  They've woken up and they're fighting fluoridation of water, GMO food, things like that.
[01:49:21.247 --> 01:49:23.210]  I mean, that's the big issue that's hurting this planet.
[01:49:27.313 --> 01:49:31.094]  All the new viruses and genetically modified mosquitos they're releasing.
[01:49:31.114 --> 01:49:32.854]  Now, that was in BBC two days ago.
[01:49:33.415 --> 01:49:34.995]  And all of this is the real threat.
[01:49:35.035 --> 01:49:36.375]  And fish infusion weapons.
[01:49:37.176 --> 01:49:38.776]  And neutron weapons.
[01:49:39.056 --> 01:49:42.317]  And antimatter weapons that the Air Force admits they've developed, but it's highly classified.
[01:49:42.337 --> 01:49:43.377]  They just admit they've developed it.
[01:49:43.817 --> 01:49:45.618]  And the Hadron Superconducting Super Collider.
[01:49:45.998 --> 01:49:50.219]  You know, their own scientists admit it could cause a strangelet, a singularity, a black hole.
[01:49:50.999 --> 01:50:01.810]  And they wouldn't know, the particle would sink to the center of the Earth, and then start replicating, start sucking in energy, and then by the time they even felt the earthquake happen, one second later we'll all be dead.
