[00:00:00.009 --> 00:00:01.612]  Confirmation war continues.
[00:45:53.342 --> 00:45:58.225]  The question is, where should the American people draw their line in the sand?
[00:45:58.345 --> 00:45:59.106]  What have we got?
[00:45:59.326 --> 00:46:01.447]  A republic or a monarchy?
[00:46:01.767 --> 00:46:02.488]  A republic.
[00:46:02.768 --> 00:46:05.349]  It's based on a constitution which protects minority rights.
[00:46:05.409 --> 00:46:07.331]  Not democracy, not mob rule.
[00:46:07.671 --> 00:46:09.592]  Two wolves and a sheep voting on what's for dinner.
[00:46:09.712 --> 00:46:10.993]  So they think they own our land?
[00:46:11.393 --> 00:46:12.514]  They think they own our water?
[00:46:12.714 --> 00:46:13.114]  Children?
[00:46:13.314 --> 00:46:14.115]  Our education?
[00:46:14.435 --> 00:46:15.035]  Our money?
[00:46:15.256 --> 00:46:18.918]  We have to define who we are and what we will tolerate.
[00:46:19.278 --> 00:46:23.944]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:46:24.244 --> 00:46:25.065]  We have the facts.
[00:46:25.285 --> 00:46:26.386]  We have the Constitution.
[00:46:26.446 --> 00:46:27.328]  We have the Bill of Rights.
[00:46:27.348 --> 00:46:28.189]  We have common law.
[00:46:28.249 --> 00:46:30.491]  Knowledge is power, ladies and gentlemen.
[00:46:30.752 --> 00:46:34.536]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:46:34.636 --> 00:46:39.420]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:46:39.600 --> 00:46:40.962]  A new tool in the Info War.
[00:46:41.082 --> 00:46:41.922]  Don't tread on me.
[00:46:42.183 --> 00:46:49.049]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:46:54.847 --> 00:46:57.709]  Coast to coast, direct from Austin.
[00:46:58.429 --> 00:47:02.531]  You're listening to the Alex Jones Broadcasting Network.
[00:47:14.317 --> 00:47:22.341]  On screen right now for PrisonPlanet.tv viewers is a can of Sweeney's Roach Poison from the 1950s.
[00:47:24.588 --> 00:47:25.689]  Out of Missouri.
[00:47:27.671 --> 00:47:29.713]  And you can get modern rat poison.
[00:47:29.793 --> 00:47:33.776]  Sodium fluoride kills roaches, water bugs, crickets, silverfish.
[00:47:34.357 --> 00:47:37.339]  Just a powder you put out, 40% sodium fluoride.
[00:47:38.380 --> 00:47:39.681]  Dead, dead, dead.
[00:47:39.721 --> 00:47:42.644]  And of course, everyone who works at water treatment plants knows this.
[00:47:42.744 --> 00:47:44.085]  I have family in East Texas.
[00:47:45.166 --> 00:47:56.313]  Uh, who, well, one of them runs the water treatment plant in a small town, and they know full well, they're told to buy it by the city council, it comes in from China, and they use it as bug poison for fire ants.
[00:47:56.753 --> 00:48:01.536]  You put a teaspoon of that on a fire ant bed, and they just walk through it, they're dead!
[00:48:01.616 --> 00:48:02.476]  Nothing stops it!
[00:48:02.757 --> 00:48:03.897]  It's so deadly!
[00:48:05.798 --> 00:48:07.579]  But your children are drinking it!
[00:48:07.819 --> 00:48:13.263]  And I have to sit here and be the conspiracy theorist kook, when all I'm doing is showing you facts!
[00:48:14.625 --> 00:48:15.145]  Show it again.
[00:48:15.205 --> 00:48:16.646]  Put it back up on screen right there.
[00:48:18.548 --> 00:48:22.090]  Now, the little scientist, the little egghead eugenicist.
[00:48:22.310 --> 00:48:27.674]  You notice you see in sitcoms and dramas and in mainstream news, maybe we should only have one child in America.
[00:48:27.714 --> 00:48:29.074]  Maybe we should have no children.
[00:48:29.315 --> 00:48:32.417]  New York Times last week headlined, The Last Generation.
[00:48:34.118 --> 00:48:38.340]  Written by the eugenicist, Dr. Peter Singer, telling you having children, period, is bad.
[00:48:38.360 --> 00:48:40.462]  There needs to be taxes on having children.
[00:48:43.356 --> 00:48:45.058]  This is what everything is about.
[00:48:45.418 --> 00:48:47.700]  Now you may like having your fertility lowered.
[00:48:48.141 --> 00:48:49.702]  You may like getting bone cancer.
[00:48:49.762 --> 00:48:52.905]  You may like getting thyroid malfunction.
[00:48:53.746 --> 00:48:54.527]  Now epidemic.
[00:48:54.647 --> 00:48:58.230]  You may like your pancreas burning out, associated with sodium fluoride.
[00:48:58.270 --> 00:48:59.391]  You may like diabetes.
[00:48:59.892 --> 00:49:00.732]  I don't like it.
[00:49:01.193 --> 00:49:02.414]  And I don't want it in my water.
[00:49:02.494 --> 00:49:03.235]  Because here's the new deal.
[00:49:03.495 --> 00:49:04.216]  Four years ago,
[00:49:04.716 --> 00:49:09.698]  The federal government approved fluoride as a poison on crops.
[00:49:09.758 --> 00:49:19.222]  It's now being used as a pesticide, and it's such a small particulate, it goes right through the plant membrane, right through the cell wall, and precipitates into the plant.
[00:49:20.222 --> 00:49:22.023]  So see, there's no... In fact, people won't believe that.
[00:49:22.123 --> 00:49:23.304]  Search engine the term right now.
[00:49:24.764 --> 00:49:31.847]  EPA authorizes fluoride to be sprayed on crops, and now it's being sprayed nationwide as a poison.
[00:49:32.627 --> 00:49:33.428]  As a poison!
[00:49:34.445 --> 00:49:38.151]  Let me tell you something, you spray sodium fluoride on those crops and a bug takes one bite?
[00:49:38.531 --> 00:49:38.992]  Dead!
[00:49:39.773 --> 00:49:40.274]  Dead!
[00:49:41.136 --> 00:49:46.584]  And then it precipitates into the soil and the plants, if you didn't know this, pull up heavy metals, pull up toxins.
[00:49:47.657 --> 00:49:52.580]  Why do you think half of corn syrup products, Washington Post reported, full of mercury?
[00:49:53.161 --> 00:50:07.370]  Because they're dumping mercury in the fertilizer on the crops, because the fertilizer is the byproduct of the oil industry, and they use mercury and they use sodium fluoride in the cracking of the oil, and it's also a byproduct of the oil.
[00:50:07.690 --> 00:50:08.491]  It's so toxic.
[00:50:08.691 --> 00:50:12.073]  And they dump it on our food crops, and it's a big joke to the elite.
[00:50:12.334 --> 00:50:14.255]  You're being poisoned by design.
[00:50:14.475 --> 00:50:17.217]  The public isn't just dumbed down because of TV and culture.
[00:50:18.530 --> 00:50:19.992]  The public is brain damaged.
[00:50:20.053 --> 00:50:22.236]  In fact, I saw a study just last week, major government study.
[00:50:22.617 --> 00:50:25.461]  IQs are down for some reason all over Western Europe and the United States.
[00:50:26.303 --> 00:50:29.187]  Not test scores, not laziness is up.
[00:50:31.092 --> 00:50:31.292]  No.
[00:50:31.712 --> 00:50:33.453]  Actual IQs are down.
[00:50:33.493 --> 00:50:34.173]  We're dumb.
[00:50:34.433 --> 00:50:35.113]  Put that back up.
[00:50:35.153 --> 00:50:37.114]  No, that's live virus spray on meats.
[00:50:37.594 --> 00:50:39.834]  Viral meat spray advancing food safety.
[00:50:40.795 --> 00:50:45.896]  At about 2,000 to 3,000 times the level of what those normal viruses are.
[00:50:45.936 --> 00:50:46.976]  It's actually a vaccine.
[00:50:47.377 --> 00:50:48.237]  That's ABC News.
[00:50:48.277 --> 00:50:49.077]  They spray on your meat.
[00:50:49.497 --> 00:50:52.058]  And I'm not getting into radiated food, GMO.
[00:50:52.078 --> 00:50:53.318]  That's another subject, okay?
[00:50:53.778 --> 00:50:57.679]  It's guaranteed that sodium fluoride is a deadly cumulative poison.
[00:50:57.999 --> 00:50:58.780]  And it's a soft kill.
[00:50:58.820 --> 00:50:59.640]  It kills you slowly.
[00:51:00.200 --> 00:51:03.683]  Arthritis, all of it's connected to it, because it precipitates out in the bones.
[00:51:03.984 --> 00:51:05.705]  The Indians are about to pull it out of their water.
[00:51:06.306 --> 00:51:17.476]  And a search engine, EPA approves, it was FDA too, but EPA approves fluoride to be put on crops.
[00:51:17.937 --> 00:51:18.798]  I want them to see that.
[00:51:19.318 --> 00:51:21.060]  It was four years ago, but it'll come up.
[00:51:23.135 --> 00:51:29.356]  You know, I didn't even take calls really last week to the last two segments, and I don't even know what I'm going to do today, because I haven't even gotten into the news.
[00:51:29.776 --> 00:51:40.798]  I just get into one subject like fluoride, and I'm going to sit here and talk about it, I think, the rest of the show, and just show you mainstream news, documents, the periodic chart, you know, all the facts.
[00:51:41.799 --> 00:51:42.999]  How many scientists have I had on?
[00:51:43.039 --> 00:51:44.579]  How many brain surgeons to tell you this?
[00:51:44.979 --> 00:51:49.060]  I mean, how many government documents do I have to show you where they're bragging about what they're doing to you?
[00:51:49.600 --> 00:51:54.163]  I could play Fox News with the government proposing putting lithium in the water to make us behave ourselves.
[00:51:55.704 --> 00:51:59.507]  I guess they've conquered Afghanistan to get lithium, not for batteries, but to spike your water.
[00:51:59.887 --> 00:52:02.569]  A dangerous, heavy metal, toxic chemical.
[00:52:04.070 --> 00:52:05.190]  An anti-psychotic.
[00:52:05.230 --> 00:52:06.992]  And the Japanese and U.S.
[00:52:07.032 --> 00:52:16.278]  government are openly floating the balloon thinking you're so dumb already on so many other drugs they put in your water and food that they can talk about lithium in your hind end.
[00:52:17.932 --> 00:52:18.973]  Is that funny, police?
[00:52:18.993 --> 00:52:25.637]  You like somebody sticking nerve poison, an excitotoxin, in your water?
[00:52:25.677 --> 00:52:26.297]  You like that?
[00:52:26.618 --> 00:52:29.620]  You think it's funny when somebody walks up and warns you about it in a restaurant?
[00:52:30.140 --> 00:52:32.401]  Is that how brain damaged and brainwashed you are?
[00:52:32.682 --> 00:52:34.163]  What about the rest of you out there?
[00:52:34.823 --> 00:52:36.504]  The truth is, I'm the one that sees straight.
[00:52:36.664 --> 00:52:38.225]  The truth is, I'm the one that's red-blooded.
[00:52:38.405 --> 00:52:40.907]  The truth is, I'm the one that's not under mind control.
[00:52:42.188 --> 00:52:43.869]  Now let me tell you what else I warned you about.
[00:52:47.031 --> 00:52:48.592]  Here's Tech World today.
[00:52:48.732 --> 00:52:52.015]  Obama Internet Kill Switch plans approved by U.S.
[00:52:52.796 --> 00:52:53.076]  Senate.
[00:52:53.376 --> 00:52:54.697]  Up on Drudge Report right now.
[00:52:56.339 --> 00:52:58.921]  And it says that the government can totally take the web over for any reason.
[00:52:59.281 --> 00:53:04.606]  It creates these high school initiatives with these giant government cybersecurity branches of people spying.
[00:53:05.687 --> 00:53:13.653]  It integrates with the FCC, putting black boxes in all our homes and in ISPs, tracking everything we look at on the web and blocking whatever they feel like.
[00:53:13.974 --> 00:53:15.095]  Worse than Communist China.
[00:53:16.499 --> 00:53:20.421]  Drudge also linked to this is his top story this morning from PrisonPlanet.com.
[00:53:20.881 --> 00:53:26.243]  Obama can shut down internet for four months under new emergency powers before Congress even looks at it.
[00:53:26.623 --> 00:53:30.604]  I mean, you talk about red level, folks, you can't, I can't even believe this is happening.
[00:53:31.085 --> 00:53:40.188]  I cannot believe my country, it's one thing to know this is all happening and it's being planned, but it's another thing to see it actually being enforced.
[00:53:42.069 --> 00:53:44.190]  And again, Obama is going to shut the internet off
[00:53:45.188 --> 00:53:49.673]  And other presidents, during little emergencies, they stage, Oh look, Al-Qaeda hit the web!
[00:53:50.013 --> 00:53:54.078]  But we were able to shut the web off for a few days, and then that sets the precedent that it's okay.
[00:53:54.418 --> 00:53:55.159]  That's how they do it.
[00:53:56.821 --> 00:54:01.486]  It's gonna be the same thing with their FEMA camps, their emergencies, how they're talking about evacuations in the Gulf.
[00:54:01.826 --> 00:54:03.989]  It just sets all these unconstitutional parameters.
[00:54:10.299 --> 00:54:13.942]  It's now come out that Elena Kagan was involved with that Alabama governor.
[00:54:14.843 --> 00:54:18.245]  And it came out that he was completely innocent and they had to release him from prison.
[00:54:18.846 --> 00:54:23.129]  And that Bush and Karl Rove had sent him to prison for political reasons and they just set it up.
[00:54:23.449 --> 00:54:26.111]  And it turns out she was one of the people instrumental in helping it happen.
[00:54:26.131 --> 00:54:29.414]  I mean, that's the kind of monsters that we're talking about here.
[00:54:29.434 --> 00:54:32.336]  I mean, look at this.
[00:54:32.717 --> 00:54:33.858]  Look at this article right here.
[00:54:34.338 --> 00:54:36.600]  Lieberman, Bill would strip citizenship
[00:54:37.751 --> 00:54:42.993]  of citizens allow secret indefinite attention for any reason including intelligence gathering.
[00:54:43.253 --> 00:54:45.114]  That bill is set to pass the U.S.
[00:54:45.154 --> 00:54:45.434]  Senate.
[00:54:46.234 --> 00:54:46.775]  Here's another one.
[00:54:47.075 --> 00:54:49.316]  New bill gives Obama kill switch to shut down the internet.
[00:54:49.576 --> 00:54:50.636]  Again, dovetailing with that.
[00:54:51.797 --> 00:54:52.517]  Look at Canada.
[00:54:52.957 --> 00:54:55.878]  G20 law gives police sweeping powers to arrest people.
[00:54:56.759 --> 00:55:01.361]  And reporters we know and have interviewed were just arrested for just being there on the street.
[00:55:01.641 --> 00:55:02.541]  Cops would walk over.
[00:55:03.061 --> 00:55:05.282]  In fact, I have one of the headlines here.
[00:55:05.302 --> 00:55:06.863]  Let me find it.
[00:55:07.952 --> 00:55:08.753]  I covered it Friday.
[00:55:09.133 --> 00:55:09.493]  Here it is.
[00:55:09.574 --> 00:55:13.277]  Secret law lets police arrest people for no reason.
[00:55:13.617 --> 00:55:14.898]  That's out of the Ottawa Citizen.
[00:55:17.080 --> 00:55:17.941]  But that's the issue.
[00:55:17.981 --> 00:55:24.347]  I mean, I took my kids to the Paramount yesterday with my parents to see the old Errol Flynn Robin Hood.
[00:55:24.627 --> 00:55:27.530]  Good, clean, old-fashioned movie about standing up against tyranny.
[00:55:29.232 --> 00:55:32.495]  And the over-taxation, the corruption, you know, based on true legends.
[00:55:39.195 --> 00:55:49.441]  You've got the brother of the king, while the king's been basically held ransom in Europe, and he just says, take him away, take him away and execute him.
[00:55:49.702 --> 00:55:51.823]  No judge, no jury, just take him away.
[00:55:52.823 --> 00:56:07.573]  The movie starts with him having to swear out fake death sentences for people, but by the end it's just kill whoever, kill, no death sentence, no nothing, no formality, just kill, just take them away, just take him away.
[00:56:08.649 --> 00:56:09.589]  That's going on in Europe.
[00:56:09.629 --> 00:56:10.489]  That's going on here.
[00:56:11.430 --> 00:56:12.770]  Here's another one from Salon.
[00:56:13.750 --> 00:56:16.811]  How many Americans are targeted for assassination?
[00:56:17.231 --> 00:56:25.073]  And the article goes through how a few years ago they said, well, we'll kill Americans if the Pentagon says they're working with Taliban or Al-Qaeda overseas.
[00:56:25.533 --> 00:56:30.735]  And now they just, with small little changes, said, we'll kill whoever we want, anytime.
[00:56:30.995 --> 00:56:32.535]  We'll send in black ops squads.
[00:56:32.835 --> 00:56:34.556]  We'll send in private contractors.
[00:56:35.765 --> 00:56:40.691]  We'll kill any American citizen anywhere we want, and the Israelis can come in America and kill U.S.
[00:56:40.711 --> 00:56:41.652]  citizens whenever they want.
[00:56:41.972 --> 00:56:48.620]  Ladies and gentlemen, when they get rid of the Bill of Rights and Constitution, when they get rid of the Declaration of Independence, that's the shield for all of you.
[00:56:48.840 --> 00:56:50.001]  That protects all of us.
[00:56:50.908 --> 00:56:53.629]  They want tyranny so they can take all your pension funds.
[00:56:53.949 --> 00:57:00.732]  They want tyranny so they can conscript your children to be imperial stormtroopers in a global army to have their arms and legs blown off.
[00:57:01.032 --> 00:57:04.873]  They want tyranny so they can secure all their ill-gotten gains.
[00:57:05.193 --> 00:57:12.416]  Tyranny will target every one of you out there listening, and all of you good old boys and yuppies, and people who think you're part of the establishment.
[00:57:12.716 --> 00:57:17.118]  You better count the cost right now and decide which side you're on, liberty or tyranny.
[00:57:17.338 --> 00:57:19.419]  You better decide whether you're going to get off the bench
[00:57:19.739 --> 00:57:28.604]  And be part of the second American revolution against tyranny to restore the republic or whether you're going to sit there and suck your thumb and let all of this come to fruition.
[00:57:29.345 --> 00:57:34.147]  We need intelligent, able-bodied men and women who understand what's going on.
[00:57:34.228 --> 00:57:39.711]  Doctors, lawyers, scientists, others, police officers to stand up and be heard now.
[00:57:39.871 --> 00:57:40.111]  Now!
[00:57:40.271 --> 00:57:40.511]  Now!
[00:57:40.751 --> 00:57:41.532]  Now is the time!
[00:57:43.897 --> 00:57:47.919]  Alex Jones here with urgent information concerning TrendsResearch.com.
[00:57:48.379 --> 00:57:55.282]  The Trends Journal distills the voluminous ongoing research of the Trends Research Institute into a concise, readily accessible form.
[00:57:55.842 --> 00:57:59.304]  By tracking 300 separately defined domestic and international trends,
[00:57:59.904 --> 00:58:04.189]  The Trends Journal establishes the connections that others fail to see or misinterpret.
[00:58:04.429 --> 00:58:11.636]  Gerald Salente's Trends Journal allows you to anticipate change, recognize the implications, and take protective strategies.
[00:58:12.297 --> 00:58:19.525]  Individual readers from every walk of life can put the Trends Journal Trends Forecast and Trends Analysis to practical use.
[00:58:20.085 --> 00:58:22.568]  Extra information to keep you well informed throughout the year.
[00:58:22.848 --> 00:58:29.872]  When any current event of major social, economic, or political significance occurs, Trends Journal notifies its subscribers of their implications.
[00:58:30.372 --> 00:58:34.354]  When you subscribe to the Trends Journal, you'll also receive trends alerts.
[00:58:34.634 --> 00:58:36.495]  Visit TrendsResearch.com today.
[00:58:36.796 --> 00:58:38.817]  That's TrendsResearch.com.
[00:58:39.117 --> 00:58:40.618]  Subscribe to the Trends Journal.
[00:58:40.978 --> 00:58:42.699]  This information is too important to wait.
[00:58:43.669 --> 00:58:47.632]  Hi folks, this is Alex Jones asking you for a minute of your time to tell you about soap.
[00:58:47.852 --> 00:58:53.897]  Not detergents, but good old-fashioned pure soap made by the Cal Bend Soap Company, a family-owned and operated American company.
[00:58:54.257 --> 00:59:01.363]  My family, staff, friends, and radio listeners are constantly telling me how much they love these products for bath, hair, laundry, and dishes.
[00:59:01.663 --> 00:59:06.247]  There is nothing like these factory-direct, big-money-saving, triple-concentrated soaps anywhere.
[00:59:06.527 --> 00:59:08.669]  Get a free, detailed catalog by calling 800-340-7091.
[00:59:11.471 --> 00:59:12.932]  It's powder and owner for over 63 years.
[00:59:12.952 --> 00:59:14.992]  People keep asking me, how's business?
[00:59:15.213 --> 00:59:17.494]  I'm happy to say our business is going down the drain.
[00:59:17.514 --> 00:59:17.834]  Call us.
[00:59:31.179 --> 00:59:32.901]  At 1-800-340-7091.
[00:59:33.802 --> 00:59:42.169]  Visit our website 5starsoap.com for buying our 1-2 month soap sampler.
[00:59:42.410 --> 00:59:42.910]  Thank you.
[00:59:44.832 --> 00:59:46.013]  Coast to Coast.
[00:59:46.373 --> 00:59:47.754]  Direct from Austin.
[00:59:48.435 --> 00:59:51.638]  You're listening to the Alex Jones Broadcasting Network.
[00:59:58.868 --> 00:59:59.488]  Big Brother.
[01:00:00.189 --> 01:00:01.230]  Mainstream media.
[01:00:01.950 --> 01:00:03.071]  Government cover-ups.
[01:00:03.711 --> 01:00:04.532]  You want answers?
[01:00:05.293 --> 01:00:06.293]  Well, so does he.
[01:00:06.834 --> 01:00:10.456]  He's Alex Jones on the GCN Radio Network.
[01:00:11.037 --> 01:00:15.160]  And now, live from Austin, Texas, Alex Jones.
[01:00:17.001 --> 01:00:22.085]  Well, Judge Andrew Napolitano told us Thursday that his number one Fox business show out of the gates.
[01:00:23.146 --> 01:00:32.291]  That the second show is going to air this Saturday, and that Congressman Dana Rohrabacher said that almost all Republicans think the Iraq and Afghanistan war are illegal and immoral.
[01:00:33.692 --> 01:00:36.193]  And sure enough, I watched it Saturday, and he said that and more.
[01:00:36.893 --> 01:00:38.174]  Man, how the worm turns!
[01:00:39.375 --> 01:00:50.721]  Well, Ron Paul got huge cheers whenever he, a year and a half ago at the CPAC event, said that it's not conservative to have illegal preemptive wars.
[01:00:51.840 --> 01:00:53.662]  That's the most influential conservatives out there.
[01:00:54.803 --> 01:00:59.969]  Whoever said liberals had to be for open borders in a bankrupt country and for gun confiscation?
[01:01:00.369 --> 01:01:04.054]  Whoever said Republicans had to be for illegal criminal wars and torture?
[01:01:04.634 --> 01:01:06.436]  They tell you this is what you've got to be for.
[01:01:06.877 --> 01:01:08.619]  They limit the scope of debate.
[01:01:09.758 --> 01:01:12.960]  I just want to say great job to my crew that comes in every Sunday to be part of the show.
[01:01:12.980 --> 01:01:23.287]  We couldn't do it without Matt Ryan and Matt and of course Jaron and everybody here up here on the Sunday team who also worked during the week.
[01:01:23.887 --> 01:01:26.809]  I know I didn't take any calls in the first hour and I love to hear your calls.
[01:01:26.970 --> 01:01:34.354]  It's just that I get frustrated and feel like I don't go to enough of them or I keep you on hold or I don't let you talk long enough but then I want to get to everybody else.
[01:01:34.995 --> 01:01:39.278]  I'm going to cover a bunch of other important news on the economy and the police state and
[01:01:40.138 --> 01:01:44.541]  Now they are talking about big evacuations of tens of millions of people in the Gulf in the Washington Post.
[01:01:44.581 --> 01:01:50.505]  So we have some military sources that it looks like they are being trained for some really scary scenarios.
[01:01:50.545 --> 01:01:52.066]  So that's coming up as well.
[01:01:52.086 --> 01:01:53.186]  But let me give you the number to join us.
[01:01:53.246 --> 01:01:55.328]  It's 888-201-2244.
[01:01:55.348 --> 01:01:56.428]  888-201-2244.
[01:01:57.709 --> 01:02:01.812]  But please call in about one of the subjects I've raised or something really important.
[01:02:02.937 --> 01:02:13.308]  Because about the economy, about these wars, about how they're now saying we're going to stay in Afghanistan for a couple more years after the last deadline.
[01:02:13.328 --> 01:02:15.951]  They always play that same trick of, oh, we're leaving in 2008.
[01:02:16.051 --> 01:02:17.152]  Oh, now we're going to leave in 2010.
[01:02:17.192 --> 01:02:18.353]  Well, now we're going to leave in 2012.
[01:02:18.393 --> 01:02:19.615]  Well, now we're going to leave in 2014.
[01:02:25.021 --> 01:02:38.108]  Or sodium fluoride and how do you get out of the comfort zone and just start talking to neighbors and start calling in to talk radio and starting websites and getting past that fear because so many establishment people who think they're members of the establishment.
[01:02:38.248 --> 01:02:44.192]  If somebody's the manager at McDonald's, they think they're the establishment because they got five people under them, you know, at a midnight shift.
[01:02:44.752 --> 01:02:46.053]  Hey, I got five people under me.
[01:02:46.093 --> 01:02:49.134]  I'm making ten bucks an hour instead of six dollars an hour.
[01:02:49.194 --> 01:02:50.195]  I'm a big boss man.
[01:02:51.633 --> 01:02:59.877]  I've talked to so many people who have means, who are intelligent, who are informed, and they'll go, okay, so what if sodium fluoride's poison?
[01:02:59.917 --> 01:03:01.178]  So what if GMO food's bad?
[01:03:01.398 --> 01:03:02.439]  Yeah, there's a world government.
[01:03:02.859 --> 01:03:05.140]  But still, the media says you're a kook if you're against that.
[01:03:05.480 --> 01:03:06.501]  I don't want to look like a kook.
[01:03:06.841 --> 01:03:07.961]  So you're going to lose everything.
[01:03:08.021 --> 01:03:08.882]  Lose the dollar.
[01:03:09.142 --> 01:03:10.103]  Lose your sovereignty.
[01:03:10.163 --> 01:03:11.303]  Lose your children's future.
[01:03:11.503 --> 01:03:15.665]  You're going to go along with all this because you want to look like you're a mainline person.
[01:03:16.306 --> 01:03:17.666]  Is it mainline to jump off a cliff?
[01:03:17.706 --> 01:03:19.047]  Is it mainline to go along with Hitler?
[01:03:19.627 --> 01:03:20.208]  I guess it is.
[01:03:21.394 --> 01:03:25.218]  That's why it was mainlined to have human sacrifice every day in the Aztec Kingdom a thousand years ago.
[01:03:25.678 --> 01:03:30.643]  It's totally insane, anti-human, satanic, but it's mainstream, so why not?
[01:03:30.803 --> 01:03:32.084]  When in Rome, do as the Romans do.
[01:03:35.208 --> 01:03:41.534]  You don't even control your own destiny when you just like flotsam and jetsam, just get thrown around in the waves, whichever way the wind blows you.
[01:03:42.773 --> 01:03:43.873]  You're only alive once.
[01:03:43.953 --> 01:03:45.734]  Be part of standing up for humanity.
[01:03:46.474 --> 01:03:53.375]  It shows how brainwashed these people are that so many of these yuppies now will admit everything we're talking about is true, but say, what are you going to do about it?
[01:03:53.615 --> 01:03:55.176]  They have no respect for themselves.
[01:03:55.216 --> 01:03:57.236]  Well, it doesn't matter if they want to be slaves.
[01:03:57.556 --> 01:04:04.058]  Those of you out there that do hear the calling, that have looked into this information, that know it's true, it's your job to stand up against this evil and take action.
[01:04:04.978 --> 01:04:06.478]  And it's a great honor to be part of this.
[01:04:06.498 --> 01:04:07.659]  You're only alive once.
[01:04:07.959 --> 01:04:09.579]  We're alive at such an important time.
[01:04:10.299 --> 01:04:15.101]  Every generation has gone through critical crossroads, but this is the most critical in our history.
[01:04:15.661 --> 01:04:22.282]  The very survival of our species is at stake, because the globalists aren't just seeking to dominate societies, religions, geographic areas.
[01:04:22.503 --> 01:04:30.745]  They want to dominate humanity itself and change what humanity is into a suboid, dumbed-down, servant class.
[01:04:30.785 --> 01:04:31.805]  I have their own documents.
[01:04:33.775 --> 01:04:34.796]  Infowars.com.
[01:04:34.876 --> 01:04:35.897]  Prisonplanet.com.
[01:04:37.078 --> 01:04:38.700]  Leaders in the war against the globalists.
[01:04:38.880 --> 01:04:40.261]  Key junction points.
[01:04:40.401 --> 01:04:41.662]  Jump points to the next level.
[01:04:41.682 --> 01:04:42.443]  888-201-2244.
[01:04:42.463 --> 01:04:43.824]  888-201-2244.
[01:04:44.625 --> 01:04:47.467]  Your phone calls and a ton of news.
[01:04:47.848 --> 01:04:49.049]  Straight ahead on the other side.
[01:04:49.109 --> 01:04:49.890]  Stay with us.
[01:04:54.690 --> 01:04:58.313]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[01:04:58.653 --> 01:05:06.780]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[01:05:07.520 --> 01:05:11.563]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[01:05:12.144 --> 01:05:22.973]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[01:05:23.593 --> 01:05:32.595]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[01:05:33.095 --> 01:05:38.136]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[01:05:38.517 --> 01:05:45.698]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[01:05:46.018 --> 01:05:48.779]  That's www.SilverLungs.com.
[01:05:53.803 --> 01:05:58.829]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:05:59.210 --> 01:06:01.533]  Because there's a war on for your mind.
[01:06:01.553 --> 01:06:08.521]  Okay, my friends, we're now into the second hour.
[01:06:08.561 --> 01:06:09.002]  We're gonna get
[01:06:09.349 --> 01:06:17.813]  A quick report coming up at the bottom of the hour from Charlie Veitch, who made headlines in the Ottawa Citizen and other publications for being arrested for absolutely no reason.
[01:06:18.694 --> 01:06:29.600]  The media demonizes any protest against Wall Street or international private banks, you know, the top six global banks, the kings of the cartel, by saying you're a communist, you're an anarchist.
[01:06:29.640 --> 01:06:34.142]  Well, the big foundations funded by the banks publicly fund all the major communist groups.
[01:06:34.762 --> 01:06:35.563]  The big banks want to
[01:06:36.483 --> 01:06:37.204]  We're good to go.
[01:06:55.922 --> 01:06:58.244]  That came out a few weeks ago, they were gearing up for it this time.
[01:06:58.704 --> 01:07:03.188]  So most of what you see, you got a few thousand peaceful demonstrators, how do you let the police attack them?
[01:07:03.568 --> 01:07:06.010]  You have a few cops dressed up, turn over some trash cans.
[01:07:06.530 --> 01:07:07.471]  Or provocateurs.
[01:07:07.991 --> 01:07:12.255]  So we'll be talking about that and how Mr. Veach got humiliated and basically tortured.
[01:07:12.895 --> 01:07:13.636]  That's coming up.
[01:07:15.888 --> 01:07:20.512]  And again, the police are going along with their own destruction here.
[01:07:21.152 --> 01:07:28.398]  All over the country and all over the world, including Spain and you name it, the police are having to give up part or all their pension funds to the bankers.
[01:07:29.199 --> 01:07:30.460]  Everything goes to the bankers.
[01:07:30.520 --> 01:07:39.987]  It's like these London Guardian reports and others about the 600 plus islands off the coast of Greece, which itself is an island, some of the most famous in the world, out in the Mediterranean.
[01:07:40.748 --> 01:07:43.130]  They're selling them, not to the IMF and World Bank,
[01:07:44.741 --> 01:07:46.102]  For debts they don't owe.
