[00:00:07.535 --> 00:00:09.796]  ...media, government cover-ups.
[01:33:33.504 --> 01:33:44.154]  Well, it's interesting you say that because I think, I don't know if it's the consensus, but many Africans believe that Busan and the government actually engineered the AIDS.
[01:33:44.514 --> 01:33:46.897]  The whole notion, it kind of fits the stereotype.
[01:33:46.917 --> 01:33:50.380]  Well, sir, they caught them in Africa and India and Latin America and Asia.
[01:33:50.860 --> 01:33:51.861]  Thank you.
[01:33:51.881 --> 01:33:52.541]  Thank you.
[01:33:52.582 --> 01:33:52.882]  Thank you.
[01:34:20.925 --> 01:34:22.387]  Let me explain why I'm doing this.
[01:34:22.568 --> 01:34:34.687]  You know, I've got one sponsor I have on about every week and a half on average, and that's New William Concepts and the Big Berkey, because I believe in it, and they're our big sponsor that single-handedly fund what we're doing with the shortwave.
[01:34:36.050 --> 01:34:36.910]  It's made in America.
[01:34:37.370 --> 01:34:42.731]  But my good buddy, Raymond Teague, a few months ago decided to advertise on the Genesis Network.
[01:34:43.271 --> 01:34:48.772]  And I said, you know, when you do, I want to have you on, and I want to give you an interview, and I want to voice the ad for you.
[01:34:48.812 --> 01:34:49.753]  And he said, well, let us pay you.
[01:34:49.793 --> 01:34:51.713]  And I said, no, I'm not doing that.
[01:34:51.733 --> 01:34:57.114]  So understand, I believe in this so much that I'm not even making any money from it.
[01:34:57.134 --> 01:34:58.194]  But it does support the network.
[01:34:58.234 --> 01:35:00.515]  So this isn't just a pitch for something, folks.
[01:35:00.955 --> 01:35:02.215]  I've got to really believe in something.
[01:35:02.891 --> 01:35:04.151]  And it is solid state.
[01:35:04.171 --> 01:35:05.432]  It is somewhat heavy.
[01:35:05.452 --> 01:35:06.832]  It is shielded.
[01:35:06.852 --> 01:35:10.693]  It's about three inches long, inch and a half wide.
[01:35:12.614 --> 01:35:14.934]  It's something you need to have because it lasts ten years.
[01:35:15.074 --> 01:35:17.415]  Really more than ten years, but they certify it for ten years.
[01:35:18.915 --> 01:35:23.856]  Raymond was an Air Force engineer assigned to NASA, involved in the NASA program.
[01:35:23.876 --> 01:35:26.077]  I've learned a lot of interesting stuff from Raymond.
[01:35:27.099 --> 01:35:27.639]  We're good to go.
[01:35:27.759 --> 01:35:28.500]  I think?
[01:35:47.088 --> 01:35:48.209]  They've got to be calibrated.
[01:35:48.269 --> 01:35:49.549]  People don't know how to use them.
[01:35:50.310 --> 01:35:53.011]  You've got to take a course to use one of these.
[01:35:53.352 --> 01:35:54.012]  This is different.
[01:35:54.032 --> 01:35:57.114]  It has a complex film in it that can work many, many times.
[01:35:57.714 --> 01:36:01.276]  And when it starts picking up different levels of radiation, it gives you different chirps.
[01:36:02.357 --> 01:36:08.040]  So it's not like you're just buying the badge that doctors wear in case a chest x-ray machine is leaking.
[01:36:08.640 --> 01:36:13.163]  This is a great system, and well worth the price.
[01:36:13.623 --> 01:36:14.624]  Made in America.
[01:36:15.510 --> 01:36:38.629]  And I think all police departments, fire departments certainly, I think that all families need this because my big reason is there have been over 300 releases of high levels of radiation during government tests and nuclear power plants that this is what we know of between the 40s and the late 70s when this went public.
[01:36:39.458 --> 01:36:42.461]  And they're not going to tell you, folks, when radiation's being released, okay?
[01:36:42.521 --> 01:36:43.482]  It's kept very quiet.
[01:36:43.842 --> 01:36:49.086]  The government laboratories and testing facilities and monitoring systems are part of this grid and keep it quiet.
[01:36:49.687 --> 01:36:52.830]  And a lot of people own Geiger counters, but they don't have them out, you know, running.
[01:36:53.530 --> 01:36:54.912]  And they don't work that way.
[01:36:54.992 --> 01:36:56.333]  The nuke alert does.
[01:36:57.108 --> 01:37:01.269]  And if there is a radiological release, this will do it.
[01:37:01.289 --> 01:37:06.890]  So for the next few minutes, and we've got Webster Tarpley coming on in about five, is Raymond Teague, my good friend.
[01:37:06.910 --> 01:37:08.011]  This is the only interview you'll hear.
[01:37:08.031 --> 01:37:12.732]  I'm just trying to give them a good plug here as they start advertising on the network.
[01:37:13.312 --> 01:37:14.772]  And I hope you'll get the nuke alert.
[01:37:15.452 --> 01:37:17.453]  Maybe after doing this interview, I'll get a nuke alert.
[01:37:17.813 --> 01:37:21.714]  But maybe, I haven't asked for one, but I think I'll probably buy one if I don't get one.
[01:37:22.737 --> 01:37:24.898]  You know that there is a threat.
[01:37:24.918 --> 01:37:26.299]  The government said it's going to happen.
[01:37:26.319 --> 01:37:28.320]  I'm not saying it's going to happen, but it is a real threat.
[01:37:28.880 --> 01:37:30.641]  And what you need to know is this.
[01:37:30.721 --> 01:37:33.662]  When it happens, is your family safe right where you are?
[01:37:34.383 --> 01:37:36.184]  Go to nukealert.com.
[01:37:36.324 --> 01:37:39.565]  Just N-U-K-A-L-E-R-T.
[01:37:39.645 --> 01:37:41.786]  So just nukealert.com.
[01:37:44.293 --> 01:37:45.714]  Or call Raymond at 830.
[01:37:46.614 --> 01:37:50.336]  Don't call right now, obviously.
[01:37:50.356 --> 01:37:50.956]  830-672-8734.
[01:37:50.976 --> 01:37:51.796]  830-672-8734.
[01:37:55.658 --> 01:38:00.520]  We just heard that caller earlier, you know, calling in with all the fear-mongering about nukes.
[01:38:00.620 --> 01:38:01.880]  Well, I don't live in fear.
[01:38:02.160 --> 01:38:06.342]  I got a two-year supply of food in my garage that's good for ten years.
[01:38:06.802 --> 01:38:07.603]  I don't live in fear.
[01:38:07.683 --> 01:38:11.004]  I got four or five big murky water filters, and I give them as gifts to families.
[01:38:12.024 --> 01:38:17.887]  Well, my sister went overseas to an island over off Australia.
[01:38:18.107 --> 01:38:19.988]  All her other group in her school got sick.
[01:38:20.288 --> 01:38:20.929]  She didn't get sick.
[01:38:20.949 --> 01:38:22.169]  She had a Berkey sport filter.
[01:38:22.189 --> 01:38:25.511]  But the point is that we believe in taking action.
[01:38:26.091 --> 01:38:27.652]  And Raymond, how are you doing, buddy?
[01:38:28.133 --> 01:38:28.773]  I'm doing fine.
[01:38:30.347 --> 01:38:32.208]  Raymond, you're an engineer.
[01:38:32.708 --> 01:38:39.850]  You worked, again, for the Air Force, in NASA, in the actual missions, and you really believe in this thing.
[01:38:40.411 --> 01:38:45.152]  Just give us the technical details of the Nuke Alert and why you got so excited about it.
[01:38:45.932 --> 01:38:59.297]  Well, as you already pointed out, it's very inconvenient for you to run around with a five-pound radiation meter and having to, one, turn it on, go through the scales to see if you're getting a reading,
[01:39:00.949 --> 01:39:02.570]  And to have it with you at all times.
[01:39:03.010 --> 01:39:08.492]  Well, that's totally impractical, and even if you've got a reading, you still have a problem as to deciding what to do.
[01:39:08.552 --> 01:39:10.312]  Well, with a nuclear, it solves all that.
[01:39:10.432 --> 01:39:11.553]  It is on all the time.
[01:39:11.593 --> 01:39:12.533]  You can't turn it off.
[01:39:13.573 --> 01:39:21.896]  And it automatically tells you what scales it's reading, so you don't have to figure out what the radiation level it's reading is.
[01:39:23.156 --> 01:39:26.437]  It gives you the number of chirps, and the levels are listed.
[01:39:26.517 --> 01:39:28.958]  It's ten levels on the back, and it goes from
[01:39:30.350 --> 01:39:33.593]  Your gums will start bleeding and you'll start bleeding out the other end.
[01:39:33.613 --> 01:39:37.115]  Yes, but you're not anywhere near that at that level.
[01:39:37.135 --> 01:39:38.917]  So you will not get a false alarm.
[01:39:55.336 --> 01:39:58.278]  If you've got that level of radiation, you ought to do something about it.
[01:39:58.338 --> 01:40:00.660]  You need to report it.
[01:40:00.700 --> 01:40:03.622]  You need to assess where the radiation is coming from.
[01:40:03.922 --> 01:40:11.568]  Understand, Raymond, 300 releases from the 40s to the late 70s, 300 plus, and we were never told about it.
[01:40:11.628 --> 01:40:13.089]  So do not trust.
[01:40:13.689 --> 01:40:17.992]  We have a nuclear reactor at UT at the research facility, at the J.J.
[01:40:18.032 --> 01:40:21.274]  Pickle facility, and I tell Austinites this and they roll their eyes.
[01:40:21.695 --> 01:40:22.836]  Okay, just type it into Google.
[01:40:22.856 --> 01:40:24.817]  You'll get the facility on the UT website.
[01:40:25.691 --> 01:40:27.754]  Everybody, you need to have this.
[01:40:28.355 --> 01:40:31.900]  Look, it lasts more than 10 years, but it's guaranteed for 10 years.
[01:40:32.361 --> 01:40:33.924]  I personally, when I get one, Raymond...
[01:40:34.691 --> 01:40:39.134]  I'm just going to, literally like a smoke alarm, put it up on top of the grandfather clock.
[01:40:39.174 --> 01:40:41.876]  I'm not going to drive around and have it with me.
[01:40:42.857 --> 01:40:45.479]  I'll just be able to know if I get home and there's radiation.
[01:40:45.799 --> 01:40:49.581]  And it's just something that you have up on the mantel if you want to carry it.
[01:40:51.162 --> 01:40:53.124]  This is just a little dinky keychain.
[01:40:53.164 --> 01:40:55.045]  It can hook on there, but it's like three inches long.
[01:40:55.566 --> 01:40:57.967]  It's smaller than most of the door interlock keys.
[01:41:01.471 --> 01:41:05.294]  Key fobs that you use to open your car door.
[01:41:06.315 --> 01:41:10.858]  This is high-grade technology, but also built to take a licking and keep on ticking.
[01:41:11.098 --> 01:41:14.521]  This is being used all over the world by special forces.
[01:41:14.601 --> 01:41:18.604]  We can't say all the people that have bought it, but this is what the government's using.
[01:41:18.624 --> 01:41:24.308]  They're not lugging around little radiation badges that are worthless and only work once and don't give you a good reading.
[01:41:24.488 --> 01:41:28.672]  They're not lugging around 5-pound or 10-pound radiation meters, are they, Raymond?
[01:41:28.852 --> 01:41:28.952]  No.
[01:41:30.100 --> 01:41:36.708]  And the other side of this coin is, if you're not getting a reading where you are, then you're in a safe area.
[01:41:37.049 --> 01:41:42.556]  You don't have to go to extremes to go move someplace else if you hear a radio broadcaster say, well...
[01:41:43.226 --> 01:41:48.290]  We've had an incident in North Austin, and everybody's got to go out of town to San Antonio or someplace.
[01:41:48.470 --> 01:41:50.071]  Because, Raymond, you talked about this.
[01:41:50.091 --> 01:41:50.712]  You reminded me.
[01:41:50.732 --> 01:41:53.994]  Remember in 2000, they had a fake nuclear spill on I-35?
[01:41:54.014 --> 01:41:59.558]  They shut it down, and then only in the middle of the night announced, oh, it was just the Army doing a drill?
[01:42:00.159 --> 01:42:01.179]  They could use this.
[01:42:01.280 --> 01:42:03.021]  It's in their playbook as a false alert.
[01:42:04.962 --> 01:42:09.826]  Yes, and it removed the parent, the child parent,
[01:42:10.580 --> 01:42:14.883]  Relationship between you and the government as far as your independence of information.
[01:42:14.943 --> 01:42:18.206]  You can know yourself whether you are in a safe area or not.
[01:42:18.766 --> 01:42:21.989]  If you have to take shelter with this inside the shelter, you will know.
[01:42:22.009 --> 01:42:27.953]  Now tell us about this scientist and the company based right here in Central Texas that developed these new alerts.
[01:42:28.494 --> 01:42:32.957]  Shane Connor is extremely, he's a very capable person.
[01:42:33.678 --> 01:42:37.020]  He has done great work and he has a tremendous device here.
[01:42:37.140 --> 01:42:40.283]  And it puts you, it puts the individual possessing one
[01:42:42.559 --> 01:42:44.620]  The capability of knowing whether you're safe or not.
[01:42:45.180 --> 01:42:51.604]  And if you're not safe, well then you know if you're moved someplace else, then you know whether that place is safe or not.
[01:42:51.704 --> 01:42:56.267]  Well, anybody within 150 miles of a nuclear reactor needs to have one.
[01:42:56.327 --> 01:42:58.869]  And again, I'm about 10 miles from one right now.
[01:42:59.649 --> 01:43:03.631]  And anybody near military bases where they store nukes needs to have one.
[01:43:04.452 --> 01:43:09.455]  Anybody, especially overseas, if you've got family in Iraq,
[01:43:10.960 --> 01:43:12.781]  You need to have a nuke alert.
[01:43:13.061 --> 01:43:14.021]  Let me give you the website.
[01:43:14.041 --> 01:43:23.944]  It's nukealert.com, n-u-k-alert.com, just n-u-k-alert.com, or call Raymond at 830-672-8734.
[01:43:24.304 --> 01:43:34.708]  And, Raymond, I'll get a little link up for you on the website, too, free of charge, just because you're a good friend of mine, and I believe in this, and I'm glad that you took the initiative to get Mr. Conner and yourself to advertise.
[01:43:35.068 --> 01:43:36.148]  And closing comments, Raymond.
[01:43:37.389 --> 01:43:42.310]  Well, I'd just like to see everyone safe and to know what to do in case of an emergency.
[01:43:42.370 --> 01:43:45.191]  And if you have your own instrumentation, you don't have to ask anyone else.
[01:43:45.231 --> 01:43:46.411]  You'll know what to do.
[01:43:46.471 --> 01:43:57.974]  And it comes with a super instruction book that's only 13 pages long, very easy to read, and the most concise set of instructions I've ever seen.
[01:43:57.994 --> 01:43:59.874]  And the nuclear disaster is extremely
[01:44:03.297 --> 01:44:15.102]  Survival, because in seven hours, the radiation levels from fallout will drop to only one-tenth what the initial level was, and in three days, it will be only one-hundredth as strong.
[01:44:15.362 --> 01:44:17.042]  All right, Raymond, thank you for joining us.
[01:44:17.863 --> 01:44:19.043]  Good to hear from you, my friend.
[01:44:19.103 --> 01:44:20.023]  NukeAlert.com.
[01:44:20.083 --> 01:44:22.044]  Okay, I want to thank Webster Cartley for holding.
[01:44:22.424 --> 01:44:28.667]  We got him on a little bit late, but we had double-booked here, and I want to try to hold him over a little bit the next hour if he can do it.
[01:44:29.027 --> 01:44:30.407]  Webster, good to have you on, my friend.
[01:44:30.427 --> 01:44:31.108]  Thank you, Alex.
[01:44:31.148 --> 01:44:31.768]  Always a pleasure.
[01:44:33.458 --> 01:44:36.581]  The fear-mongering has reached all-time highs.
[01:44:37.542 --> 01:44:44.308]  I've got an excerpt from your book, Synthetic Terrorism, 9-11 Synthetic Terrorism, here right in front of me.
[01:44:44.729 --> 01:44:46.491]  First, tell us in a nutshell about yourself.
[01:44:46.531 --> 01:44:49.133]  I mean, I remember watching you on TV here locally when...
[01:44:50.194 --> 01:44:59.497]  When speeches you gave were shown around the country ten years ago, all you were talking about was government-sponsored terrorism then, so I really respect you and your analysis.
[01:44:59.777 --> 01:45:04.359]  Tell us a little bit about the history of terror and then what you, the latest intel on the London bombings.
[01:45:04.799 --> 01:45:14.282]  Well, my personal history goes back to 1978 when I wrote a book about the Moro assassination and related terrorism in Italy and Central Europe.
[01:45:14.322 --> 01:45:15.902]  That was published in Italian in 1978.
[01:45:15.962 --> 01:45:16.502]  Tied into Gladio.
[01:45:19.557 --> 01:45:21.798]  I didn't know Gladio, but that's what it turned out to be.
[01:45:21.878 --> 01:45:25.019]  I had everything except the name.
[01:45:25.039 --> 01:45:32.503]  1992, my unauthorized biography of George Bush the Elder, and now in 2005, this 9-11 synthetic terror.
[01:45:33.503 --> 01:45:46.449]  I have been looking, as I guess you have, at the events in London, and I am struck, first of all, by the fact that this is a false flag, state-sponsored synthetic terrorism exercise carried out by MI5, MI6,
[01:45:48.328 --> 01:45:53.131]  The British Home Office, the Special Air Services, and British military.
[01:45:53.191 --> 01:45:56.933]  Don't forget them, especially something called the Force Research Unit.
[01:45:56.973 --> 01:46:02.796]  And I had occasion, I have a whole chapter in my book on 9-11 terrorism.
[01:46:02.856 --> 01:46:10.541]  I've got the terrorist murder as British state policy, and also the question of Londonistan, which is just now getting into the...
[01:46:11.425 --> 01:46:14.046]  ...into the controlled media.
[01:46:14.406 --> 01:46:22.568]  It seems to me clear, I mean, I guess you've covered all of this more than once, but you have these, the warnings, Scotland Yard knew about the bombs in advance.
[01:46:22.608 --> 01:46:23.808]  They warned Netanyahu.
[01:46:23.848 --> 01:46:25.348]  That's perfectly well documented.
[01:46:25.868 --> 01:46:35.031]  And as always in these cases, they had a parallel kind of exercise or drill, which is generally what is used to conduit these operations through the government bureaucracy.
[01:46:35.071 --> 01:46:36.211]  In other words, if you have a loyal...
[01:46:36.684 --> 01:46:37.325]  We're good to go.
[01:47:00.054 --> 01:47:09.264]  When you find a closely paralleling or mimicking intelligence operation that's going on officially at the same time that the terror operation is going to take place.
[01:47:09.284 --> 01:47:12.948]  So that would be the story of Peter Power and Visor.
[01:47:13.876 --> 01:47:18.540]  Let me read a quote out of Synthetic Terror published, what, nine months ago?
[01:47:18.560 --> 01:47:20.301]  Oh, no, back in April.
[01:47:20.842 --> 01:47:22.343]  Okay, so just six months ago.
[01:47:23.103 --> 01:47:38.455]  Staff exercises or command exercises are perfect for a rogue network which is forced to conduct its operations using the same communications and computer systems used by other officers who are not necessarily part of the illegal operation, coup, or provocation as it may be.
[01:47:39.478 --> 01:47:48.022]  And you go on to say an officer may be working at a console next to another officer who was not in on the coup and who might indeed oppose it if he knew about it.
[01:47:48.702 --> 01:47:52.344]  And the behavior of, again, the criminal is suspicious.
[01:47:53.485 --> 01:47:55.326]  What in the hell is he doing?
[01:47:55.626 --> 01:48:01.889]  The loyal officer looks over and asks the globalist about it, or this word you use, explain to me.
[01:48:01.909 --> 01:48:03.109]  Puts you in a coup.
[01:48:05.340 --> 01:48:05.901]  A takeover.
[01:48:06.001 --> 01:48:06.421]  A coup.
[01:48:20.496 --> 01:48:21.357]  Now you have MI5, MI6.
[01:48:21.377 --> 01:48:24.618]  I guess you've had David Shaler on your program at least once.
[01:48:24.638 --> 01:48:26.059]  I met David Shaler in London at the beginning of June.
[01:48:26.119 --> 01:48:29.241]  We were actually staying in a hotel right in Russell Square, a little bit south of
[01:48:49.665 --> 01:48:51.347]  King's Cross Underground Station.
[01:48:51.367 --> 01:48:56.431]  Yeah, he's blown the whistle on government complicity and terror attacks in England, and we've had him on twice.
[01:48:56.652 --> 01:49:02.437]  Right, and what he was talking about, of course, was that MI6 paid Al-Qaeda to try to kill Gaddafi.
[01:49:02.777 --> 01:49:07.282]  I would just supplement that with something I write about in my book, which is the Stevens Report.
[01:49:07.962 --> 01:49:14.549]  We're told that what's going on in Britain right now is the biggest investigation in the history of the United Kingdom.
[01:49:15.359 --> 01:49:24.588]  The previous biggest investigation was the Stevens Report with, let's see, 144 people indicted and 94 convicted.
[01:49:25.068 --> 01:49:33.256]  And the story there was that the British Army, with the help of MI5 and the help of Special Air Services and therefore of the Home Office...
[01:49:33.852 --> 01:49:39.439]  And indeed of the cabinet, the Thatcher cabinet for a lot of those years, was killing people in Northern Ireland.
[01:49:39.479 --> 01:49:44.504]  They were killing Catholics, they were killing Protestants, and they were even killing their own agents.
[01:49:44.985 --> 01:49:46.807]  And they killed about 35 of them.
[01:49:46.967 --> 01:49:48.749]  Tell us about it when we get back.
[01:49:49.210 --> 01:49:51.713]  Synthetic terror, manufactured crises.
[01:49:53.832 --> 01:49:58.199]  Alex Jones here announcing the release of my new film, Police State 3 Total Enslavement.
[01:49:58.379 --> 01:50:02.786]  Police State 3 details the architecture, goals, and operations of the New World Order.
[01:50:02.926 --> 01:50:07.332]  There is a chance to use this disaster for the New World Order.
[01:50:07.352 --> 01:50:08.734]  The New World Order.
[01:50:09.435 --> 01:50:10.236]  Can emerge.
[01:50:10.497 --> 01:50:14.721]  The film documents dozens of confirmed cases of government-sponsored terrorism worldwide.
[01:50:14.781 --> 01:50:21.709]  We rip the Sinister Patriot Act Legislation 1 and 2 apart piece by piece and reveal the arrogance of what Ashcroft has to say about your liberty.
[01:50:21.829 --> 01:50:23.852]  You will lose your liberty.
[01:50:24.212 --> 01:50:34.694]  Homeland Security, executive orders, forced vaccinations, the new prison economy, the Total Information Society, the Pan-American Union, federal gun grabs, government-run white slavery rings, and much, much more.
[01:50:34.834 --> 01:50:40.235]  If you want to understand what the new world order really is, then my new two-and-a-half-hour video, Police State 3, is for you.
[01:50:40.715 --> 01:50:43.315]  Visit InfoWars.com or PrisonPlanet.com to order.
[01:50:43.335 --> 01:50:43.915]  Or call toll-free 1-888-253-3139.
[01:50:43.955 --> 01:50:44.456]  That's 888-253-3139.
[01:50:44.476 --> 01:50:45.776]  Order today and spread the word.
[01:50:54.975 --> 01:51:06.219]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[01:51:06.239 --> 01:51:09.940]  The revolutionary Berkey Light removes pathogenic bacteria.
[01:51:10.160 --> 01:51:10.620]  We're good to go.
[01:51:36.169 --> 01:51:38.271]  So it can be used as a night light or camp light.
[01:51:38.491 --> 01:51:44.416]  Get the Berkey light for only $259 by calling New Millennium at 888-803-4438.
[01:51:44.657 --> 01:51:50.382]  That's toll free, 888-803-4438 or order on the web at berkeywater.com.
[01:51:50.462 --> 01:51:51.743]  Not yet available in Iowa.
[01:51:52.737 --> 01:51:56.841]  If the cost of your prescriptions are getting out of control, you want to listen carefully to this.
[01:51:57.102 --> 01:52:04.910]  rxdrugcard.com is a simple, innovative program designed to give individuals the same purchasing power as large HMOs and insurance companies.
[01:52:05.090 --> 01:52:14.960]  As a member of rxdrugcard.com, you'll enjoy savings of up to 80% on all prescription medications at over 52,000 USA pharmacies, including Walmart, Walgreens, and Eckerd's.
[01:52:15.240 --> 01:52:18.904]  Don't risk ruining your health by using cheap, counterfeit foreign drugs.
[01:52:18.984 --> 01:52:23.187]  This program provides savings on safe, genuine FDA-approved medications.
[01:52:23.348 --> 01:52:33.477]  With low membership fees, unlimited use, no age or income requirements, and coverage for all pre-existing conditions, rxdrugcard.com is an absolute must for anyone who pays for their own prescriptions.
[01:52:33.617 --> 01:52:35.339]  Enroll today for as little as $4.50 per month.
[01:52:36.900 --> 01:52:38.241]  Webster Targling.
[01:53:02.243 --> 01:53:07.649]  Accomplished journalist and researcher, again back in the 70s, writing books about government-sponsored terror.
[01:53:08.570 --> 01:53:10.112]  Webster, we've got to make this clear.
[01:53:11.614 --> 01:53:14.557]  They now come out, and it's documented in public, that the U.S.
[01:53:14.617 --> 01:53:23.486]  and British government carried out provocateur attacks all over Europe, predominantly targeting children and women to get people angry, to blame it on the Soviets.
[01:53:23.747 --> 01:53:23.927]  Right.
[01:53:24.733 --> 01:53:36.062]  We've got to come out with the fact that I heard, we already knew this, but I heard now deceased Kermit Roosevelt on NPR admitting that they carried out bombings at 53 to blame it on Mosaddegh to bring him down.
[01:53:37.603 --> 01:53:39.584]  We now know the Gulf of Tonkin never happened.
[01:53:39.604 --> 01:53:41.326]  I mean, we already knew that, but now it's public.
[01:53:41.726 --> 01:53:42.467]  We have the tape of...
[01:53:43.997 --> 01:53:49.660]  You should be looking right at the British government and at the rogue networks inside that government.
[01:53:49.680 --> 01:53:52.361]  In other words, the transatlantic, invisible government.
[01:53:52.421 --> 01:53:54.502]  It's always been a City of London, Wall Street phenomenon.
[01:53:54.522 --> 01:53:57.283]  And I find it amazing, in addition to everything you've just said,
[01:54:12.543 --> 01:54:23.013]  That MI5 and MI6 have their own well-documented record of murdering British civilians on British soil, including, again, murdering their own agents.
[01:54:23.653 --> 01:54:29.258]  And everybody knows this, that Stevens Report was the biggest story of the secret world in the year 2003.
[01:54:29.318 --> 01:54:29.659]  But now...
[01:54:31.582 --> 01:54:37.646]  Once something happens, these MI5 and MI6 pontificators come out, and people are willing to believe it.
[01:54:37.726 --> 01:54:41.888]  And I am just amazed at the gullibility of public opinion.
[01:54:41.928 --> 01:54:48.332]  But listen, the big question is, will the British public go in the Spanish direction?
[01:54:48.392 --> 01:54:56.017]  Remember that after the Spanish bombs, there was an attempt by Aznar to call off the elections and rule as a dictator.
[01:54:56.417 --> 01:54:59.299]  And he was prevented from doing that by a popular mobilization.
[01:54:59.339 --> 01:54:59.459]  Now,
[01:55:00.034 --> 01:55:20.806]  The British, I think, are slower to react than the Spanish, but I think that there's still a very good chance that the British reaction, let's say in the medium term, will look much more like the Spanish one, and that they will say, we're fed up with Tony Blair, we're fed up with these corrupt officials who are murdering their own people on their own soil.
[01:55:20.826 --> 01:55:27.910]  So I think that the last word has not yet been said about this, because there are reserves of intelligence and independence there,
[01:55:28.403 --> 01:55:33.245]  Well, Webster, I've got to say this.
[01:55:34.346 --> 01:55:40.688]  Before I was even ready to say it was the British government, I mean, the evidence, the motive, the history, that's your number one suspect.
[01:55:41.388 --> 01:55:45.030]  And, you know, with the Netanyahu warning now confirmed publicly and admitted...
[01:55:46.022 --> 01:55:49.384]  The hour and a half of, oh, it was a power surge.
[01:55:49.444 --> 01:55:50.184]  That's ridiculous.
[01:55:50.204 --> 01:55:52.725]  That's a cover story to get all their ducks in a row.
[01:55:53.305 --> 01:55:56.827]  Out of the gates, all these big, pretty mainstream publications.
[01:55:58.808 --> 01:56:02.389]  I had dozens, you know, that first day of British citizens calling the show.
[01:56:03.350 --> 01:56:04.230]  And I talked to them.
[01:56:04.510 --> 01:56:06.011]  Their neighbors think the same thing.
[01:56:06.871 --> 01:56:08.972]  People not even associated with this broadcast.
[01:56:10.053 --> 01:56:15.335]  I've never seen people so fast, spontaneously go, it's the government.
[01:56:16.710 --> 01:56:26.659]  Well, this is the problem for the U.S.-British ruling elite, and this is largely one unified group, is that once you go down the path of terror, you have become a heroin addict.
[01:56:26.719 --> 01:56:30.042]  That is, once you start shooting up heroin, you need repeated doses.
[01:56:30.202 --> 01:56:34.886]  And the problem that you have is that the effect of each dose becomes less and less.
[01:56:35.433 --> 01:56:38.935]  And I think they're now facing that kind of law of diminishing returns.
[01:56:38.975 --> 01:56:43.317]  I would also say, look for the north of England, precisely the area that they're raiding.
[01:56:43.457 --> 01:56:46.099]  Yorkshire, Leeds, places like this.
[01:56:46.499 --> 01:56:48.580]  That's where the skepticism is the greatest.
[01:56:49.964 --> 01:57:00.771]  And it's very interesting that there's a long tradition in those parts of Britain of being skeptical about London, the court, the city, the Bank of England, the palace, and the rest of it.
[01:57:00.811 --> 01:57:11.877]  So I think the north of England may well lead the country into a skeptical reaction that may indeed bring down Tony Blair much faster than he thinks and perhaps can lead to the cleaning out of some of these rogue networks.
[01:57:12.037 --> 01:57:13.678]  That's where we're seeing a lot of the resistance.
[01:57:13.698 --> 01:57:15.719]  That's where my webmaster is based.
[01:57:16.593 --> 01:57:17.333]  Well, it's interesting.
[01:57:17.353 --> 01:57:26.997]  Shaler is from northern Yorkshire, and I was just on the Jimmy Walter Euro Tour, and we did an event in Manchester that was packed, 500 people.
[01:57:27.157 --> 01:57:29.918]  And my webmaster for Prison Planets from Sheffield.
[01:57:30.358 --> 01:57:31.038]  We'll be right back.
[01:57:31.058 --> 01:57:32.519]  Stay with us.
[01:57:33.619 --> 01:57:38.201]  Copies of the preceding broadcast are available at GCNlive.com or call toll-free 877-376-45.
[01:57:50.188 --> 01:57:50.828]  Big Brother.
[01:57:51.488 --> 01:57:52.549]  Mainstream media.
[01:57:53.269 --> 01:57:54.430]  Government cover-ups.
[01:57:55.010 --> 01:57:55.871]  You want answers?
[01:57:56.611 --> 01:57:58.512]  Well, so does he.
[01:57:58.532 --> 01:58:02.074]  He's Alex Jones on the GCN Radio Network.
[01:58:02.334 --> 01:58:06.476]  And now, live from Austin, Texas, Alex Jones.
[01:58:07.677 --> 01:58:10.778]  All right, we're going to have some great radio for you.
[01:58:10.798 --> 01:58:12.539]  Very informative in this third hour.
[01:58:12.559 --> 01:58:14.100]  We're going to have Webster Tarpley.
[01:58:15.117 --> 01:58:28.861]  Incredible journalist, researcher since the mid-70s, writing and exposing government-sponsored terrorism, making just bombshell point after bombshell point here as we decipher the London bombings and how the globalists carried it out.
[01:58:28.941 --> 01:58:37.264]  And then we're going to have John Rappaport riding shotgun with us, another great journalist, as well, and bring up several other issues that connect to this.
[01:58:37.304 --> 01:58:39.785]  But let's talk about motives right now.
[01:58:41.528 --> 01:58:44.150]  Mr. Tarpley, the Patriot Act's in trouble here.
[01:58:44.190 --> 01:58:46.551]  The National ID cards are in trouble in the United Kingdom.
[01:58:46.951 --> 01:58:48.492]  The people want Tony Blair out.
[01:58:48.812 --> 01:58:49.973]  They want out of Iraq.
[01:58:50.113 --> 01:58:51.854]  They're setting dates to pull out.
[01:58:51.974 --> 01:58:53.095]  Our government's demanding it.
[01:58:53.555 --> 01:58:58.178]  Bush is in trouble for the Karl Rove situation, selling out Valerie Plame.
[01:58:58.218 --> 01:59:05.322]  Now Fox News comes on and says he deserves a medal for selling out innocent CIA agents just to burn some ambassador.
[01:59:05.882 --> 01:59:10.405]  I mean, these guys are getting more and more over-the-top, Webster.
