[00:00:01.533 --> 00:00:02.617]  I don't know.
[01:32:39.217 --> 01:32:41.339]  Very serious video, very well produced.
[01:32:41.379 --> 01:32:44.021]  I mean, Discovery or History Channel quality.
[01:32:45.336 --> 01:32:45.636]  Get it.
[01:32:45.696 --> 01:32:47.197]  Show it to local groups in your area.
[01:32:47.577 --> 01:32:48.537]  We've got to keep fighting.
[01:32:48.577 --> 01:32:54.319]  I mean, people have gone to sleep the last five years with Bush, and they're just really slaughtering the Second Amendment right now.
[01:32:55.980 --> 01:32:58.981]  I mean, gun confiscations didn't happen all over Louisiana under Clinton.
[01:32:59.001 --> 01:33:00.361]  It happened under Bush.
[01:33:00.421 --> 01:33:02.522]  I mean, you know, this is happening.
[01:33:04.099 --> 01:33:05.960]  You need to get this film.
[01:33:06.020 --> 01:33:12.445]  It just covers the whole history of gun confiscation and the hundreds of millions that have been killed after that happens.
[01:33:12.685 --> 01:33:13.766]  Very serious video.
[01:33:14.086 --> 01:33:15.567]  Go to Infowars.com.
[01:33:15.627 --> 01:33:19.230]  Order it via the safe, secure online shopping cart.
[01:33:19.630 --> 01:33:21.652]  Innocence Betrayed peruse around.
[01:33:22.685 --> 01:33:23.566]  We're good to go.
[01:33:49.443 --> 01:33:53.404]  For another month or so, so please take advantage of this now.
[01:33:54.024 --> 01:33:58.906]  Since 1873, the global elite has held secret meetings in the ancient redwood forests of northern California.
[01:33:58.946 --> 01:34:03.927]  Known members of the so-called Bohemian Club include former President Nixon, Eisenhower, Reagan, and Bush.
[01:34:03.947 --> 01:34:07.468]  The Bush family maintains a strong involvement each year at Bohemian Grove.
[01:34:07.768 --> 01:34:13.390]  World leaders don red, black, and silver cloaks to conduct an occult ritual wherein they worship a giant stone owl.
[01:34:13.410 --> 01:34:14.850]  Kind of like a Klan rally.
[01:34:15.430 --> 01:34:19.734]  During the ceremony, a human being has sacrificed an effigy to the owl god, Idle.
[01:34:20.975 --> 01:34:27.221]  Now for the first time in history, an outsider has infiltrated the Bohemian Grove with a hidden camera and caught the ritual on tape.
[01:34:27.261 --> 01:34:29.783]  And again, that's Alex Jones, yours truly.
[01:34:30.224 --> 01:34:37.090]  The ritual is just one part of the terrifying exclusive video in this latest documentary, Dark Secrets Inside Bohemian Grove.
[01:34:37.811 --> 01:34:40.892]  You can scroll down and watch free clips of the film or read about it and get it.
[01:34:41.452 --> 01:34:43.412]  And that's only available for a little bit longer.
[01:34:43.432 --> 01:34:45.133]  And, of course, you'll want to get the new one when it comes out.
[01:34:45.193 --> 01:34:48.314]  But I'm not going to offer this director's cut anymore.
[01:34:49.274 --> 01:34:51.795]  So that's it.
[01:34:51.815 --> 01:34:54.335]  And, you know, I'm going to do something even more.
[01:34:54.355 --> 01:34:56.596]  I'm going to do something even more.
[01:34:56.656 --> 01:35:00.157]  Starting today, if you order it, I will sign the cover and date it.
[01:35:01.157 --> 01:35:02.137]  Everybody that orders it.
[01:35:02.157 --> 01:35:05.278]  Because it's kind of sad I'm not going to offer it anymore, but I've made that decision.
[01:35:06.081 --> 01:35:10.703]  I did that with 9-11 emergency release that I put out two weeks after 9-11.
[01:35:10.723 --> 01:35:11.763]  People wanted me to keep selling it.
[01:35:11.823 --> 01:35:12.364]  I said no.
[01:35:12.604 --> 01:35:16.105]  When Road Attorney came out four months later, the official one, I never offered that again.
[01:35:17.185 --> 01:35:17.746]  It's a good video.
[01:35:18.126 --> 01:35:24.929]  But this one, you know, the 20 minutes or so we cut out, you will never see it again anywhere.
[01:35:26.289 --> 01:35:31.471]  So I will sign all the orders we get from this day forward until the new one comes out.
[01:35:31.791 --> 01:35:33.492]  Oh, and by the way, speak of the devil,
[01:35:34.528 --> 01:35:36.209]  While we're exposing old Beelzebub.
[01:35:36.229 --> 01:35:42.330]  Folks, I have not even plugged this, and already it's getting close to selling out.
[01:35:42.850 --> 01:35:45.471]  You better go online to Infowars.com.
[01:35:45.951 --> 01:35:47.992]  I'm going to show the new director's cut.
[01:35:49.992 --> 01:35:58.354]  With the new 25 minutes and the 20 minutes cut out, a little over two hours, before this thing's even been burned to DVD.
[01:35:59.515 --> 01:36:00.075]  October 9th.
[01:36:01.477 --> 01:36:12.168]  I'm going to show the new 25 minutes and the new cut of Bohemian Grove at the Alamo Drafthouse Movie Theater, downtown Austin, on Sunday the 9th, 7 o'clock.
[01:36:12.208 --> 01:36:13.349]  I'll give a speech beforehand.
[01:36:13.650 --> 01:36:16.092]  And then the next day, only two shows, because I'm really too busy.
[01:36:16.112 --> 01:36:17.093]  They want me to do it for a whole week.
[01:36:17.113 --> 01:36:17.373]  I can't.
[01:36:18.054 --> 01:36:24.361]  The next Monday, the next day, the 10th, the 10th, and that is going to be...
[01:36:25.518 --> 01:36:25.978]  We're good to go.
[01:36:41.795 --> 01:36:44.576]  You know, two separate theaters full of people.
[01:36:45.276 --> 01:36:47.717]  You know, 250 people per theater, and we're turning people away.
[01:36:47.777 --> 01:36:50.177]  So, get your tickets now, folks.
[01:36:50.637 --> 01:36:51.097]  Coming up.
[01:36:51.257 --> 01:36:51.658]  All right.
[01:36:52.098 --> 01:36:55.098]  But if you want to call to get hard copies of any of the films, 1-888-253-3139.
[01:36:55.218 --> 01:36:55.659]  That's 888-253-3139.
[01:36:55.679 --> 01:36:59.259]  Or order via Infowars.com, or see all the films online right now at PrisonPlanet.tv.
[01:37:09.922 --> 01:37:10.823]  Going back to Aaron Zelman.
[01:37:10.863 --> 01:37:12.905]  Aaron, I want to get into the gun confiscation.
[01:37:12.925 --> 01:37:16.548]  I want to get into posse comitatus and your organization against police states.
[01:37:17.229 --> 01:37:19.731]  But before we do that, let's take a few calls, Aaron.
[01:37:21.392 --> 01:37:24.355]  Let's go ahead and talk to somebody I'm told disagrees with me.
[01:37:24.375 --> 01:37:25.556]  I have no idea over what.
[01:37:26.057 --> 01:37:27.238]  Sean in New Jersey.
[01:37:27.278 --> 01:37:27.918]  Go ahead, Sean.
[01:37:28.359 --> 01:37:30.941]  I want to confirm 100% that they do not censor calls.
[01:37:31.480 --> 01:37:32.761]  My name is John, not Sean.
[01:37:33.022 --> 01:37:35.404]  Maybe there was an error in the transmission of the analog.
[01:37:35.484 --> 01:37:36.425]  Oh, there always is.
[01:37:36.585 --> 01:37:37.586]  Your name is Billy Bob.
[01:37:37.606 --> 01:37:38.607]  How's that?
[01:37:38.847 --> 01:37:39.848]  What's on your mind, sir?
[01:37:40.169 --> 01:37:46.535]  Last night on the Rents Show, you likened the global elite as parasitic cancer.
[01:37:47.096 --> 01:37:54.079]  But I think it's my understanding that it's commonly accepted medical theory that it's caused by the body's own cells that are malfunctioning in replication.
[01:37:54.299 --> 01:37:55.440]  That's exactly what I said.
[01:37:56.100 --> 01:37:57.681]  I thought you said it was a parasite.
[01:37:58.201 --> 01:38:01.722]  Well, I mean, I'm saying this parasite, and then I said it's like a cancer.
[01:38:02.003 --> 01:38:03.103]  It's all figure of speech.
[01:38:03.143 --> 01:38:06.484]  I'm not saying that they're a physical entity that gobbles your liver.
[01:38:06.504 --> 01:38:14.428]  Because technically a leech is a parasite that sucks blood, but cancer is... Okay, so you don't really... This is all just how many angels can dance on the head of a pin.
[01:38:16.137 --> 01:38:21.761]  Also, are you familiar with the subject of creationism versus evolution?
[01:38:22.382 --> 01:38:22.682]  Yes.
[01:38:23.262 --> 01:38:26.145]  I believe the theory of evolution has major holes in it.
[01:38:27.246 --> 01:38:29.568]  And, I mean, do you want to comment on that or what?
[01:38:29.768 --> 01:38:32.590]  Yeah, there's a deliberate lie in the science textbooks.
[01:38:32.890 --> 01:38:38.135]  An atheist named Hickel made a diagram showing various embryonic stages of animals.
[01:38:38.855 --> 01:38:43.299]  He drew animals such as pigs and fishes.
[01:38:43.777 --> 01:38:45.298]  And humans in the embryonic stage.
[01:38:45.338 --> 01:38:47.859]  And tried to claim that we got web feet and all that.
[01:38:48.019 --> 01:38:48.199]  Yes.
[01:38:48.399 --> 01:38:49.400]  That's admitted fraud.
[01:38:49.600 --> 01:38:51.320]  Look, Sean, thanks for the call.
[01:38:51.921 --> 01:38:55.042]  Let me just comment on this for just a second, if I may.
[01:38:56.723 --> 01:38:58.464]  Okay, that's a figure of speech.
[01:38:59.424 --> 01:39:07.128]  When I say they're a cancer, and then I say they're parasites, those are analogies.
[01:39:07.208 --> 01:39:08.869]  Those are illustrations.
[01:39:08.969 --> 01:39:09.609]  Those are...
[01:39:10.350 --> 01:39:15.592]  You know, I'm trying to describe what tyranny is, okay?
[01:39:15.872 --> 01:39:19.413]  And I was describing them as a cancer that is killing the host.
[01:39:20.093 --> 01:39:21.954]  Aaron Zellman, do you have any comments on that?
[01:39:21.974 --> 01:39:24.575]  I think that's a little off-subject.
[01:39:25.435 --> 01:39:25.915]  I know.
[01:39:26.015 --> 01:39:32.397]  It's just, you know, usually... I wish John would be a little more considerate and stick to what we're talking about, frankly.
[01:39:32.417 --> 01:39:35.178]  I have nothing else to say on it.
[01:39:35.699 --> 01:39:37.979]  He said he disagreed, so I don't know what's going on.
[01:39:38.059 --> 01:39:39.100]  Robert in Colorado.
[01:39:39.160 --> 01:39:39.860]  Robert, go ahead.
[01:39:42.310 --> 01:39:43.351]  Yeah, Alex, thanks for taking my call.
[01:39:43.371 --> 01:39:43.751]  Appreciate it.
[01:39:43.791 --> 01:39:44.351]  Great show.
[01:39:44.491 --> 01:39:48.192]  I'm Stephen Lastower, and your current host is very important.
[01:39:48.232 --> 01:39:49.433]  I can barely hear you, Robert.
[01:39:49.453 --> 01:39:49.833]  Uh-oh.
[01:39:50.133 --> 01:39:50.493]  I'm sorry.
[01:39:50.573 --> 01:39:51.714]  Is this a little bit better now?
[01:39:51.734 --> 01:39:52.234]  Yes, go ahead.
[01:39:52.494 --> 01:39:54.094]  Okay, sorry about that.
[01:39:54.194 --> 01:39:58.056]  Just wanted to know, and I may be getting ahead of myself, but...
[01:39:59.212 --> 01:40:03.494]  How do your hosts think that the government, for example, would get rid of Posse Comitatus?
[01:40:03.534 --> 01:40:05.615]  Would it be an actual law that would just outlaw it?
[01:40:05.635 --> 01:40:07.276]  Would it be like an executive order?
[01:40:08.516 --> 01:40:10.638]  No, they're asking Congress to overturn the 1878 law.
[01:40:10.678 --> 01:40:12.618]  Thanks for the call, Robert.
[01:40:12.658 --> 01:40:13.659]  Good question.
[01:40:15.060 --> 01:40:18.141]  For those that don't understand, there's a reason there's a law against it.
[01:40:18.181 --> 01:40:21.003]  I mean, Caesar brought his troops over the Rubicon.
[01:40:21.523 --> 01:40:23.704]  Even the Romans knew that was martial law.
[01:40:24.324 --> 01:40:26.786]  Well, the military has never been known to be very good at policing.
[01:40:26.866 --> 01:40:30.089]  I mean, that's the purpose of the military, is to go break things and kill people.
[01:40:54.731 --> 01:40:55.952]  They are not there to police.
[01:40:57.172 --> 01:41:02.794]  If you take a look at the Kent State situation, here you had National Guard people.
[01:41:02.814 --> 01:41:04.534]  They weren't trained to be police.
[01:41:05.354 --> 01:41:06.935]  A couple of people got killed.
[01:41:09.536 --> 01:41:13.457]  This is just an example of why this is real stupidity.
[01:41:13.477 --> 01:41:20.639]  It's very dangerous stupidity to try to convert soldiers into police officers.
[01:41:21.249 --> 01:41:25.831]  And you know, I think the truth is, we have to remind people the truth.
[01:41:26.251 --> 01:41:29.012]  A bunch of police officers in New Orleans left the job.
[01:41:30.832 --> 01:41:31.693]  They ran away.
[01:41:31.713 --> 01:41:37.455]  So that's no excuse now to change the Posse Comitatus rules.
[01:41:37.835 --> 01:41:45.037]  Well, even Reuters reported that it was one neighborhood association of 1,500 that fought off the thugs.
[01:41:45.397 --> 01:41:45.617]  Yeah.
[01:41:46.398 --> 01:41:47.018]  Well, you're right.
[01:41:47.338 --> 01:41:49.959]  But I think that someone needs to remind...
[01:41:50.700 --> 01:41:52.861]  Well, I would add this in their defense.
[01:41:52.881 --> 01:41:55.643]  Did you know FEMA was jamming communications from minute one?
[01:42:15.672 --> 01:42:23.797]  FEMA on purpose jammed communications, cut communications lines, and sabotaged to have a crisis so they could then call in the feds.
[01:42:25.498 --> 01:42:29.440]  Well, nothing surprises me anymore considering what's going on with the ATF.
[01:42:29.801 --> 01:42:30.901]  Well, I said the exact same thing.
[01:42:30.941 --> 01:42:34.043]  I said, look at two-thirds of these cops walking off, a bunch of scum.
[01:42:34.083 --> 01:42:39.346]  It's like at Columbine when the SWAT team stayed outside for over four hours.
[01:42:40.087 --> 01:42:43.609]  But this time we learned FEMA was jamming, Aaron.
[01:42:45.936 --> 01:42:51.029]  Well, that comes under being government criminals.
[01:42:52.713 --> 01:42:54.497]  Well, it makes perfect sense.
[01:42:55.402 --> 01:43:01.446]  To get more control, but this is the imperial leader, Bush, having the military to use as he wishes.
[01:43:01.866 --> 01:43:03.528]  And Aaron, you know I've been covering this for years.
[01:43:03.548 --> 01:43:05.249]  This has been my specialty as the police state.
[01:43:05.669 --> 01:43:10.212]  They had Marines trying to take our guns and put us in camps, you know, in the mid-90s.
[01:43:10.272 --> 01:43:11.773]  I mean, wow, I've been to the drills.
[01:43:12.374 --> 01:43:17.317]  So why do you think the government so badly wants to use troops on us?
[01:43:19.235 --> 01:43:28.417]  I don't really have a definitive answer, but I think that there is something about an armed citizenry that interferes with the plans that certain people in our government have.
[01:43:30.438 --> 01:43:39.840]  I mean, I don't really know what all the plans are, but I think that that's pretty obvious that an armed citizenry is really in their way, that they've got to get guns away from people.
[01:43:40.440 --> 01:43:44.161]  What does this tell us, Aaron, that the minute, the minute,
[01:43:45.395 --> 01:44:00.821]  That they get a chance during a crisis, and they clean out the few dozen thugs that were causing problems, that the huge army flatback trucks full of FBI and SWAT gear storm in and start savagely grabbing people's guns.
[01:44:01.302 --> 01:44:02.382]  I mean, what does that tell us?
[01:44:02.422 --> 01:44:04.983]  That their one desire is to get our guns.
[01:44:05.263 --> 01:44:14.487]  The instinct for supremacy over the people is just a frothing, deepest lust, deepest desire bordering on sexual to get our guns.
[01:44:15.518 --> 01:44:21.320]  Well, part of their desire might simply be that they've made a mess out of our country financially.
[01:44:22.540 --> 01:44:26.801]  And there's enough people talking about a possible collapse in this country.
[01:44:27.621 --> 01:44:33.663]  And when that happens, everybody who's had their hand out expecting government to do for them is going to get pretty feisty.
[01:44:34.903 --> 01:44:36.464]  And they may not be able to control that.
[01:44:36.484 --> 01:44:38.224]  You're talking millions of people now.
[01:44:38.404 --> 01:44:41.145]  Well, they'll let them rampage and come after our guns.
[01:44:44.108 --> 01:44:45.630]  Well, you know, you're dealing with government.
[01:44:46.090 --> 01:44:50.875]  I guess, Alex, the way to explain it from my perspective is it's real easy to understand government.
[01:44:51.255 --> 01:44:55.840]  The attitude of government is if it's not under our control, it's out of control.
[01:44:58.863 --> 01:45:00.685]  No, I think they're control freaks.
[01:45:00.765 --> 01:45:02.466]  I think that's how it goes.
[01:45:02.587 --> 01:45:04.148]  And so this is what we're facing.
[01:45:04.609 --> 01:45:07.832]  These are people who fear that if it's not under their control, it's out of control.
[01:45:08.522 --> 01:45:10.043]  And as you're saying, they're control freaks.
[01:45:10.483 --> 01:45:11.763]  And I think that's what we're facing here.
[01:45:11.783 --> 01:45:16.245]  But don't they understand that by trying to control everything, they actually make it get out of control?
[01:45:16.325 --> 01:45:20.286]  I mean, the areas where they have gun bans have the highest crime rate, the most cops getting killed.
[01:45:20.606 --> 01:45:23.447]  Yeah, well, you know, out of chaos comes order.
[01:45:23.607 --> 01:45:24.968]  That's sort of their mentality.
[01:45:26.949 --> 01:45:28.991]  You know, I think they're scared now, though.
[01:45:29.011 --> 01:45:30.532]  I look in the eyes of the FBI, the BATF.
[01:45:30.572 --> 01:45:31.953]  Some of them aren't bad.
[01:45:31.973 --> 01:45:32.413]  We know that.
[01:45:32.774 --> 01:45:33.514]  I look at government.
[01:45:33.674 --> 01:45:36.316]  I now don't see quite that haughty arrogance anymore.
[01:45:36.757 --> 01:45:39.959]  I think they're starting to realize that people know what they are now.
[01:45:41.740 --> 01:45:52.869]  Well, unfortunately for the Internet and any of the talk shows, there's more of an awakening in this country, and more people are beginning to smell something that's very rotten.
[01:45:54.921 --> 01:46:05.409]  What did you think when you saw the police chief on TV as the federal front folks and the New York Times gleefully saying all guns, even registered guns, all guns will be confiscated?
[01:46:05.429 --> 01:46:09.872]  And folks, I told you it was statewide, and that indeed was in the lawsuit.
[01:46:09.992 --> 01:46:11.473]  It was going on all over the state.
[01:46:12.094 --> 01:46:18.619]  I mean, imagine, just you're high and dry, fine, 50 miles from New Orleans, and we're here to get your guns, sorry!
[01:46:19.258 --> 01:46:22.941]  And if you say no, they come back with a SWAT team, and there are reports they did have some shootouts.
[01:46:22.961 --> 01:46:24.402]  That's being kept very quiet.
[01:46:24.822 --> 01:46:28.224]  I mean, Aaron, what did you think as you saw these news reports?
[01:46:28.244 --> 01:46:30.526]  Did you start, I mean, did your blood boil?
[01:46:30.726 --> 01:46:35.249]  Well, the first thought that came to my mind is only a fool has a registered gun.
[01:46:37.390 --> 01:46:39.112]  That's the first thought that came to my mind.
[01:46:39.872 --> 01:46:48.458]  All the people who bought these guns on the yellow form, the 4473, all these folks who have gone down there and said, oh, I've got to get my concealed carry permit,
[01:46:49.266 --> 01:46:50.126]  You've all been duped.
[01:46:50.727 --> 01:46:51.847]  You've all been duped.
[01:46:52.887 --> 01:46:58.509]  Well, I've had gun shop owners get mad at me when I talk about this because they say, Alex, it's not really your registration.
[01:46:58.529 --> 01:46:59.190]  They don't say that.
[01:46:59.210 --> 01:47:00.210]  It scares people off.
[01:47:00.530 --> 01:47:12.014]  You know, that gun shop owner is either naive or not being honest because BATF can walk in there and make copies of every 4473.
[01:47:12.914 --> 01:47:14.195]  That is registration.
[01:47:14.755 --> 01:47:16.996]  When those gun shop owners go out of business...
[01:47:17.836 --> 01:47:20.397]  They turn their records over to BATF.
[01:47:20.857 --> 01:47:22.718]  Well, it also... Who's computerizing them.
[01:47:23.258 --> 01:47:24.759]  So for a gun store owner... Well, hold on, Aaron.
[01:47:24.779 --> 01:47:25.239]  You're right.
[01:47:25.820 --> 01:47:26.120]  You're right.
[01:47:26.140 --> 01:47:34.703]  They actually got caught under Reno, and Bush still does it, where every time you call shotgun, rifle, or handgun, they're already registering.
[01:47:35.124 --> 01:47:35.344]  Sure.
[01:47:35.644 --> 01:47:37.445]  When you call, they're keeping that in the database.
[01:47:37.685 --> 01:47:38.325]  Absolutely.
[01:47:39.145 --> 01:47:41.166]  And even if they weren't, there's other ways to do it.
[01:47:41.186 --> 01:47:42.167]  They can still come back and get the 4473s.
[01:47:42.187 --> 01:47:46.769]  So... And, you know, they have an annual inspection.
[01:47:46.809 --> 01:47:47.269]  So they're...
[01:47:47.968 --> 01:47:54.234]  For a gun shop owner to say they're not registering guns, again, a person is either very naive or not being honest.
[01:47:54.294 --> 01:48:01.661]  And instead they wait while the BATF picks them off and says, if we all got angry and aggressive and demanded repeal of laws, we could get it.
[01:48:01.701 --> 01:48:02.462]  We got the power.
[01:48:04.323 --> 01:48:10.269]  Well, again, as you've said, a lot of people have gone to sleep for the last five years thinking everything is just peachy keen.
[01:48:11.266 --> 01:48:17.852]  Meanwhile, the BATF has been nearly doubled, and they're running around literally like bulldogs frothing.
[01:48:19.713 --> 01:48:24.497]  Well, we certainly have shown the evidence of that in the film we have about BATF fails the test.
[01:48:25.098 --> 01:48:28.280]  We're showing the criminality of the agency.
[01:48:28.621 --> 01:48:35.887]  Well, remember in Arizona, the guy had a hidden video camera in his pawn shop, and he basically caught them on tape framing him?
[01:48:37.054 --> 01:48:41.119]  I mean, how do you send innocent people to prison and feel good?
[01:48:41.480 --> 01:48:43.582]  I mean, they really are wicked criminals.
[01:48:43.902 --> 01:48:45.224]  Well, it's part of an agenda.
[01:48:46.886 --> 01:48:55.756]  In other words, as we talked about, you want people working for the government who follow orders, don't ask questions, and you want people in the government who have the mindset that...
[01:48:56.784 --> 01:48:59.545]  Armed citizenry is really bad for them.
[01:48:59.605 --> 01:49:02.026]  It's bad for the society that they want to create.
[01:49:02.126 --> 01:49:08.048]  But how is putting a family man with no criminal record, a veteran, in prison for five years, I mean, how is that good?
[01:49:08.388 --> 01:49:10.489]  How in the world do those guys do that?
[01:49:10.549 --> 01:49:14.530]  I just, I can't, I mean, that is pure evil, Aaron.
[01:49:14.711 --> 01:49:21.313]  They do it to make examples, to scare other people, and that's the purpose of it, to intimidate Americans.
[01:49:21.373 --> 01:49:24.274]  And Americans, for some reason, American gun owners...
[01:49:25.491 --> 01:49:29.433]  Especially those who say, oh, you'll take my cold, dead fingers, just don't seem to get it.
[01:49:29.633 --> 01:49:32.834]  Are we the home of the cowards and of the fearful and of the weak?
[01:49:33.414 --> 01:49:35.855]  Well, we're certainly moving that direction very quickly.
[01:49:36.435 --> 01:49:37.896]  The home of the domesticated.
[01:49:38.616 --> 01:49:40.017]  Not the land of the free, home of the brave.
[01:49:40.037 --> 01:49:42.058]  The land of the slaves, the home of the cowards.
[01:49:42.858 --> 01:49:44.359]  The home of the groveling bootlickers.
[01:49:44.459 --> 01:49:45.839]  Oh, please don't hurt me.
[01:49:46.139 --> 01:49:47.900]  Take my rights away.
[01:49:48.240 --> 01:49:49.621]  I love you, government.
[01:49:49.661 --> 01:49:50.561]  Please don't.
[01:49:50.881 --> 01:49:52.162]  No, don't do it.
[01:49:52.222 --> 01:49:52.502]  No.
[01:49:54.821 --> 01:49:57.664]  There is a secret that holds the world's destiny in its grasp.
[01:49:57.925 --> 01:49:58.625]  Hello, my friends.
[01:49:58.725 --> 01:49:59.506]  Alex Jones here.
[01:49:59.847 --> 01:50:04.532]  Learn that secret with my new film, Martial Law, 9-11 Rise of the Police State.
[01:50:04.872 --> 01:50:09.297]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy.
[01:50:09.717 --> 01:50:13.882]  Out of the ashes of the September 11th tragedy, a dark empire of war and tyranny has risen.
[01:50:14.102 --> 01:50:16.963]  The Constitution has been shredded, and America is now a police state.
[01:50:17.043 --> 01:50:21.705]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[01:50:21.906 --> 01:50:26.328]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[01:50:26.548 --> 01:50:33.771]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[01:50:34.011 --> 01:50:36.472]  Discover the documented truth for yourself before it's too late.
[01:50:36.612 --> 01:50:38.353]  Call toll-free to get a copy of Martial Law.
[01:50:39.334 --> 01:50:44.501]  1-888-253-3139 Or visit InfoWars.com and the secure shopping cart.
[01:50:44.601 --> 01:50:51.471]  That's InfoWars.com or 888-253-3139 Or watch the film right now online at PrisonPlanet.tv
[01:50:54.208 --> 01:50:58.091]  Black Berkey replacement elements are ideal for use in any gravity filter.
[01:50:58.331 --> 01:51:03.755]  These self-sterilizing filters can transform raw pond and lake water into delicious crystal clear drinking water.
[01:51:04.035 --> 01:51:14.402]  Ideal for travel or outdoor events and perfect in the event of hostile filtration environments such as local or national emergencies because they remove both harmful chemicals and pathogenic bacteria from water.
[01:51:14.562 --> 01:51:18.905]  So powerful they can remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[01:51:19.105 --> 01:51:27.447]  Trihalomethanes and volatile organic chemicals such as atrazine, benzene, chlorine, chloroform, and NTBE are removed to below detectable limits.
[01:51:27.727 --> 01:51:34.089]  They reduce nitrates and unwanted metals such as lead, mercury, aluminum, copper, and foul tastes like chlorine and sulfur odors.
[01:51:34.209 --> 01:51:38.670]  Yet the Black Berkey filter elements leave them the helpful and beneficial minerals that your body needs.
[01:51:38.890 --> 01:51:43.112]  Normally $48 each, get a two-pack for only $91 or a four-pack for only $173.
[01:51:43.372 --> 01:51:47.773]  Get the powerful Black Berkey replacement filters now by calling New Millennium at 888-
[01:51:48.473 --> 01:51:49.033]  We're good to go.
[01:51:49.053 --> 01:51:49.334]  I think?
[01:52:11.008 --> 01:52:11.649]  We're good to go.
[01:52:31.223 --> 01:52:31.723]  Just 20 years ago,
[01:53:00.007 --> 01:53:05.611]  Anyone in government was called a public servant or our representatives.
[01:53:06.852 --> 01:53:11.895]  Now, they've made a big point of calling themselves the authorities.
[01:53:12.596 --> 01:53:16.158]  The officials are leaders.
[01:53:18.440 --> 01:53:20.662]  And they call us civilians.
[01:53:21.662 --> 01:53:23.664]  That's the nature of martial law.
[01:53:23.844 --> 01:53:28.327]  No due process, secret arrest, military on the streets.
[01:53:29.384 --> 01:53:31.265]  And now we're going to live under martial law.
[01:53:31.305 --> 01:53:39.927]  You need to call Congress when you're calling about the mind control bill, the thought control bill, the thought crime bill, and tell them, no, we don't want troops on the streets.
[01:53:40.627 --> 01:53:42.408]  You want to put them anywhere, put them on the border.
[01:53:42.448 --> 01:53:43.768]  But notice, no troops on the border.
[01:53:44.348 --> 01:53:46.149]  We'll just have them in your daily life.
[01:53:46.709 --> 01:53:49.970]  This is a total system of control because they know bad things are coming.
[01:53:49.990 --> 01:53:52.351]  They're going to do to us, and you're going to struggle.
[01:53:52.411 --> 01:53:54.711]  They're preemptively heading you off.
[01:53:54.751 --> 01:53:56.052]  They're dominating you.
[01:53:56.092 --> 01:53:57.132]  They're feeding on you.
[01:53:57.825 --> 01:54:00.787]  The norm in history is governments go rogue.
[01:54:00.847 --> 01:54:01.628]  They go criminal.
[01:54:02.929 --> 01:54:04.490]  The founding fathers told us this.
[01:54:04.990 --> 01:54:06.311]  Is this not the case, Aaron Zellman?
[01:54:07.092 --> 01:54:08.293]  Oh, yeah, absolutely.
[01:54:08.313 --> 01:54:12.536]  It's a good example that people need to learn from history.
[01:54:15.118 --> 01:54:17.900]  History doesn't repeat itself, but human stupidity does.
[01:54:19.181 --> 01:54:22.203]  And, you know, even if you did a...
[01:54:23.248 --> 01:54:24.729]  A short-term version of history.
[01:54:25.489 --> 01:54:32.133]  The Weimar Republic in 1928 put a bunch of gun control laws on the books to make the society a safer place.
[01:54:33.094 --> 01:54:41.318]  Well, they were a right of center government and they were replaced by a left of center government, which is what we're looking at here in this country in the near future.
[01:54:42.139 --> 01:54:46.501]  And the Nazis came to power and they decided to use those gun control laws for their own purposes.
[01:54:47.221 --> 01:54:48.382]  Everybody knows the history.
[01:54:50.703 --> 01:54:52.084]  Yeah, governments do go bad.
[01:54:52.904 --> 01:54:56.986]  This isn't the first time governments have gone bad in America.
[01:54:57.426 --> 01:55:00.448]  And I think the Civil War is a good example of governments going bad.
[01:55:02.009 --> 01:55:07.451]  Well, Hillary Clinton says she wants to regulate the net and free speech and wants guns control banned.
[01:55:08.092 --> 01:55:10.973]  And they're really positioning her, but it really won't matter.
[01:55:11.033 --> 01:55:12.774]  I mean, it's the same thing no matter who's in office.
[01:55:13.474 --> 01:55:14.235]  Well, there you go.
[01:55:14.275 --> 01:55:16.916]  In other words, this is the problem most people want to believe.
[01:55:17.853 --> 01:55:20.094]  That our friends are going to take care of us.
[01:55:20.194 --> 01:55:22.015]  Well, our friends are really not our friends.
[01:55:23.756 --> 01:55:32.540]  I think the solution to the problem, quite frankly, is that we have to get millions of Americans to think in terms of a Bill of Rights culture.
[01:55:33.660 --> 01:55:34.320]  No, I agree.
[01:55:34.380 --> 01:55:41.984]  Instead of left or right, instead of all the labels and the smokescreen, cut right through to, does this give me more freedom or less?
[01:55:42.612 --> 01:55:43.032]  Exactly.
[01:55:43.213 --> 01:55:44.694]  And we need a Bill of Rights culture.
[01:55:44.714 --> 01:55:49.117]  Which is, by the way, just one of the reasons we have this new video coming out called Bill of Rights or Bust.
[01:55:49.878 --> 01:55:52.460]  And I'll tell you more about that as I'm able to give you a copy.
[01:55:52.480 --> 01:55:54.362]  Yeah, come back on in two or three weeks when it comes out.
