[00:00:07.023 --> 00:00:08.104]  Mainstream media.
[01:31:37.395 --> 01:31:38.196]  Call toll-free 1-877-928-8822.
[01:31:38.216 --> 01:31:40.177]  That's 1-877-928-8822 or visit heartdrop.com for more information.
[01:31:40.197 --> 01:31:41.298]  Don't let heart disease beat you.
[01:31:41.318 --> 01:31:43.119]  Beat the odds and do your body right with Cardivite.
[01:31:58.579 --> 01:32:00.480]  Waging war on corruption.
[01:32:00.980 --> 01:32:03.780]  Alex Jones on the GCN Radio Network.
[01:32:04.881 --> 01:32:07.982]  Alright, we've got a lot of other important news items to cover.
[01:32:08.002 --> 01:32:14.523]  Another great guest coming up in the next hour, and actually two guests, and your calls, so let's hurry through these calls.
[01:32:14.983 --> 01:32:18.564]  Charles, finish up what you were saying, then I'm going to go to Clive in Louisiana.
[01:32:18.984 --> 01:32:22.345]  The number... The town's new is WBRZ.
[01:32:22.605 --> 01:32:22.745]  WBRZ.
[01:32:25.376 --> 01:32:27.818]  I'm not saying that you're saying it wrong, Mr. Jones.
[01:32:27.878 --> 01:32:29.559]  I'm saying you're not getting the right information.
[01:32:29.919 --> 01:32:30.800]  They're covering it up.
[01:32:31.421 --> 01:32:33.442]  They're not in control of this.
[01:32:34.103 --> 01:32:38.826]  I mean, the evacuation stopped because they would not tell them where they're going.
[01:32:38.926 --> 01:32:40.367]  I just wanted to make that very clear.
[01:32:41.288 --> 01:32:43.770]  And that's on the local news, but not on the national news.
[01:32:43.870 --> 01:32:45.451]  I just gave it to them last night.
[01:32:46.071 --> 01:32:49.814]  One of them, I'm looking at it right now, WBRZ Channel 2.
[01:32:50.895 --> 01:32:53.037]  And one of the people talking was Donna Briss.
[01:32:54.335 --> 01:32:55.836]  Uh, you want me to get the other call-in numbers?
[01:32:56.216 --> 01:32:57.176]  I'll do it in a second.
[01:32:57.576 --> 01:32:58.397]  No, no, that's okay.
[01:32:58.417 --> 01:32:59.697]  I'll figure it out.
[01:32:59.717 --> 01:33:08.280]  But anyway, uh, as they said, 1940, it happened, the people wanted, uh, wouldn't tell them where they were going, and they brought them to, uh, concentration camps.
[01:33:08.560 --> 01:33:10.521]  And they said, I don't think that would ever happen here.
[01:33:11.121 --> 01:33:12.182]  That's what they said on the news.
[01:33:12.222 --> 01:33:14.023]  So help me God, my wife is sitting right there.
[01:33:14.583 --> 01:33:20.705]  But, uh, they're saying right now that, uh, the death toll's gonna be, uh, in the four-digit numbers.
[01:33:21.325 --> 01:33:22.906]  And, uh, they're not picking up the bodies.
[01:33:23.447 --> 01:33:24.747]  The bodies are still floating.
[01:33:25.108 --> 01:33:26.048]  It's going to be a disease.
[01:33:27.588 --> 01:33:29.049]  But how many bodies are there?
[01:33:29.069 --> 01:33:30.309]  Because the news isn't showing.
[01:33:30.349 --> 01:33:33.110]  Well, it's different news at different times.
[01:33:33.450 --> 01:33:35.471]  They don't know because the bodies are floating.
[01:33:35.491 --> 01:33:38.592]  They won't stop and pick them up because they say they want to get to the people.
[01:33:38.612 --> 01:33:41.333]  Well, what about even Fats Domino's missing?
[01:33:42.673 --> 01:33:44.174]  I know Fats Domino's from New Orleans.
[01:33:44.234 --> 01:33:44.994]  I'm from New Orleans.
[01:33:45.134 --> 01:33:46.174]  I was born and raised there.
[01:33:46.555 --> 01:33:47.555]  I know Fats Domino's.
[01:33:47.875 --> 01:33:49.135]  But I mean, that's Domino's 8-1-0 show.
[01:33:52.276 --> 01:33:53.337]  20,000 people need to be rescued.
[01:33:53.537 --> 01:33:54.838]  No, no, I understand that.
[01:33:54.858 --> 01:33:57.399]  I'm just mentioning how, you know, the scope of this.
[01:33:57.479 --> 01:33:58.960]  Even Fast Domino's missing.
[01:33:59.961 --> 01:34:00.761]  I know, I know.
[01:34:00.841 --> 01:34:03.443]  I've got my two aunts, my cousin, and a little baby.
[01:34:03.723 --> 01:34:04.563]  I can't find them.
[01:34:04.584 --> 01:34:05.464]  A little baby?
[01:34:05.544 --> 01:34:06.725]  Oh, I didn't know that, Charles.
[01:34:06.785 --> 01:34:08.406]  Two babies, I think.
[01:34:08.506 --> 01:34:10.507]  One's a father and one's, I think, seven now.
[01:34:11.027 --> 01:34:11.467]  Oh, okay.
[01:34:11.568 --> 01:34:12.588]  I've got my two aunts.
[01:34:12.608 --> 01:34:13.549]  She needs oxygen.
[01:34:14.069 --> 01:34:14.889]  I can't get through.
[01:34:15.110 --> 01:34:16.670]  I've been brought boats up there.
[01:34:16.710 --> 01:34:17.451]  We've brought food.
[01:34:17.856 --> 01:34:19.377]  I can't get no cooperation.
[01:34:19.417 --> 01:34:27.283]  They won't even... I ask them just to pass... Well, I mean, even the mainstream media admits that it's the citizens bringing food, the citizens housing the people, the government.
[01:34:27.764 --> 01:34:34.629]  The mayor of New Orleans threw a fit and actually started using some mild profanities and said, the feds are screwing everything up.
[01:34:34.649 --> 01:34:36.110]  Why don't they just let the people in?
[01:34:36.350 --> 01:34:37.651]  They asked the guy from FEMA that.
[01:34:37.711 --> 01:34:38.452]  Everything's messed up.
[01:34:38.492 --> 01:34:40.073]  How come we don't have the support?
[01:34:40.373 --> 01:34:42.114]  You said you're going to give us the help you're going to give us.
[01:34:42.134 --> 01:34:44.336]  You're going to be able to take the time we're trying to organize.
[01:34:44.616 --> 01:34:58.365]  So if they don't have it organized... Well people are going to start really dying after four or five days and drinking, you know, sewer-tainted, fetid water, and out in the mosquitoes, and you're going to have major problems.
[01:34:58.445 --> 01:35:02.627]  Is the water still equalized with Ponchartrain?
[01:35:02.948 --> 01:35:03.308]  Yes.
[01:35:04.589 --> 01:35:06.470]  Well, that water leveled off, too.
[01:35:07.310 --> 01:35:12.452]  I don't know, but anyway, that levee, it kind of leveled off, but they're trying to shove a barge into it.
[01:35:12.872 --> 01:35:15.853]  It's a 300 foot hole, but some people say it's 500 feet.
[01:35:16.353 --> 01:35:20.454]  What they're saying on one news is 300, some people are saying it's 500.
[01:35:20.554 --> 01:35:21.294]  It's a total mess.
[01:35:21.574 --> 01:35:24.875]  If there's rain up there, anything happens, the rest of the people are finished.
[01:35:25.355 --> 01:35:29.016]  The water was supposed to go up to 9 feet higher, but I don't know if it's rising.
[01:35:29.036 --> 01:35:30.777]  They say in Jefferson Parish it dropped.
[01:35:31.717 --> 01:35:33.478]  But it's total chaos.
[01:35:34.781 --> 01:35:36.803]  And I mean, they wanted to declare martial law.
[01:35:36.823 --> 01:35:39.185]  Do you have any comments on this?
[01:35:39.245 --> 01:35:42.468]  Do you have any comments, Scott Stevens?
[01:35:43.149 --> 01:35:47.233]  Glad that they've enjoyed relatively calm weather since the storm has left.
[01:35:47.633 --> 01:35:54.499]  And that massive storm surge should continue to drain out of the lake until they find a normal equalization.
[01:35:54.539 --> 01:36:00.565]  But still, we're coming up on new moon here, so we're going to see tides continue to be higher than normal.
[01:36:01.132 --> 01:36:04.853]  And then again, the risk of additional rainfall has got to be there.
[01:36:04.873 --> 01:36:07.173]  Well, we've got two months left in the hurricane season.
[01:36:07.613 --> 01:36:09.814]  The peak, the median date, is September 10th.
[01:36:10.014 --> 01:36:13.894]  So we have even ten days before we complete the first half of this storm season.
[01:36:14.795 --> 01:36:15.615]  Ten days to go.
[01:36:16.275 --> 01:36:21.856]  Gratefully, all we've got is Tropical Depression lead that is way out in the Atlantic, and there isn't anything looming immediately.
[01:36:22.416 --> 01:36:23.456]  But that can change.
[01:36:23.696 --> 01:36:25.337]  But Katrina came out of nowhere.
[01:36:25.657 --> 01:36:25.997]  Truly.
[01:36:26.497 --> 01:36:26.817]  Truly.
[01:36:27.512 --> 01:36:27.832]  Truly.
[01:36:28.433 --> 01:36:29.434]  She truly did.
[01:36:29.615 --> 01:36:31.677]  And in the southwestern Bahamas, she just spun up.
[01:36:35.117 --> 01:36:35.617]  There she is.
[01:36:36.978 --> 01:36:41.862]  Again, the control of this process, Alex, is so precise.
[01:36:42.362 --> 01:36:43.943]  They're so good at it right now.
[01:36:44.463 --> 01:36:45.084]  So very good.
[01:36:45.104 --> 01:36:48.506]  So you're convinced this is institutionally manufactured?
[01:36:48.786 --> 01:36:50.367]  They chose the names ahead of time.
[01:36:50.968 --> 01:36:52.549]  I mean, there's a list of names.
[01:36:52.689 --> 01:36:58.533]  Why do you think that Chertop is out saying, oh yeah, weeks ago we were preparing for just this.
[01:36:59.338 --> 01:37:01.025]  A lot of really suspicious comments.
[01:37:01.366 --> 01:37:01.727]  There are.
[01:37:01.747 --> 01:37:04.899]  And these are clues that whether they're intentionally delivered or...
[01:37:05.845 --> 01:37:08.187]  Or not intentionally delivered their clues, nonetheless.
[01:37:08.227 --> 01:37:10.929]  And they're just a portion of this very big picture.
[01:37:11.289 --> 01:37:14.131]  Far, far more grand than people realize.
[01:37:14.271 --> 01:37:15.372]  Charles, what do you think?
[01:37:15.412 --> 01:37:19.155]  I mean, we know that they do have weather control, but... I'll tell you the truth.
[01:37:19.315 --> 01:37:20.176]  I don't know what to think.
[01:37:20.416 --> 01:37:21.617]  But we've got another problem.
[01:37:21.657 --> 01:37:24.519]  People trying to get back to Baton Rouge are running out of gas.
[01:37:24.759 --> 01:37:25.620]  They stopped this morning.
[01:37:25.680 --> 01:37:26.921]  A woman had two kids.
[01:37:26.981 --> 01:37:27.822]  Dirty diapers.
[01:37:28.242 --> 01:37:29.423]  Don't know money for gas.
[01:37:29.643 --> 01:37:31.124]  The gas price jumped up.
[01:37:31.184 --> 01:37:32.185]  I mean, they can't get back.
[01:37:32.445 --> 01:37:33.446]  They're stuck down here.
[01:37:34.293 --> 01:37:38.434]  And then, Sam, they're telling the people that Air Force One went over to Dome Stadium.
[01:37:38.654 --> 01:37:40.555]  This gave the people encouragement.
[01:37:41.255 --> 01:37:42.075]  A push pass.
[01:37:42.975 --> 01:37:44.215]  This encouraged the people.
[01:37:44.596 --> 01:37:45.576]  It helps on its way.
[01:37:45.916 --> 01:37:54.458]  Now, are people there in New Orleans and surrounding areas, are they aware that the federal government cut the funding almost down to nothing to fix the levees?
[01:37:54.478 --> 01:37:56.118]  Yeah, I went to stories today.
[01:37:56.338 --> 01:37:56.999]  Some people were there.
[01:37:57.019 --> 01:37:58.759]  I said, y'all realize that Moon Landrieu
[01:37:59.491 --> 01:38:01.612]  Cut the fun in this if we know about that, yes.
[01:38:01.972 --> 01:38:04.914]  But right now we've got a medium problem on hand.
[01:38:05.034 --> 01:38:06.075]  People are robbing around here.
[01:38:06.095 --> 01:38:07.075]  They're stopping your car.
[01:38:07.115 --> 01:38:08.436]  They're coming in your house, robbing you.
[01:38:08.836 --> 01:38:10.317]  There ain't nothing to report about that.
[01:38:10.457 --> 01:38:10.977]  Oh, really?
[01:38:10.997 --> 01:38:13.659]  So there's also roving gangs just in other areas?
[01:38:13.759 --> 01:38:17.040]  Yeah, well, they're coming back, you see, from like Texas and all that.
[01:38:17.320 --> 01:38:18.641]  They're running out of gas money.
[01:38:18.661 --> 01:38:21.743]  And, you know, the gas prices jumped up.
[01:38:22.163 --> 01:38:23.884]  And people don't have the money to try to get back.
[01:38:23.904 --> 01:38:25.625]  There's hundreds and hundreds of people
[01:38:26.509 --> 01:38:29.772]  Trying to get back to see if their family is alright.
[01:38:29.972 --> 01:38:35.035]  Alex, one of the things we've got to do is stop unnecessary travel across the whole country.
[01:38:35.475 --> 01:38:42.320]  Because we're using fuel, and this nation has only about a 20-25 day reserve of distilled fuel.
[01:38:42.640 --> 01:38:45.983]  Whether that's heating oil, or jet fuel, or gasoline.
[01:38:46.003 --> 01:38:49.285]  25 days is it, and we're still using it at the typical pace.
[01:38:49.765 --> 01:38:54.330]  And you watch, they're not going to build more refineries after this because they make more money off scarcity.
[01:38:54.370 --> 01:38:55.051]  No, no, no.
[01:38:55.171 --> 01:39:01.778]  What they're doing is, what we're going to have are literally hundreds of thousands of acres of abandoned SUVs.
[01:39:02.419 --> 01:39:05.783]  Because people can't afford the payments on them, and can't afford to put gas in them.
[01:39:06.123 --> 01:39:09.467]  I mean, they'll just simply walk away from those employee-priced vehicles.
[01:39:10.225 --> 01:39:11.446]  They'll just walk away from them.
[01:39:11.966 --> 01:39:13.407]  Yeah, the employee price vehicles.
[01:39:13.627 --> 01:39:16.028]  If they're walking away now, they don't have gas to get back.
[01:39:16.048 --> 01:39:16.789]  They're running out of gas.
[01:39:16.809 --> 01:39:17.629]  They don't have no money.
[01:39:17.709 --> 01:39:18.470]  That's the point.
[01:39:18.670 --> 01:39:24.193]  And Ben, remember, this natural gas has been firing more and more of this nation's power plants.
[01:39:24.373 --> 01:39:33.619]  And we're going to have interruptions as we get into this cold season if we don't get these refineries back up and the pipelines working very, very soon.
[01:39:33.699 --> 01:39:35.179]  Let me ask Charles a question.
[01:39:35.239 --> 01:39:37.661]  Charles, how much is gas in Louisiana right now?
[01:39:38.902 --> 01:39:39.382]  We're ready?
[01:39:39.482 --> 01:39:39.983]  We are, honey.
[01:39:43.446 --> 01:39:44.306]  Charles, are you still there?
[01:39:44.326 --> 01:39:46.368]  Yeah, my wife, she's just shooting on the road here.
[01:39:46.408 --> 01:39:48.690]  She just came back from the show.
[01:39:48.710 --> 01:39:49.851]  They're shooting on the road here.
[01:39:51.132 --> 01:39:52.834]  That sounds like total bedlam.
[01:39:53.054 --> 01:39:57.798]  I mean, they took a car, and they ran out of gas and shot a woman in the head.
[01:39:58.298 --> 01:40:00.940]  I mean, is that bad, Mr. Jones?
[01:40:01.040 --> 01:40:02.882]  So, you're in... Where are you again?
[01:40:03.262 --> 01:40:04.163]  I'm 50 miles from there.
[01:40:04.679 --> 01:40:05.740]  But in what town are you in?
[01:40:05.760 --> 01:40:07.501]  I'm in Walker, Louisiana, sir.
[01:40:07.841 --> 01:40:09.862]  But are you saying in Walker there was just a shooting?
[01:40:10.263 --> 01:40:11.143]  What was that, Walker, honey?
[01:40:11.784 --> 01:40:12.584]  Honey, Walker?
[01:40:14.425 --> 01:40:15.206]  Walker Walmart.
[01:40:16.388 --> 01:40:18.369]  So in your town there's shootings going on?
[01:40:18.409 --> 01:40:18.769]  Yes, yes.
[01:40:18.829 --> 01:40:19.449]  Oh, they rob you.
[01:40:19.509 --> 01:40:20.510]  They'll come up in your driveway.
[01:40:20.530 --> 01:40:22.331]  They'll get directors and rob you.
[01:40:22.731 --> 01:40:29.894]  Is this the event that Henry Kissinger talked about that would allow those blue cap UN people in to restore order?
[01:40:30.314 --> 01:40:33.136]  He said if there was a big enough disaster we'd accept foreign troops.
[01:40:33.176 --> 01:40:34.276]  The people would demand it.
[01:40:34.316 --> 01:40:43.060]  Well, I know that five years ago, in the last year of Bill Clinton's administration, they had UN soldiers helping fight the fires in twelve western states.
[01:40:43.080 --> 01:40:43.520]  Remember that?
[01:40:43.721 --> 01:40:43.921]  Yep.
[01:40:44.201 --> 01:40:44.521]  Oh, yeah.
[01:40:45.540 --> 01:40:52.004]  See, I'm in Idaho, and we have greater than 70% of our National Guard troops overseas.
[01:40:52.184 --> 01:40:53.104]  My brother's one of them.
[01:40:53.124 --> 01:40:55.606]  What are your oil prices right now?
[01:40:55.646 --> 01:40:57.767]  I mean, what's the gas prices at the pump there right now?
[01:40:57.927 --> 01:40:59.868]  I filled up last night premium for $2.81.
[01:40:59.928 --> 01:41:02.790]  That's cheap!
[01:41:02.930 --> 01:41:03.470]  It is cheap!
[01:41:03.870 --> 01:41:04.771]  That's why I filled up!
[01:41:05.891 --> 01:41:07.051]  Because it's only going up.
[01:41:07.391 --> 01:41:11.413]  Did you hear about Atlanta for six bucks?
[01:41:11.893 --> 01:41:12.533]  Is that what it is?
[01:41:12.813 --> 01:41:13.053]  No.
[01:41:13.233 --> 01:41:13.933]  That's the shock.
[01:41:14.374 --> 01:41:18.535]  That's the shock, and that's why you must protect your wealth with gold and silver.
[01:41:19.095 --> 01:41:22.716]  You've got to do that, because those will be the blow-off points economically.
[01:41:23.056 --> 01:41:28.978]  That's where all of the liquid, the slushy money that's looking for a return will flood into precious metals.
[01:41:29.318 --> 01:41:34.820]  If you haven't secured physical silver, physical gold, you must do so very, very soon.
[01:41:35.638 --> 01:41:36.138]  Very still.
[01:41:36.619 --> 01:41:40.061]  Well, speaking of the devil, we'll be talking about that a little bit coming up in the next hour.
[01:41:40.441 --> 01:41:48.086]  You know, Charles, I mean, your wife, and I've got a picture of you and your wife with your dog that you sent me many years ago for Christmas.
[01:41:49.307 --> 01:41:51.729]  Charles has been a listener for, I don't know, like eight, seven, eight years.
[01:41:52.209 --> 01:41:58.533]  Charles, you're telling me that your wife tried to go to the store, and they're roving gangs, blowing people's heads off.
[01:41:58.553 --> 01:41:59.494]  Well, just one woman.
[01:42:00.274 --> 01:42:05.297]  But I mean, all over the state, though, we know that that's going on, but you're saying that this happened again where you're at.
[01:42:05.457 --> 01:42:05.857]  Yes, sir.
[01:42:06.358 --> 01:42:08.079]  And, uh, we didn't hear nothing on the news about it.
[01:42:08.119 --> 01:42:08.999]  My wife just come back.
[01:42:09.059 --> 01:42:11.161]  Well, I've never heard a better reason for the 2nd Amendment.
[01:42:11.181 --> 01:42:13.282]  Well, they take the call for the gas and all, they got kicked.
[01:42:13.682 --> 01:42:16.624]  I'm telling you, Mr. Jones, it's chaos all over Louisiana.
[01:42:16.844 --> 01:42:18.025]  How much is gas there?
[01:42:18.185 --> 01:42:18.825]  About $3.10, $3.20.
[01:42:20.786 --> 01:42:21.707]  It's delayed.
[01:42:21.847 --> 01:42:23.668]  When people realize they can't get it.
[01:42:24.252 --> 01:42:36.758]  Well, that's why I said it's gouging in Atlanta, because they already have their tanks filled that are now getting low that they've already paid for, and so they're ripping people off.
[01:42:36.798 --> 01:42:37.798]  That is gouging.
[01:42:37.838 --> 01:42:39.439]  That's $6 a gallon.
[01:42:39.519 --> 01:42:48.603]  And there's this surge of demand of people anticipating shortages, so they're going to get what they can now, and that's why we must institute travel.
[01:42:48.703 --> 01:42:51.344]  I mean, unnecessary travel has got to be reined in.
[01:42:51.744 --> 01:42:55.006]  Yeah, but you can't have the government come in and call for that.
[01:42:55.246 --> 01:42:56.487]  Who else is going to?
[01:42:57.027 --> 01:42:58.108]  We need some leadership.
[01:42:59.008 --> 01:43:00.789]  We have to have leadership.
[01:43:01.149 --> 01:43:02.350]  And that's not happening now.
[01:43:02.750 --> 01:43:06.092]  Because they don't want people to realize... They'll make more money off a crisis.
[01:43:06.472 --> 01:43:08.633]  Well, yes they will.
[01:43:09.174 --> 01:43:11.095]  They will.
[01:43:12.275 --> 01:43:13.456]  It's all the petroleum.
[01:43:13.596 --> 01:43:15.497]  And we've got an oil man in the White House.
[01:43:16.667 --> 01:43:22.675]  And that money is just going to flow back into the explorations, back into the repair, and back into these oil companies.
[01:43:22.735 --> 01:43:25.739]  And it's only with the disruption of about 13% of supply.
[01:43:26.220 --> 01:43:31.026]  That means the other 87%, I mean, the return on that money is going to be huge.
[01:43:31.716 --> 01:43:32.157]  Huge!
[01:43:32.537 --> 01:43:36.301]  Well, it's time to build more refineries and open more fields.
[01:43:36.361 --> 01:43:39.043]  It's time to quit using petroleum as an energy source.
[01:43:39.324 --> 01:43:42.407]  Well, there are a lot of new systems they haven't allowed to come online.
[01:43:42.467 --> 01:43:43.448]  Charles, anything else?
[01:43:43.468 --> 01:43:51.976]  Just one thing, Mr. You know, I love you to death, and I'm not saying that you've seen it wrong, it's the news giving the false information about the evacuation.
[01:43:51.996 --> 01:43:54.619]  So you're saying the mainstream media is making it look better than it is?
[01:43:54.639 --> 01:43:54.879]  Yes, yes.
[01:43:56.227 --> 01:44:02.130]  The mainstream media says shots were fired so they've ceased the evacuation of the Superdome.
[01:44:02.470 --> 01:44:10.253]  You're saying it's because, on local news... My wife's right here, she said, honey, they said that they wouldn't tell the people where they were taking them.
[01:44:10.293 --> 01:44:11.294]  And it was a riot, right?
[01:44:11.854 --> 01:44:12.434]  It was a riot.
[01:44:12.474 --> 01:44:13.315]  My wife's right here.
[01:44:13.355 --> 01:44:14.135]  No, I believe you.
[01:44:14.155 --> 01:44:15.996]  I'm already checking it out right now.
[01:44:17.457 --> 01:44:20.358]  They wasn't telling them where they were taking them, and so it started a riot.
[01:44:21.090 --> 01:44:21.831]  All right, Charles.
[01:44:22.131 --> 01:44:23.232]  Thank you so much for the call.
[01:44:23.252 --> 01:44:24.233]  God bless you, Mr. Jones.
[01:44:24.553 --> 01:44:24.853]  Pardon me?
[01:44:26.774 --> 01:44:27.835]  God bless you, Mr. Jones.
[01:44:28.136 --> 01:44:29.116]  Okay, thank you, Charles.
[01:44:29.136 --> 01:44:30.237]  I appreciate it.
[01:44:30.257 --> 01:44:31.798]  Let's take another call from Louisiana.
[01:44:31.838 --> 01:44:33.520]  Clive in Louisiana.
[01:44:33.540 --> 01:44:34.180]  Thanks for holding.
[01:44:34.200 --> 01:44:34.941]  Go ahead, Clive.
[01:44:35.781 --> 01:44:36.602]  Yes, Mr. Jones.
[01:44:36.662 --> 01:44:37.423]  I was calling.
[01:44:37.463 --> 01:44:40.305]  I wanted to kind of add on to what Charles was just saying.
[01:44:40.325 --> 01:44:46.970]  I have several friends who are law enforcement officers, and they just informed me this morning
[01:44:47.662 --> 01:44:48.022]  Thank you for
[01:45:05.480 --> 01:45:12.522]  They contacted him and they told the guys from the 9th Ward where he was staying and they killed him.
[01:45:12.542 --> 01:45:18.063]  They have him in custody right now and the media has pretty much kept a tight lip on that.
[01:45:18.103 --> 01:45:19.483]  What kind of people would kill?
[01:45:19.523 --> 01:45:25.025]  Because again, the Red Cross at the top is very corrupt but all the well-meaning, low-level volunteers do a great job.
[01:45:25.545 --> 01:45:28.145]  This little guy wants to help them so they come killing?
[01:45:28.165 --> 01:45:29.206]  Yes.
[01:45:29.566 --> 01:45:30.286]  That's insane!
[01:45:30.686 --> 01:45:40.068]  Yeah, but the reason why I really called was because I came across this news article that's in our local papers and it says long-term shelter still in air.
[01:45:40.588 --> 01:45:54.351]  Now Dean Dozier, who's head of Washington Parish Office of Homeland Security, Washington Parish is northeast Louisiana of Homeland Security, he and the mayor are now contemplating, several other people are now contemplating
[01:45:54.955 --> 01:45:55.958]  We're good to go.
[01:46:02.614 --> 01:46:04.755]  Dean Dozier was actually on radio.
[01:46:04.775 --> 01:46:06.956]  I heard him on the radio on my way to work.
[01:46:07.056 --> 01:46:11.618]  They're having to make permanent ones because New Orleans, for the next year at least, is gone.
[01:46:11.898 --> 01:46:24.583]  Yes, right now I've been up there to our Civic Center, to our arena, and we have about 2,000 evacuees there, and we're supposed to be getting roughly upwards to 3,000 more people coming here.
[01:46:24.603 --> 01:46:28.944]  How many people were really in the city of New Orleans?
[01:46:31.945 --> 01:46:32.866]  Before this happened?
[01:46:33.326 --> 01:46:34.287]  I couldn't really tell you.
[01:46:34.307 --> 01:46:36.048]  I don't have the estimate number.
[01:46:36.068 --> 01:46:37.649]  Wasn't it like a city of over 3 million?
[01:46:39.571 --> 01:46:39.911]  It was about 1.2.
[01:46:39.991 --> 01:46:42.773]  Yeah, I don't think it was that many.
[01:46:42.793 --> 01:46:45.474]  But I'm counting all the surrounding towns.
[01:46:46.015 --> 01:46:48.316]  The whole metro area, how many people?
[01:46:49.797 --> 01:46:51.118]  I think I read over 3 million.
[01:46:51.138 --> 01:46:57.983]  The question is how many were bound by the levy and cannot go home for great deals of time.
[01:46:58.796 --> 01:47:04.584]  And indeed, are those structures even salvageable because of all of the contamination?
[01:47:05.084 --> 01:47:08.469]  And the days upon days it's going to sit there in that toxic soup.
[01:47:09.232 --> 01:47:14.373]  I mean, the question is, will they actually rebuild it, even once it's pumped out, and will it be insurable?
[01:47:14.613 --> 01:47:16.154]  Well, see, here's the interesting thing.
[01:47:16.194 --> 01:47:24.956]  Now, this guy that I was just telling you about, who's the head of our parish homeland security, every time he referred to the evacuees, he referred to them as refugees.
[01:47:25.136 --> 01:47:25.936]  That's a better term.
[01:47:26.176 --> 01:47:26.876]  That's a better term.
[01:47:26.896 --> 01:47:29.217]  That's a United Nations term.
[01:47:29.497 --> 01:47:36.378]  Right, and that kind of tells you that, okay, they're saying pretty much that New Orleans is gone.
[01:47:36.398 --> 01:47:38.759]  Yeah, a refugee is permanent.
[01:47:39.159 --> 01:47:59.920]  Right, exactly, and that's why it's still up in the air that they were going to try to make, take abandoned buildings, not abandoned, but vacant buildings, and use the Coliseum, he said this, in Shreveport, and they're contemplating making it permanent shelters, and I've been to the ones that we have here in Monroe, and I mean, it's
[01:48:00.464 --> 01:48:02.527]  What about the crime?
[01:48:02.567 --> 01:48:08.295]  We just heard Charles say that in towns, I mean, his wife goes to the store and somebody gets their head blown off.
[01:48:16.606 --> 01:48:37.248]  Well, one of my friends, I used to be a probation officer, and I know a lot of the marshals there, and I was talking to a guy friend of mine this morning, and he said that we're getting some more people from, you know, the ninth wards, these different wards from New Orleans, and that they're expecting the crime to kind of go up because, I mean, these people have nothing.
[01:48:37.968 --> 01:48:42.933]  And, you know, they'll shoot at police, so just imagine what they'll do to regular folks.
[01:48:44.274 --> 01:48:44.814]  Exactly!
[01:48:44.894 --> 01:48:47.176]  I mean, it just seems like craziness.
[01:48:47.476 --> 01:48:51.160]  I mean, New Orleans was the murder capital of the country at one point.
[01:48:51.180 --> 01:49:02.189]  I don't know if it was prior to this, but we're expecting about 3,000, maybe 4,000 more people coming this way, and Monroe is not that big of a city.
[01:49:02.229 --> 01:49:04.071]  It's not near the size of
[01:49:04.731 --> 01:49:06.692]  We're good to go.
[01:49:31.159 --> 01:49:32.241]  It is.
[01:49:32.641 --> 01:49:37.005]  The level of the disaster, the depths of it, just gets worse and worse.
[01:49:37.045 --> 01:49:37.846]  Thank you for the call.
[01:49:37.866 --> 01:49:41.550]  Will you call us back throughout the week and give us updates, Clive?
[01:49:41.770 --> 01:49:42.391]  Okay, good.
[01:49:42.991 --> 01:49:43.792]  God bless you, sir.
[01:49:43.852 --> 01:49:44.213]  Thank you.
[01:49:44.353 --> 01:49:49.698]  We'll be right back and have some final comments from our guest, who's got the great website, weatherwars.info.
[01:49:54.702 --> 01:49:57.564]  There is a secret that holds the world's destiny in its grasp.
[01:49:57.804 --> 01:49:59.385]  Hello my friends, Alex Jones here.
[01:49:59.725 --> 01:50:04.409]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[01:50:04.749 --> 01:50:09.192]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy.
[01:50:09.592 --> 01:50:13.635]  Out of the ashes of the September 11th tragedy, a dark empire of war and tyranny has risen.
[01:50:13.995 --> 01:50:16.837]  The Constitution has been shredded, and America is now a police state.
[01:50:16.937 --> 01:50:21.601]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[01:50:21.801 --> 01:50:26.224]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[01:50:26.444 --> 01:50:33.670]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[01:50:33.910 --> 01:50:36.352]  Discover the documentary for yourself before it's too late.
[01:50:36.492 --> 01:50:38.233]  Call toll-free to get a copy of Martial Law.
[01:50:38.794 --> 01:50:44.383]  1-888-253-3139 or visit InfoWars.com and the secure shopping cart.
[01:50:44.483 --> 01:50:47.808]  That's InfoWars.com or 888-253-3139 or watch the film right now online at PrisonPlanet.tv
[01:50:54.000 --> 01:50:57.883]  Black Berkey Replacement Elements are ideal for use in any gravity filter.
[01:50:58.123 --> 01:51:03.548]  These self-sterilizing filters can transform raw pond and lake water into delicious crystal clear drinking water.
[01:51:03.828 --> 01:51:14.196]  Ideal for travel or outdoor events and perfect in the event of hostile filtration environments such as local or national emergencies because they remove both harmful chemicals and pathogenic bacteria from water.
[01:51:14.356 --> 01:51:18.700]  So powerful they can remove pathogenic bacteria, cysts, parasites to non-detectable levels.
